propertyid,tenantid,service_category,charge_amount_gbp,quarter,year,period_start,period_end,payment_status,payment_date,property_type,estateid,blockid
432,95.0,Lift Maintenance,159,1,2024,2024-01-01,2024-05-30,Paid,2024-05-31,Flat,,
432,95.0,Building Repairs,273,1,2024,2024-01-01,2024-05-30,Paid,2024-06-27,Flat,,
432,95.0,Management Fee,114,1,2024,2024-01-01,2024-05-30,Paid,2024-06-20,Flat,,
432,95.0,Security Systems,86,1,2024,2024-01-01,2024-05-30,Paid,2024-06-16,Flat,,
432,95.0,Electricity (Communal Areas),130,1,2024,2024-01-01,2024-05-30,Pending,,Flat,,
432,95.0,Water (Communal Areas),64,1,2024,2024-01-01,2024-05-30,Paid,2024-06-23,Flat,,
432,95.0,Sinking Fund,222,1,2024,2024-01-01,2024-05-30,Paid,2024-06-04,Flat,,
432,95.0,Building Insurance,210,2,2024,2024-04-01,2024-08-30,Pending,,Flat,,
432,95.0,Grounds Maintenance,115,2,2024,2024-04-01,2024-08-30,Paid,2024-09-22,Flat,,
432,95.0,Cleaning (Communal Areas),159,2,2024,2024-04-01,2024-08-30,Paid,2024-09-26,Flat,,
432,95.0,Lift Maintenance,144,2,2024,2024-04-01,2024-08-30,Paid,2024-09-05,Flat,,
432,95.0,Building Repairs,283,2,2024,2024-04-01,2024-08-30,Paid,2024-09-22,Flat,,
432,95.0,Management Fee,89,2,2024,2024-04-01,2024-08-30,Pending,,Flat,,
432,95.0,Security Systems,70,2,2024,2024-04-01,2024-08-30,Overdue,,Flat,,
432,95.0,Electricity (Communal Areas),112,2,2024,2024-04-01,2024-08-30,Paid,2024-09-23,Flat,,
432,95.0,Water (Communal Areas),64,2,2024,2024-04-01,2024-08-30,Paid,2024-09-06,Flat,,
432,95.0,Sinking Fund,180,2,2024,2024-04-01,2024-08-30,Overdue,,Flat,,
432,95.0,Building Insurance,207,3,2024,2024-07-01,2024-11-30,Pending,,Flat,,
432,95.0,Grounds Maintenance,105,3,2024,2024-07-01,2024-11-30,Paid,2024-12-07,Flat,,
432,95.0,Cleaning (Communal Areas),170,3,2024,2024-07-01,2024-11-30,Paid,2024-12-20,Flat,,
432,95.0,Lift Maintenance,157,3,2024,2024-07-01,2024-11-30,Pending,,Flat,,
432,95.0,Building Repairs,266,3,2024,2024-07-01,2024-11-30,Paid,2024-12-17,Flat,,
432,95.0,Management Fee,93,3,2024,2024-07-01,2024-11-30,Paid,2024-12-23,Flat,,
432,95.0,Security Systems,85,3,2024,2024-07-01,2024-11-30,Paid,2024-12-17,Flat,,
432,95.0,Electricity (Communal Areas),115,3,2024,2024-07-01,2024-11-30,Paid,2024-12-05,Flat,,
432,95.0,Water (Communal Areas),64,3,2024,2024-07-01,2024-11-30,Paid,2024-12-22,Flat,,
432,95.0,Sinking Fund,215,3,2024,2024-07-01,2024-11-30,Pending,,Flat,,
432,95.0,Building Insurance,203,4,2024,2024-10-01,2024-12-31,Paid,2025-01-15,Flat,,
432,95.0,Grounds Maintenance,105,4,2024,2024-10-01,2024-12-31,Paid,2025-01-08,Flat,,
432,95.0,Cleaning (Communal Areas),164,4,2024,2024-10-01,2024-12-31,Paid,2025-01-24,Flat,,
432,95.0,Lift Maintenance,130,4,2024,2024-10-01,2024-12-31,Paid,2025-01-08,Flat,,
432,95.0,Building Repairs,269,4,2024,2024-10-01,2024-12-31,Paid,2025-01-17,Flat,,
432,95.0,Management Fee,91,4,2024,2024-10-01,2024-12-31,Paid,2025-01-09,Flat,,
432,95.0,Security Systems,68,4,2024,2024-10-01,2024-12-31,Overdue,,Flat,,
432,95.0,Electricity (Communal Areas),109,4,2024,2024-10-01,2024-12-31,Paid,2025-01-19,Flat,,
432,95.0,Water (Communal Areas),56,4,2024,2024-10-01,2024-12-31,Pending,,Flat,,
432,95.0,Sinking Fund,199,4,2024,2024-10-01,2024-12-31,Paid,2025-01-09,Flat,,
432,95.0,Building Insurance,175,1,2025,2025-01-01,2025-05-30,Paid,2025-06-24,Flat,,
432,95.0,Grounds Maintenance,129,1,2025,2025-01-01,2025-05-30,Pending,,Flat,,
432,95.0,Cleaning (Communal Areas),177,1,2025,2025-01-01,2025-05-30,Paid,2025-06-21,Flat,,
432,95.0,Lift Maintenance,162,1,2025,2025-01-01,2025-05-30,Overdue,,Flat,,
432,95.0,Building Repairs,240,1,2025,2025-01-01,2025-05-30,Paid,2025-06-28,Flat,,
432,95.0,Management Fee,87,1,2025,2025-01-01,2025-05-30,Paid,2025-06-12,Flat,,
432,95.0,Security Systems,91,1,2025,2025-01-01,2025-05-30,Overdue,,Flat,,
432,95.0,Electricity (Communal Areas),124,1,2025,2025-01-01,2025-05-30,Paid,2025-06-18,Flat,,
432,95.0,Water (Communal Areas),56,1,2025,2025-01-01,2025-05-30,Paid,2025-06-15,Flat,,
432,95.0,Sinking Fund,194,1,2025,2025-01-01,2025-05-30,Overdue,,Flat,,
433,298.0,Building Insurance,201,2,2023,2023-04-01,2023-08-30,Paid,2023-09-20,Flat,,
433,298.0,Grounds Maintenance,124,2,2023,2023-04-01,2023-08-30,Paid,2023-09-09,Flat,,
433,298.0,Cleaning (Communal Areas),203,2,2023,2023-04-01,2023-08-30,Paid,2023-09-07,Flat,,
433,298.0,Lift Maintenance,167,2,2023,2023-04-01,2023-08-30,Paid,2023-09-11,Flat,,
433,298.0,Building Repairs,229,2,2023,2023-04-01,2023-08-30,Paid,2023-09-18,Flat,,
433,298.0,Management Fee,103,2,2023,2023-04-01,2023-08-30,Paid,2023-09-19,Flat,,
433,298.0,Security Systems,79,2,2023,2023-04-01,2023-08-30,Paid,2023-09-28,Flat,,
433,298.0,Electricity (Communal Areas),137,2,2023,2023-04-01,2023-08-30,Paid,2023-09-10,Flat,,
433,298.0,Water (Communal Areas),66,2,2023,2023-04-01,2023-08-30,Paid,2023-09-20,Flat,,
433,298.0,Sinking Fund,195,2,2023,2023-04-01,2023-08-30,Paid,2023-09-09,Flat,,
433,298.0,Building Insurance,221,3,2023,2023-07-01,2023-11-30,Paid,2023-12-06,Flat,,
433,298.0,Grounds Maintenance,133,3,2023,2023-07-01,2023-11-30,Pending,,Flat,,
433,298.0,Cleaning (Communal Areas),184,3,2023,2023-07-01,2023-11-30,Pending,,Flat,,
433,298.0,Lift Maintenance,155,3,2023,2023-07-01,2023-11-30,Paid,2023-12-26,Flat,,
433,298.0,Building Repairs,216,3,2023,2023-07-01,2023-11-30,Pending,,Flat,,
433,298.0,Management Fee,111,3,2023,2023-07-01,2023-11-30,Paid,2023-12-13,Flat,,
433,298.0,Security Systems,85,3,2023,2023-07-01,2023-11-30,Paid,2023-12-04,Flat,,
433,298.0,Electricity (Communal Areas),129,3,2023,2023-07-01,2023-11-30,Paid,2023-12-08,Flat,,
433,298.0,Water (Communal Areas),62,3,2023,2023-07-01,2023-11-30,Paid,2023-12-05,Flat,,
433,298.0,Sinking Fund,180,3,2023,2023-07-01,2023-11-30,Disputed,,Flat,,
433,298.0,Building Insurance,180,4,2023,2023-10-01,2023-12-31,Paid,2024-01-10,Flat,,
433,298.0,Grounds Maintenance,110,4,2023,2023-10-01,2023-12-31,Paid,2024-01-24,Flat,,
433,298.0,Cleaning (Communal Areas),202,4,2023,2023-10-01,2023-12-31,Paid,2024-01-27,Flat,,
433,298.0,Lift Maintenance,147,4,2023,2023-10-01,2023-12-31,Pending,,Flat,,
433,298.0,Building Repairs,242,4,2023,2023-10-01,2023-12-31,Paid,2024-01-13,Flat,,
433,298.0,Management Fee,99,4,2023,2023-10-01,2023-12-31,Paid,2024-01-04,Flat,,
433,298.0,Security Systems,88,4,2023,2023-10-01,2023-12-31,Paid,2024-01-13,Flat,,
433,298.0,Electricity (Communal Areas),110,4,2023,2023-10-01,2023-12-31,Paid,2024-01-09,Flat,,
433,298.0,Water (Communal Areas),57,4,2023,2023-10-01,2023-12-31,Overdue,,Flat,,
433,298.0,Sinking Fund,225,4,2023,2023-10-01,2023-12-31,Paid,2024-01-08,Flat,,
433,298.0,Building Insurance,225,1,2024,2024-01-01,2024-05-30,Paid,2024-06-04,Flat,,
433,298.0,Grounds Maintenance,112,1,2024,2024-01-01,2024-05-30,Overdue,,Flat,,
433,298.0,Cleaning (Communal Areas),197,1,2024,2024-01-01,2024-05-30,Paid,2024-06-13,Flat,,
433,298.0,Lift Maintenance,160,1,2024,2024-01-01,2024-05-30,Paid,2024-06-01,Flat,,
433,298.0,Building Repairs,257,1,2024,2024-01-01,2024-05-30,Paid,2024-06-22,Flat,,
433,298.0,Management Fee,87,1,2024,2024-01-01,2024-05-30,Paid,2024-06-06,Flat,,
433,298.0,Security Systems,82,1,2024,2024-01-01,2024-05-30,Paid,2024-06-11,Flat,,
433,298.0,Electricity (Communal Areas),136,1,2024,2024-01-01,2024-05-30,Paid,2024-05-31,Flat,,
433,298.0,Water (Communal Areas),64,1,2024,2024-01-01,2024-05-30,Paid,2024-06-27,Flat,,
433,298.0,Sinking Fund,174,1,2024,2024-01-01,2024-05-30,Overdue,,Flat,,
433,298.0,Building Insurance,220,2,2024,2024-04-01,2024-08-30,Paid,2024-09-26,Flat,,
433,298.0,Grounds Maintenance,132,2,2024,2024-04-01,2024-08-30,Paid,2024-09-27,Flat,,
433,298.0,Cleaning (Communal Areas),171,2,2024,2024-04-01,2024-08-30,Paid,2024-09-17,Flat,,
433,298.0,Lift Maintenance,144,2,2024,2024-04-01,2024-08-30,Paid,2024-09-24,Flat,,
433,298.0,Building Repairs,240,2,2024,2024-04-01,2024-08-30,Overdue,,Flat,,
433,298.0,Management Fee,104,2,2024,2024-04-01,2024-08-30,Paid,2024-09-22,Flat,,
433,298.0,Security Systems,83,2,2024,2024-04-01,2024-08-30,Paid,2024-09-20,Flat,,
433,298.0,Electricity (Communal Areas),115,2,2024,2024-04-01,2024-08-30,Paid,2024-09-20,Flat,,
433,298.0,Water (Communal Areas),56,2,2024,2024-04-01,2024-08-30,Paid,2024-08-31,Flat,,
433,298.0,Sinking Fund,212,2,2024,2024-04-01,2024-08-30,Paid,2024-09-05,Flat,,
433,298.0,Building Insurance,213,3,2024,2024-07-01,2024-11-30,Paid,2024-12-01,Flat,,
433,298.0,Grounds Maintenance,104,3,2024,2024-07-01,2024-11-30,Pending,,Flat,,
433,298.0,Cleaning (Communal Areas),167,3,2024,2024-07-01,2024-11-30,Paid,2024-12-14,Flat,,
433,298.0,Lift Maintenance,133,3,2024,2024-07-01,2024-11-30,Paid,2024-12-15,Flat,,
433,298.0,Building Repairs,262,3,2024,2024-07-01,2024-11-30,Paid,2024-12-19,Flat,,
433,298.0,Management Fee,91,3,2024,2024-07-01,2024-11-30,Pending,,Flat,,
433,298.0,Security Systems,72,3,2024,2024-07-01,2024-11-30,Paid,2024-12-20,Flat,,
433,298.0,Electricity (Communal Areas),125,3,2024,2024-07-01,2024-11-30,Paid,2024-12-20,Flat,,
433,298.0,Water (Communal Areas),67,3,2024,2024-07-01,2024-11-30,Overdue,,Flat,,
433,298.0,Sinking Fund,225,3,2024,2024-07-01,2024-11-30,Paid,2024-12-25,Flat,,
433,298.0,Building Insurance,202,4,2024,2024-10-01,2024-12-31,Paid,2025-01-19,Flat,,
433,298.0,Grounds Maintenance,117,4,2024,2024-10-01,2024-12-31,Paid,2025-01-06,Flat,,
433,298.0,Cleaning (Communal Areas),191,4,2024,2024-10-01,2024-12-31,Paid,2025-01-24,Flat,,
433,298.0,Lift Maintenance,155,4,2024,2024-10-01,2024-12-31,Pending,,Flat,,
433,298.0,Building Repairs,215,4,2024,2024-10-01,2024-12-31,Paid,2025-01-13,Flat,,
433,298.0,Management Fee,93,4,2024,2024-10-01,2024-12-31,Overdue,,Flat,,
433,298.0,Security Systems,72,4,2024,2024-10-01,2024-12-31,Paid,2025-01-09,Flat,,
433,298.0,Electricity (Communal Areas),113,4,2024,2024-10-01,2024-12-31,Paid,2025-01-06,Flat,,
433,298.0,Water (Communal Areas),66,4,2024,2024-10-01,2024-12-31,Paid,2025-01-17,Flat,,
433,298.0,Sinking Fund,223,4,2024,2024-10-01,2024-12-31,Paid,2025-01-12,Flat,,
433,298.0,Building Insurance,175,1,2025,2025-01-01,2025-05-30,Paid,2025-06-12,Flat,,
433,298.0,Grounds Maintenance,130,1,2025,2025-01-01,2025-05-30,Paid,2025-06-19,Flat,,
433,298.0,Cleaning (Communal Areas),157,1,2025,2025-01-01,2025-05-30,Paid,2025-06-05,Flat,,
433,298.0,Lift Maintenance,165,1,2025,2025-01-01,2025-05-30,Paid,2025-06-14,Flat,,
433,298.0,Building Repairs,277,1,2025,2025-01-01,2025-05-30,Paid,2025-06-13,Flat,,
433,298.0,Management Fee,103,1,2025,2025-01-01,2025-05-30,Paid,2025-06-12,Flat,,
433,298.0,Security Systems,78,1,2025,2025-01-01,2025-05-30,Paid,2025-06-04,Flat,,
433,298.0,Electricity (Communal Areas),123,1,2025,2025-01-01,2025-05-30,Paid,2025-06-13,Flat,,
433,298.0,Water (Communal Areas),57,1,2025,2025-01-01,2025-05-30,Paid,2025-06-22,Flat,,
433,298.0,Sinking Fund,181,1,2025,2025-01-01,2025-05-30,Pending,,Flat,,
437,233.0,Grounds Maintenance,134,2,2023,2023-04-01,2023-08-30,Paid,2023-09-21,House,,
437,233.0,Building Repairs,263,2,2023,2023-04-01,2023-08-30,Paid,2023-09-06,House,,
437,233.0,Building Insurance,225,2,2023,2023-04-01,2023-08-30,Paid,2023-09-26,House,,
437,233.0,Grounds Maintenance,124,3,2023,2023-07-01,2023-11-30,Paid,2023-12-10,House,,
437,233.0,Building Repairs,214,3,2023,2023-07-01,2023-11-30,Paid,2023-12-01,House,,
437,233.0,Building Insurance,186,3,2023,2023-07-01,2023-11-30,Overdue,,House,,
437,233.0,Grounds Maintenance,104,4,2023,2023-10-01,2023-12-31,Paid,2024-01-28,House,,
437,233.0,Building Repairs,244,4,2023,2023-10-01,2023-12-31,Paid,2024-01-10,House,,
437,233.0,Building Insurance,200,4,2023,2023-10-01,2023-12-31,Paid,2024-01-07,House,,
437,233.0,Grounds Maintenance,115,1,2024,2024-01-01,2024-05-30,Paid,2024-06-08,House,,
437,233.0,Building Repairs,231,1,2024,2024-01-01,2024-05-30,Paid,2024-06-02,House,,
437,233.0,Building Insurance,218,1,2024,2024-01-01,2024-05-30,Paid,2024-06-19,House,,
437,233.0,Grounds Maintenance,113,2,2024,2024-04-01,2024-08-30,Paid,2024-09-21,House,,
437,233.0,Building Repairs,237,2,2024,2024-04-01,2024-08-30,Pending,,House,,
437,233.0,Building Insurance,177,2,2024,2024-04-01,2024-08-30,Paid,2024-09-29,House,,
437,233.0,Grounds Maintenance,102,3,2024,2024-07-01,2024-11-30,Overdue,,House,,
437,233.0,Building Repairs,239,3,2024,2024-07-01,2024-11-30,Paid,2024-12-18,House,,
437,233.0,Building Insurance,219,3,2024,2024-07-01,2024-11-30,Overdue,,House,,
437,233.0,Grounds Maintenance,104,4,2024,2024-10-01,2024-12-31,Paid,2025-01-05,House,,
437,233.0,Building Repairs,267,4,2024,2024-10-01,2024-12-31,Overdue,,House,,
437,233.0,Building Insurance,222,4,2024,2024-10-01,2024-12-31,Paid,2025-01-06,House,,
437,233.0,Grounds Maintenance,112,1,2025,2025-01-01,2025-05-30,Paid,2025-06-28,House,,
437,233.0,Building Repairs,274,1,2025,2025-01-01,2025-05-30,Paid,2025-06-09,House,,
437,233.0,Building Insurance,208,1,2025,2025-01-01,2025-05-30,Pending,,House,,
438,165.0,Building Insurance,200,2,2023,2023-04-01,2023-08-30,Paid,2023-09-16,Flat,,
438,165.0,Grounds Maintenance,111,2,2023,2023-04-01,2023-08-30,Pending,,Flat,,
438,165.0,Cleaning (Communal Areas),175,2,2023,2023-04-01,2023-08-30,Pending,,Flat,,
438,165.0,Lift Maintenance,166,2,2023,2023-04-01,2023-08-30,Paid,2023-09-20,Flat,,
438,165.0,Building Repairs,269,2,2023,2023-04-01,2023-08-30,Paid,2023-09-08,Flat,,
438,165.0,Management Fee,94,2,2023,2023-04-01,2023-08-30,Pending,,Flat,,
438,165.0,Security Systems,71,2,2023,2023-04-01,2023-08-30,Paid,2023-09-06,Flat,,
438,165.0,Electricity (Communal Areas),110,2,2023,2023-04-01,2023-08-30,Paid,2023-09-13,Flat,,
438,165.0,Water (Communal Areas),66,2,2023,2023-04-01,2023-08-30,Pending,,Flat,,
438,165.0,Sinking Fund,205,2,2023,2023-04-01,2023-08-30,Paid,2023-09-03,Flat,,
438,165.0,Building Insurance,204,3,2023,2023-07-01,2023-11-30,Disputed,,Flat,,
438,165.0,Grounds Maintenance,135,3,2023,2023-07-01,2023-11-30,Paid,2023-12-17,Flat,,
438,165.0,Cleaning (Communal Areas),194,3,2023,2023-07-01,2023-11-30,Paid,2023-12-07,Flat,,
438,165.0,Lift Maintenance,168,3,2023,2023-07-01,2023-11-30,Paid,2023-12-26,Flat,,
438,165.0,Building Repairs,237,3,2023,2023-07-01,2023-11-30,Paid,2023-12-20,Flat,,
438,165.0,Management Fee,102,3,2023,2023-07-01,2023-11-30,Paid,2023-12-23,Flat,,
438,165.0,Security Systems,74,3,2023,2023-07-01,2023-11-30,Paid,2023-12-22,Flat,,
438,165.0,Electricity (Communal Areas),103,3,2023,2023-07-01,2023-11-30,Paid,2023-12-08,Flat,,
438,165.0,Water (Communal Areas),65,3,2023,2023-07-01,2023-11-30,Paid,2023-12-15,Flat,,
438,165.0,Sinking Fund,193,3,2023,2023-07-01,2023-11-30,Paid,2023-12-22,Flat,,
438,165.0,Building Insurance,188,4,2023,2023-10-01,2023-12-31,Paid,2024-01-27,Flat,,
438,165.0,Grounds Maintenance,113,4,2023,2023-10-01,2023-12-31,Paid,2024-01-08,Flat,,
438,165.0,Cleaning (Communal Areas),205,4,2023,2023-10-01,2023-12-31,Paid,2024-01-27,Flat,,
438,165.0,Lift Maintenance,152,4,2023,2023-10-01,2023-12-31,Pending,,Flat,,
438,165.0,Building Repairs,230,4,2023,2023-10-01,2023-12-31,Paid,2024-01-12,Flat,,
438,165.0,Management Fee,92,4,2023,2023-10-01,2023-12-31,Paid,2024-01-22,Flat,,
438,165.0,Security Systems,85,4,2023,2023-10-01,2023-12-31,Paid,2024-01-19,Flat,,
438,165.0,Electricity (Communal Areas),137,4,2023,2023-10-01,2023-12-31,Pending,,Flat,,
438,165.0,Water (Communal Areas),69,4,2023,2023-10-01,2023-12-31,Paid,2024-01-21,Flat,,
438,165.0,Sinking Fund,185,4,2023,2023-10-01,2023-12-31,Overdue,,Flat,,
438,165.0,Building Insurance,182,1,2024,2024-01-01,2024-05-30,Paid,2024-06-08,Flat,,
438,165.0,Grounds Maintenance,126,1,2024,2024-01-01,2024-05-30,Paid,2024-06-06,Flat,,
438,165.0,Cleaning (Communal Areas),199,1,2024,2024-01-01,2024-05-30,Paid,2024-05-31,Flat,,
438,165.0,Lift Maintenance,145,1,2024,2024-01-01,2024-05-30,Paid,2024-06-24,Flat,,
438,165.0,Building Repairs,234,1,2024,2024-01-01,2024-05-30,Paid,2024-06-06,Flat,,
438,165.0,Management Fee,107,1,2024,2024-01-01,2024-05-30,Paid,2024-06-05,Flat,,
438,165.0,Security Systems,76,1,2024,2024-01-01,2024-05-30,Paid,2024-06-23,Flat,,
438,165.0,Electricity (Communal Areas),105,1,2024,2024-01-01,2024-05-30,Overdue,,Flat,,
438,165.0,Water (Communal Areas),60,1,2024,2024-01-01,2024-05-30,Paid,2024-06-26,Flat,,
438,165.0,Sinking Fund,217,1,2024,2024-01-01,2024-05-30,Paid,2024-06-24,Flat,,
438,165.0,Building Insurance,189,2,2024,2024-04-01,2024-08-30,Paid,2024-09-20,Flat,,
438,165.0,Grounds Maintenance,137,2,2024,2024-04-01,2024-08-30,Pending,,Flat,,
438,165.0,Cleaning (Communal Areas),196,2,2024,2024-04-01,2024-08-30,Paid,2024-09-12,Flat,,
438,165.0,Lift Maintenance,151,2,2024,2024-04-01,2024-08-30,Paid,2024-09-23,Flat,,
438,165.0,Building Repairs,284,2,2024,2024-04-01,2024-08-30,Paid,2024-09-10,Flat,,
438,165.0,Management Fee,88,2,2024,2024-04-01,2024-08-30,Paid,2024-09-28,Flat,,
438,165.0,Security Systems,69,2,2024,2024-04-01,2024-08-30,Paid,2024-09-16,Flat,,
438,165.0,Electricity (Communal Areas),128,2,2024,2024-04-01,2024-08-30,Paid,2024-09-12,Flat,,
438,165.0,Water (Communal Areas),69,2,2024,2024-04-01,2024-08-30,Overdue,,Flat,,
438,165.0,Sinking Fund,218,2,2024,2024-04-01,2024-08-30,Pending,,Flat,,
438,165.0,Building Insurance,213,3,2024,2024-07-01,2024-11-30,Paid,2024-12-23,Flat,,
438,165.0,Grounds Maintenance,126,3,2024,2024-07-01,2024-11-30,Paid,2024-12-11,Flat,,
438,165.0,Cleaning (Communal Areas),170,3,2024,2024-07-01,2024-11-30,Paid,2024-12-11,Flat,,
438,165.0,Lift Maintenance,132,3,2024,2024-07-01,2024-11-30,Paid,2024-12-03,Flat,,
438,165.0,Building Repairs,275,3,2024,2024-07-01,2024-11-30,Paid,2024-12-08,Flat,,
438,165.0,Management Fee,106,3,2024,2024-07-01,2024-11-30,Paid,2024-12-03,Flat,,
438,165.0,Security Systems,91,3,2024,2024-07-01,2024-11-30,Paid,2024-12-20,Flat,,
438,165.0,Electricity (Communal Areas),113,3,2024,2024-07-01,2024-11-30,Paid,2024-12-21,Flat,,
438,165.0,Water (Communal Areas),61,3,2024,2024-07-01,2024-11-30,Paid,2024-12-12,Flat,,
438,165.0,Sinking Fund,216,3,2024,2024-07-01,2024-11-30,Paid,2024-12-23,Flat,,
438,165.0,Building Insurance,172,4,2024,2024-10-01,2024-12-31,Paid,2025-01-04,Flat,,
438,165.0,Grounds Maintenance,126,4,2024,2024-10-01,2024-12-31,Paid,2025-01-12,Flat,,
438,165.0,Cleaning (Communal Areas),155,4,2024,2024-10-01,2024-12-31,Paid,2025-01-10,Flat,,
438,165.0,Lift Maintenance,160,4,2024,2024-10-01,2024-12-31,Paid,2025-01-04,Flat,,
438,165.0,Building Repairs,244,4,2024,2024-10-01,2024-12-31,Overdue,,Flat,,
438,165.0,Management Fee,100,4,2024,2024-10-01,2024-12-31,Paid,2025-01-02,Flat,,
438,165.0,Security Systems,84,4,2024,2024-10-01,2024-12-31,Paid,2025-01-02,Flat,,
438,165.0,Electricity (Communal Areas),125,4,2024,2024-10-01,2024-12-31,Paid,2025-01-08,Flat,,
438,165.0,Water (Communal Areas),67,4,2024,2024-10-01,2024-12-31,Paid,2025-01-19,Flat,,
438,165.0,Sinking Fund,199,4,2024,2024-10-01,2024-12-31,Paid,2025-01-07,Flat,,
438,165.0,Building Insurance,188,1,2025,2025-01-01,2025-05-30,Paid,2025-06-10,Flat,,
438,165.0,Grounds Maintenance,117,1,2025,2025-01-01,2025-05-30,Pending,,Flat,,
438,165.0,Cleaning (Communal Areas),162,1,2025,2025-01-01,2025-05-30,Paid,2025-06-17,Flat,,
438,165.0,Lift Maintenance,134,1,2025,2025-01-01,2025-05-30,Paid,2025-06-10,Flat,,
438,165.0,Building Repairs,283,1,2025,2025-01-01,2025-05-30,Pending,,Flat,,
438,165.0,Management Fee,96,1,2025,2025-01-01,2025-05-30,Paid,2025-06-04,Flat,,
438,165.0,Security Systems,69,1,2025,2025-01-01,2025-05-30,Paid,2025-06-21,Flat,,
438,165.0,Electricity (Communal Areas),105,1,2025,2025-01-01,2025-05-30,Paid,2025-06-04,Flat,,
438,165.0,Water (Communal Areas),59,1,2025,2025-01-01,2025-05-30,Paid,2025-06-18,Flat,,
438,165.0,Sinking Fund,196,1,2025,2025-01-01,2025-05-30,Paid,2025-06-15,Flat,,
439,99.0,Building Insurance,178,2,2023,2023-04-01,2023-08-30,Pending,,House,,
439,99.0,Grounds Maintenance,116,2,2023,2023-04-01,2023-08-30,Paid,2023-09-10,House,,
439,99.0,Sinking Fund,191,2,2023,2023-04-01,2023-08-30,Paid,2023-09-24,House,,
439,99.0,Building Insurance,197,3,2023,2023-07-01,2023-11-30,Pending,,House,,
439,99.0,Grounds Maintenance,128,3,2023,2023-07-01,2023-11-30,Paid,2023-12-22,House,,
439,99.0,Sinking Fund,206,3,2023,2023-07-01,2023-11-30,Pending,,House,,
439,99.0,Building Insurance,229,4,2023,2023-10-01,2023-12-31,Paid,2024-01-03,House,,
439,99.0,Grounds Maintenance,105,4,2023,2023-10-01,2023-12-31,Paid,2024-01-12,House,,
439,99.0,Sinking Fund,182,4,2023,2023-10-01,2023-12-31,Paid,2024-01-20,House,,
439,99.0,Building Insurance,219,1,2024,2024-01-01,2024-05-30,Disputed,,House,,
439,99.0,Grounds Maintenance,122,1,2024,2024-01-01,2024-05-30,Paid,2024-06-28,House,,
439,99.0,Sinking Fund,204,1,2024,2024-01-01,2024-05-30,Paid,2024-06-15,House,,
439,99.0,Building Insurance,208,2,2024,2024-04-01,2024-08-30,Paid,2024-09-21,House,,
439,99.0,Grounds Maintenance,129,2,2024,2024-04-01,2024-08-30,Paid,2024-09-14,House,,
439,99.0,Sinking Fund,190,2,2024,2024-04-01,2024-08-30,Paid,2024-09-20,House,,
439,99.0,Building Insurance,197,3,2024,2024-07-01,2024-11-30,Paid,2024-12-12,House,,
439,99.0,Grounds Maintenance,137,3,2024,2024-07-01,2024-11-30,Paid,2024-12-25,House,,
439,99.0,Sinking Fund,222,3,2024,2024-07-01,2024-11-30,Paid,2024-12-24,House,,
439,99.0,Building Insurance,193,4,2024,2024-10-01,2024-12-31,Pending,,House,,
439,99.0,Grounds Maintenance,119,4,2024,2024-10-01,2024-12-31,Disputed,,House,,
439,99.0,Sinking Fund,221,4,2024,2024-10-01,2024-12-31,Paid,2025-01-09,House,,
439,99.0,Building Insurance,199,1,2025,2025-01-01,2025-05-30,Paid,2025-06-21,House,,
439,99.0,Grounds Maintenance,122,1,2025,2025-01-01,2025-05-30,Paid,2025-06-20,House,,
439,99.0,Sinking Fund,173,1,2025,2025-01-01,2025-05-30,Paid,2025-06-29,House,,
440,228.0,Sinking Fund,175,2,2023,2023-04-01,2023-08-30,Paid,2023-09-06,House,,
440,228.0,Grounds Maintenance,134,2,2023,2023-04-01,2023-08-30,Paid,2023-09-13,House,,
440,228.0,Management Fee,106,2,2023,2023-04-01,2023-08-30,Paid,2023-09-17,House,,
440,228.0,Sinking Fund,189,3,2023,2023-07-01,2023-11-30,Paid,2023-12-13,House,,
440,228.0,Grounds Maintenance,118,3,2023,2023-07-01,2023-11-30,Paid,2023-12-28,House,,
440,228.0,Management Fee,85,3,2023,2023-07-01,2023-11-30,Overdue,,House,,
440,228.0,Sinking Fund,221,4,2023,2023-10-01,2023-12-31,Paid,2024-01-01,House,,
440,228.0,Grounds Maintenance,128,4,2023,2023-10-01,2023-12-31,Paid,2024-01-01,House,,
440,228.0,Management Fee,92,4,2023,2023-10-01,2023-12-31,Paid,2024-01-04,House,,
440,228.0,Sinking Fund,224,1,2024,2024-01-01,2024-05-30,Paid,2024-05-31,House,,
440,228.0,Grounds Maintenance,114,1,2024,2024-01-01,2024-05-30,Paid,2024-06-01,House,,
440,228.0,Management Fee,93,1,2024,2024-01-01,2024-05-30,Paid,2024-06-27,House,,
440,228.0,Sinking Fund,197,2,2024,2024-04-01,2024-08-30,Paid,2024-09-28,House,,
440,228.0,Grounds Maintenance,107,2,2024,2024-04-01,2024-08-30,Paid,2024-09-23,House,,
440,228.0,Management Fee,90,2,2024,2024-04-01,2024-08-30,Paid,2024-09-07,House,,
440,228.0,Sinking Fund,192,3,2024,2024-07-01,2024-11-30,Paid,2024-12-28,House,,
440,228.0,Grounds Maintenance,121,3,2024,2024-07-01,2024-11-30,Paid,2024-12-05,House,,
440,228.0,Management Fee,104,3,2024,2024-07-01,2024-11-30,Paid,2024-12-25,House,,
