compliance_id,propertyid,compliance_type,last_inspection_date,next_due_date,days_until_due,status,risk_level,responsible_person,regulatory_body,certificate_reference,notes,remedial_actions_required,property_type,is_higher_risk,property_age_years,blockid,estateid,patchid
4747,472,Smoke/Heat Detector Test,2024-11-12,2025-11-07,193,Compliant,Medium,Chloe Kirk,Health and Safety Executive,SMO-zy475DR-2024,Fully compliant with current regulations.,,House,False,,,,8.0
4748,472,Water Risk Assessment,2024-01-04,2025-12-24,240,Compliant,Low,Charlene Hall,Housing Ombudsman,WAT-sY993aa-2024,,,House,False,,,,8.0
4749,473,Gas Safety Certificate,2025-02-11,2026-02-06,284,Compliant,Low,Mrs Janet Oliver,Fire and Rescue Authority,GAS-jT869Sf-2025,,,Flat,False,,,,3.0
4750,473,Electrical Installation Condition Report,2024-06-12,2029-05-17,1480,Compliant,High,Thomas Donnelly,Regulator of Social Housing,ELE-tt710wn-2024,,,Flat,False,,,,3.0
4751,473,Lift Inspection,2024-12-29,2025-06-27,60,Compliant,Medium,Laura Barrett,Housing Ombudsman,LIF-yg528rl-2024,,,Flat,False,,,,3.0
4752,473,Emergency Lighting Test,2024-05-18,2025-05-13,15,Due Soon,Medium,Steven Bartlett-Johnson,Regulator of Social Housing,EME-DA160qy-2024,,,Flat,False,,,,3.0
4753,473,Fire Alarm System Test,2025-02-05,2025-08-04,98,Compliant,Medium,Dr Tracy Scott,Regulator of Social Housing,FIR-Sc960jQ-2025,,,Flat,False,,,,3.0
4754,473,Fire Extinguisher Inspection,2025-02-02,2026-01-28,275,Compliant,Low,Dr Carl Jenkins,Building Safety Regulator,FIR-cj179ro-2025,,,Flat,False,,,,3.0
4755,473,Smoke/Heat Detector Test,2024-12-17,2025-12-12,228,Compliant,High,Amelia Allen-Hill,Local Authority Building Control,SMO-AZ060cs-2024,No issues found.,,Flat,False,,,,3.0
4756,473,Water Risk Assessment,2024-09-24,2026-09-14,504,Compliant,Low,Paula Sanders,Health and Safety Executive,WAT-wn366hL-2024,,,Flat,False,,,,3.0
4757,474,Fire Risk Assessment,2025-03-12,2026-03-07,313,Compliant,High,Charlotte Dale,Local Authority Building Control,FIR-Jv562Gd-2025,,,House,False,,,,4.0
4758,474,Gas Safety Certificate,2025-01-01,2025-12-27,243,Compliant,Critical,Stacey Hayes,Building Safety Regulator,GAS-KD407ec-2025,,,House,False,,,,4.0
4759,474,Electrical Installation Condition Report,2020-12-06,2025-11-10,196,Compliant,Medium,Michelle Gray,Building Safety Regulator,ELE-ne817WH-2020,,,House,False,,,,4.0
4760,474,Asbestos Survey,2024-04-08,2026-03-29,335,Compliant,Medium,Nigel Hicks,Health and Safety Executive,ASB-dd687Ok-2024,,,House,False,,,,4.0
4761,474,Legionella Risk Assessment,2025-01-28,2027-01-18,630,Compliant,Medium,Lucy Heath,Building Safety Regulator,LEG-ZB392gS-2025,,,House,False,,,,4.0
4762,474,Emergency Lighting Test,2024-08-05,2025-07-31,94,Compliant,High,Gregory Lewis,Regulator of Social Housing,EME-Ut678dz-2024,,,House,False,,,,4.0
4763,474,Fire Alarm System Test,2024-11-29,2025-05-28,30,Compliant,Low,Jason Hobbs,Housing Ombudsman,FIR-yi808Yy-2024,Routine inspection completed successfully.,,House,False,,,,4.0
4764,474,Fire Extinguisher Inspection,2025-04-05,2026-03-31,337,Compliant,Low,Callum Watkins,Building Safety Regulator,FIR-lc639SH-2025,,,House,False,,,,4.0
4765,474,Smoke/Heat Detector Test,2024-07-07,2025-07-02,65,Compliant,Medium,Damien Kelly-Lambert,Local Authority Building Control,SMO-pb813av-2024,Routine inspection completed successfully.,,House,False,,,,4.0
4766,474,Water Risk Assessment,2024-02-02,2026-01-22,269,Compliant,Low,Nigel Singh,Health and Safety Executive,WAT-Tc337yL-2024,No issues found.,,House,False,,,,4.0
4767,475,Fire Risk Assessment,2024-05-05,2025-04-30,2,Due Soon,Critical,Mr Dylan Robinson,Regulator of Social Housing,FIR-CD746kI-2024,,,House,False,,,,3.0
4768,475,Gas Safety Certificate,2024-08-10,2025-08-05,99,Compliant,Medium,Alexandra Anderson,Regulator of Social Housing,GAS-Jp608ZB-2024,,,House,False,,,,3.0
4769,475,Electrical Installation Condition Report,2024-05-24,2029-04-28,1461,Compliant,Low,Colin Hughes,Housing Ombudsman,ELE-pr723uB-2024,,,House,False,,,,3.0
4770,475,Asbestos Survey,2023-06-24,2025-06-13,46,Compliant,Low,Andrew Bibi,Regulator of Social Housing,ASB-RY501ZG-2023,Routine inspection completed successfully.,,House,False,,,,3.0
4771,475,Legionella Risk Assessment,2025-04-24,2027-04-14,716,Compliant,High,Scott Hawkins-Patel,Health and Safety Executive,LEG-xN525cx-2025,,,House,False,,,,3.0
4772,475,Emergency Lighting Test,2024-12-14,2025-12-09,225,Compliant,High,Pamela Hill,Building Safety Regulator,EME-uK021cB-2024,,,House,False,,,,3.0
4773,475,Fire Alarm System Test,2025-02-03,2025-08-02,96,Compliant,Low,Fiona Howe,Local Authority Building Control,FIR-cW215Lc-2025,,,House,False,,,,3.0
4774,475,Fire Extinguisher Inspection,2024-08-24,2025-08-19,113,Compliant,High,Mrs Sian Ingram,Housing Ombudsman,FIR-hh748Iv-2024,,,House,False,,,,3.0
4775,475,Smoke/Heat Detector Test,2025-03-27,2026-03-22,328,Compliant,Low,Frederick Harrison,Fire and Rescue Authority,SMO-jQ202QH-2025,,,House,False,,,,3.0
4776,475,Water Risk Assessment,2023-10-24,2025-10-13,168,Compliant,Medium,Hayley Martin,Fire and Rescue Authority,WAT-Ed065if-2023,,,House,False,,,,3.0
4777,476,Fire Risk Assessment,2024-09-07,2025-09-02,127,Compliant,High,Scott King,Building Safety Regulator,FIR-iZ483Pp-2024,,,Block of Flats,True,,,,8.0
4778,476,Gas Safety Certificate,2025-01-26,2026-01-21,268,Compliant,High,Phillip Hill,Building Safety Regulator,GAS-ZJ693RU-2025,Routine inspection completed successfully.,,Block of Flats,True,,,,8.0
4779,476,Electrical Installation Condition Report,2024-11-03,2029-10-08,1624,Compliant,Critical,Jenna Conway-Nicholls,Housing Ombudsman,ELE-ei959xW-2024,,,Block of Flats,True,,,,8.0
4780,476,Asbestos Survey,2024-09-21,2026-09-11,501,Compliant,Medium,Dr Gareth Gibbs,Housing Ombudsman,ASB-SX860qd-2024,,,Block of Flats,True,,,,8.0
4781,476,Legionella Risk Assessment,2024-07-25,2026-07-15,443,Compliant,High,Ms Beverley Archer,Building Safety Regulator,LEG-nT671Vd-2024,,,Block of Flats,True,,,,8.0
4782,476,Emergency Lighting Test,2024-09-09,2025-09-04,129,Compliant,Medium,Dr Stephen Morley,Health and Safety Executive,EME-nx335Li-2024,,,Block of Flats,True,,,,8.0
4783,476,Fire Extinguisher Inspection,2025-02-18,2026-02-13,291,Compliant,Critical,Ben Harrison,Housing Ombudsman,FIR-Lv579HV-2025,,,Block of Flats,True,,,,8.0
4784,476,Smoke/Heat Detector Test,2025-04-27,2026-04-22,359,Compliant,Medium,Phillip Bell-Watson,Housing Ombudsman,SMO-Dw714bX-2025,,,Block of Flats,True,,,,8.0
4785,476,Water Risk Assessment,2025-03-27,2027-03-17,688,Compliant,Medium,Gerald Taylor,Housing Ombudsman,WAT-XG326NQ-2025,,,Block of Flats,True,,,,8.0
4786,477,Fire Risk Assessment,2024-06-24,2025-06-19,52,Compliant,Low,Dr Timothy Lawrence,Fire and Rescue Authority,FIR-kM613dY-2024,,,Flat,False,,,,1.0
4787,477,Gas Safety Certificate,2024-08-26,2025-08-21,115,Compliant,High,Miss Mandy Conway,Building Safety Regulator,GAS-Pw078Nk-2024,,,Flat,False,,,,1.0
4788,477,Electrical Installation Condition Report,2024-12-06,2029-11-10,1657,Compliant,Medium,Mark James,Building Safety Regulator,ELE-qr499rR-2024,,,Flat,False,,,,1.0
4789,477,Asbestos Survey,2024-05-04,2026-04-24,361,Compliant,High,Alex Hughes,Health and Safety Executive,ASB-GH682zP-2024,,,Flat,False,,,,1.0
4790,477,Legionella Risk Assessment,2024-02-25,2026-02-14,292,Compliant,Low,Mrs Lucy Cooper,Fire and Rescue Authority,LEG-xA938cL-2024,,,Flat,False,,,,1.0
4791,477,Lift Inspection,2025-04-02,2025-09-29,154,Compliant,Critical,Shannon McCarthy-Gilbert,Local Authority Building Control,LIF-rU509Av-2025,,,Flat,False,,,,1.0
4792,477,Emergency Lighting Test,2024-12-26,2025-12-21,237,Compliant,Critical,Richard Edwards-Lambert,Local Authority Building Control,EME-Il381Uj-2024,,,Flat,False,,,,1.0
4793,477,Fire Alarm System Test,2024-11-13,2025-05-12,14,Due Soon,Low,Amy Lowe,Building Safety Regulator,FIR-gV326Wc-2024,Follow-up required before expiry.,,Flat,False,,,,1.0
4794,477,Fire Extinguisher Inspection,2024-10-30,2025-10-25,180,Compliant,Low,Tina Spencer,Health and Safety Executive,FIR-zV881Ki-2024,,,Flat,False,,,,1.0
4795,477,Smoke/Heat Detector Test,2025-01-11,2026-01-06,253,Compliant,Medium,James Hunt,Health and Safety Executive,SMO-ok713BG-2025,,,Flat,False,,,,1.0
4796,477,Water Risk Assessment,2023-12-16,2025-12-05,221,Compliant,Medium,Mr Sam Herbert,Health and Safety Executive,WAT-du967oG-2023,,,Flat,False,,,,1.0
4797,478,Fire Risk Assessment,2024-11-27,2025-11-22,208,Compliant,Low,Anna Harris,Housing Ombudsman,FIR-ad565Qb-2024,,,Block of Flats,False,,,,8.0
4798,478,Gas Safety Certificate,2024-09-19,2025-09-14,139,Compliant,Low,Kimberley Baker,Fire and Rescue Authority,GAS-rv731eX-2024,No issues found.,,Block of Flats,False,,,,8.0
4799,478,Electrical Installation Condition Report,2024-05-15,2029-04-19,1452,Compliant,High,Jayne Bull-Ward,Fire and Rescue Authority,ELE-FU624cr-2024,All systems functioning correctly.,,Block of Flats,False,,,,8.0
4800,478,Asbestos Survey,2023-10-23,2025-10-12,167,Compliant,Medium,Dr Leslie Davies,Housing Ombudsman,ASB-QB914uT-2023,Routine inspection completed successfully.,,Block of Flats,False,,,,8.0
4801,478,Legionella Risk Assessment,2024-03-25,2026-03-15,321,Compliant,Medium,Dr Jade Jones,Regulator of Social Housing,LEG-RT296US-2024,,,Block of Flats,False,,,,8.0
4802,478,Emergency Lighting Test,2024-08-15,2025-08-10,104,Compliant,Low,Mr Duncan Collins,Regulator of Social Housing,EME-lT568ZY-2024,,,Block of Flats,False,,,,8.0
4803,478,Fire Alarm System Test,2025-04-19,2025-10-16,171,Compliant,Medium,Dr Adrian Brennan,Health and Safety Executive,FIR-NX189OD-2025,,,Block of Flats,False,,,,8.0
4804,478,Fire Extinguisher Inspection,2025-02-02,2026-01-28,275,Compliant,High,Suzanne Gill,Housing Ombudsman,FIR-mh769MU-2025,,,Block of Flats,False,,,,8.0
4805,478,Smoke/Heat Detector Test,2025-02-02,2026-01-28,275,Compliant,Low,Claire Moss,Local Authority Building Control,SMO-WQ486hR-2025,,,Block of Flats,False,,,,8.0
4806,478,Water Risk Assessment,2024-04-03,2026-03-24,330,Compliant,Medium,Antony Reid,Fire and Rescue Authority,WAT-zW953aS-2024,Minor recommendations noted for future reference.,,Block of Flats,False,,,,8.0
4807,479,Fire Risk Assessment,2024-07-23,2025-07-18,81,Compliant,High,Alice Cooper,Building Safety Regulator,FIR-IX178ZK-2024,,,Flat,False,,,,1.0
4808,479,Gas Safety Certificate,2025-01-23,2026-01-18,265,Compliant,High,Mrs Susan Hughes,Housing Ombudsman,GAS-Hl627TF-2025,,,Flat,False,,,,1.0
4809,479,Electrical Installation Condition Report,2023-12-17,2028-11-20,1302,Compliant,Low,Julie Mason,Building Safety Regulator,ELE-Vk940vs-2023,,,Flat,False,,,,1.0
4810,479,Asbestos Survey,2025-02-06,2027-01-27,639,Compliant,Low,Elliot Anderson,Health and Safety Executive,ASB-OR284pK-2025,,,Flat,False,,,,1.0
4811,479,Legionella Risk Assessment,2024-09-13,2026-09-03,493,Compliant,Low,Dr Janet Evans,Regulator of Social Housing,LEG-Ac266De-2024,,,Flat,False,,,,1.0
4812,479,Lift Inspection,2024-11-17,2025-05-16,18,Due Soon,High,June Harrison,Building Safety Regulator,LIF-BN810GU-2024,Follow-up required before expiry.,Notify tenants of upcoming mandatory access requirements.,Flat,False,,,,1.0
4813,479,Emergency Lighting Test,2024-09-09,2025-09-04,129,Compliant,High,Nicola Jones,Regulator of Social Housing,EME-wZ378He-2024,,,Flat,False,,,,1.0
4814,479,Fire Alarm System Test,2025-02-01,2025-07-31,94,Compliant,Low,Dr Shaun Cooper,Regulator of Social Housing,FIR-Ym655mf-2025,,,Flat,False,,,,1.0
4815,479,Fire Extinguisher Inspection,2024-09-04,2025-08-30,124,Compliant,Critical,Mohammed Jones,Regulator of Social Housing,FIR-IX032Gi-2024,,,Flat,False,,,,1.0
4816,479,Smoke/Heat Detector Test,2024-09-11,2025-09-06,131,Compliant,Medium,Jason Thomas-Dawson,Health and Safety Executive,SMO-DM001In-2024,,,Flat,False,,,,1.0
4817,479,Water Risk Assessment,2024-11-23,2026-11-13,564,Compliant,Low,Dr Joanna Gould,Fire and Rescue Authority,WAT-Oa194jC-2024,,,Flat,False,,,,1.0
4818,480,Fire Risk Assessment,2024-05-05,2025-04-30,2,Due Soon,Medium,Shane Allan,Housing Ombudsman,FIR-tn715zJ-2024,,,House,False,,,,4.0
4819,480,Gas Safety Certificate,2024-11-29,2025-11-24,210,Compliant,Medium,Neil Chambers,Housing Ombudsman,GAS-qI769OJ-2024,,,House,False,,,,4.0
4820,480,Electrical Installation Condition Report,2022-01-19,2026-12-24,605,Compliant,Low,Sheila Ferguson,Fire and Rescue Authority,ELE-su742Eg-2022,,,House,False,,,,4.0
4821,480,Asbestos Survey,2024-03-24,2026-03-14,320,Compliant,Low,Mr Damien Rees,Fire and Rescue Authority,ASB-CV611Eh-2024,,,House,False,,,,4.0
4822,480,Emergency Lighting Test,2024-05-20,2025-05-15,17,Due Soon,Low,Leonard Fisher,Fire and Rescue Authority,EME-cO585TE-2024,,,House,False,,,,4.0
4823,480,Fire Alarm System Test,2025-03-14,2025-09-10,135,Compliant,Low,Karl Clarke,Health and Safety Executive,FIR-AJ740jR-2025,,,House,False,,,,4.0
4824,480,Fire Extinguisher Inspection,2024-11-10,2025-11-05,191,Compliant,Medium,Holly Ali,Building Safety Regulator,FIR-AX773Xq-2024,,,House,False,,,,4.0
4825,480,Smoke/Heat Detector Test,2024-09-24,2025-09-19,144,Compliant,Low,Justin Stephens-Lewis,Local Authority Building Control,SMO-ks114Mb-2024,,,House,False,,,,4.0
4826,480,Water Risk Assessment,2023-08-30,2025-08-19,113,Compliant,Low,Edward Webster-Roberts,Fire and Rescue Authority,WAT-lf571Ec-2023,,,House,False,,,,4.0
4827,481,Fire Risk Assessment,2024-09-29,2025-09-24,149,Compliant,Low,Mr Gerard Mitchell,Fire and Rescue Authority,FIR-mS290Mp-2024,,,Block of Flats,False,,,,4.0
4828,481,Gas Safety Certificate,2025-04-04,2026-03-30,336,Compliant,Critical,Sandra Roberts,Local Authority Building Control,GAS-rL599Gz-2025,,,Block of Flats,False,,,,4.0
4829,481,Asbestos Survey,2024-08-13,2026-08-03,462,Compliant,High,Jane Dawson,Building Safety Regulator,ASB-rf229TT-2024,All systems functioning correctly.,,Block of Flats,False,,,,4.0
4830,481,Legionella Risk Assessment,2023-07-29,2025-07-18,81,Overdue,Medium,Jade West-Lewis,Housing Ombudsman,LEG-iJ572BA-2023,Multiple attempts to schedule inspection.,Schedule inspection immediately.,Block of Flats,False,,,,4.0
4831,481,Emergency Lighting Test,2025-02-28,2026-02-23,301,Compliant,Low,Henry Adams-Lawson,Local Authority Building Control,EME-qy055jY-2025,,,Block of Flats,False,,,,4.0
4832,481,Fire Alarm System Test,2025-02-04,2025-08-03,97,Compliant,High,Beverley Wilkinson,Health and Safety Executive,FIR-wS451Dx-2025,Minor recommendations noted for future reference.,,Block of Flats,False,,,,4.0
4833,481,Fire Extinguisher Inspection,2024-09-05,2025-08-31,125,Compliant,Medium,Miss Chloe Potter,Building Safety Regulator,FIR-IU581gB-2024,,,Block of Flats,False,,,,4.0
4834,481,Smoke/Heat Detector Test,2024-09-04,2025-08-30,124,Compliant,Medium,Carl Turner-Watson,Housing Ombudsman,SMO-RA881Km-2024,,,Block of Flats,False,,,,4.0
4835,481,Water Risk Assessment,2024-11-05,2026-10-26,546,Compliant,Critical,Raymond Lee,Housing Ombudsman,WAT-qj150xY-2024,,,Block of Flats,False,,,,4.0
4836,482,Fire Risk Assessment,2024-11-04,2025-10-30,185,Compliant,Low,Martyn Field,Regulator of Social Housing,FIR-qo679aT-2024,,,Flat,False,,,,6.0
4837,482,Gas Safety Certificate,2024-06-09,2025-06-04,37,Compliant,Low,Mr Dean Walker,Housing Ombudsman,GAS-Bs166AG-2024,,,Flat,False,,,,6.0
4838,482,Electrical Installation Condition Report,2025-03-21,2030-02-23,1762,Compliant,High,Anna Burgess-Kemp,Housing Ombudsman,ELE-JT061OK-2025,,,Flat,False,,,,6.0
4839,482,Asbestos Survey,2023-06-20,2025-06-09,42,Compliant,Low,Melanie Lyons-Cole,Local Authority Building Control,ASB-fu409aI-2023,,,Flat,False,,,,6.0
4840,482,Legionella Risk Assessment,2023-06-14,2025-06-03,36,Compliant,Medium,Dr Kathleen Miles,Regulator of Social Housing,LEG-VZ281rA-2023,,,Flat,False,,,,6.0
4841,482,Lift Inspection,2025-01-18,2025-07-17,80,Compliant,High,Ryan Cole,Health and Safety Executive,LIF-ji985Jk-2025,,,Flat,False,,,,6.0
4842,482,Emergency Lighting Test,2025-03-12,2026-03-07,313,Compliant,High,Donna James,Fire and Rescue Authority,EME-Yg623xs-2025,,,Flat,False,,,,6.0
4843,482,Fire Alarm System Test,2025-04-13,2025-10-10,165,Compliant,Low,Miss Elizabeth Anderson,Health and Safety Executive,FIR-mF199cV-2025,,,Flat,False,,,,6.0
4844,482,Fire Extinguisher Inspection,2024-10-13,2025-10-08,163,Compliant,Medium,Henry Davis,Fire and Rescue Authority,FIR-gx516pU-2024,,,Flat,False,,,,6.0
4845,482,Water Risk Assessment,2024-06-25,2026-06-15,413,Compliant,Medium,Ms Nicole Hicks,Local Authority Building Control,WAT-XI937eR-2024,,,Flat,False,,,,6.0
4846,483,Fire Risk Assessment,2025-01-30,2026-01-25,272,Compliant,High,Mrs Susan Doherty,Health and Safety Executive,FIR-FF488cu-2025,,,Flat,False,,,,5.0
4847,483,Gas Safety Certificate,2024-12-03,2025-11-28,214,Due Soon,Low,Ms Lisa Wilkins,Housing Ombudsman,GAS-vO870Hg-2024,Follow-up required before expiry.,Notify tenants of upcoming mandatory access requirements.,Flat,False,,,,5.0
4848,483,Electrical Installation Condition Report,2024-07-08,2029-06-12,1506,Compliant,High,Clare Watson,Local Authority Building Control,ELE-Px217ET-2024,,,Flat,False,,,,5.0
4849,483,Asbestos Survey,2025-03-20,2027-03-10,681,Compliant,Medium,Brian Mills-Elliott,Regulator of Social Housing,ASB-Ta144dZ-2025,Minor recommendations noted for future reference.,,Flat,False,,,,5.0
4850,483,Legionella Risk Assessment,2025-02-25,2027-02-15,658,Compliant,Medium,Mr Clifford Ellis,Fire and Rescue Authority,LEG-Qo768cR-2025,,,Flat,False,,,,5.0
4851,483,Lift Inspection,2025-04-06,2025-10-03,158,Overdue,Critical,Jay Clark,Local Authority Building Control,LIF-eZ209Nw-2025,,Review previous inspection reports for recurring issues.,Flat,False,,,,5.0
4852,483,Emergency Lighting Test,2024-07-19,2025-07-14,77,Compliant,Low,Ian Hodgson,Health and Safety Executive,EME-JI061kG-2024,,,Flat,False,,,,5.0
4853,483,Fire Alarm System Test,2025-02-10,2025-08-09,103,Compliant,Low,Ms Danielle McCarthy,Regulator of Social Housing,FIR-eN412Sc-2025,,,Flat,False,,,,5.0
4854,483,Fire Extinguisher Inspection,2024-10-23,2025-10-18,173,Compliant,Medium,Denise Ashton,Local Authority Building Control,FIR-rk294Og-2024,,,Flat,False,,,,5.0
4855,483,Smoke/Heat Detector Test,2024-05-09,2025-05-04,6,Compliant,Medium,Dr Kimberley Jackson,Housing Ombudsman,SMO-EL635Vq-2024,,,Flat,False,,,,5.0
4856,483,Water Risk Assessment,2024-12-18,2026-12-08,589,Compliant,Low,Conor Pugh,Health and Safety Executive,WAT-mI820Yt-2024,,,Flat,False,,,,5.0
4857,484,Fire Risk Assessment,2025-01-14,2026-01-09,256,Compliant,High,Dr Bradley Oliver,Local Authority Building Control,FIR-Vk948MR-2025,Routine inspection completed successfully.,,Flat,False,,,,6.0
4858,484,Gas Safety Certificate,2025-04-11,2026-04-06,343,Compliant,Low,Maureen Davey,Housing Ombudsman,GAS-it777In-2025,Fully compliant with current regulations.,,Flat,False,,,,6.0
4859,484,Electrical Installation Condition Report,2024-07-06,2029-06-10,1504,Compliant,High,Dr Gerard Nicholls,Building Safety Regulator,ELE-kf964uD-2024,,,Flat,False,,,,6.0
4860,484,Asbestos Survey,2023-09-20,2025-09-09,134,Compliant,Low,David Evans-Griffin,Housing Ombudsman,ASB-OC044nL-2023,All systems functioning correctly.,,Flat,False,,,,6.0
4861,484,Legionella Risk Assessment,2024-06-04,2026-05-25,392,Compliant,Low,Brett Begum,Housing Ombudsman,LEG-rn324gd-2024,,,Flat,False,,,,6.0
4862,484,Lift Inspection,2025-03-21,2025-09-17,142,Compliant,Low,Clare Todd,Building Safety Regulator,LIF-ZM473ne-2025,,,Flat,False,,,,6.0
4863,484,Emergency Lighting Test,2024-11-26,2025-11-21,207,Compliant,Medium,Bernard Chapman,Regulator of Social Housing,EME-uq767lB-2024,,,Flat,False,,,,6.0
4864,484,Fire Alarm System Test,2025-04-07,2025-10-04,159,Compliant,Critical,Charles Booth,Regulator of Social Housing,FIR-Ai085mT-2025,,,Flat,False,,,,6.0
4865,484,Fire Extinguisher Inspection,2024-08-12,2025-08-07,101,Compliant,Medium,Jodie Powell,Building Safety Regulator,FIR-Zz500UP-2024,,,Flat,False,,,,6.0
4866,484,Smoke/Heat Detector Test,2025-03-02,2026-02-25,303,Compliant,High,Mr Trevor Jackson,Local Authority Building Control,SMO-hY367ge-2025,,,Flat,False,,,,6.0
4867,485,Fire Risk Assessment,2024-12-15,2025-12-10,226,Compliant,Low,Abbie Black-Burton,Building Safety Regulator,FIR-RR496hP-2024,Minor recommendations noted for future reference.,,House,False,,,,5.0
4868,485,Gas Safety Certificate,2024-08-28,2025-08-23,117,Compliant,High,Dr Harry Jones,Fire and Rescue Authority,GAS-tU364TE-2024,Minor recommendations noted for future reference.,,House,False,,,,5.0
4869,485,Electrical Installation Condition Report,2025-02-09,2030-01-14,1722,Compliant,High,Richard Lambert,Regulator of Social Housing,ELE-Hz644Bp-2025,,,House,False,,,,5.0
4870,485,Asbestos Survey,2025-01-12,2027-01-02,614,Compliant,High,Nicola Simmons,Local Authority Building Control,ASB-pq811Lb-2025,,,House,False,,,,5.0
4871,485,Legionella Risk Assessment,2025-02-09,2027-01-30,642,Critical Overdue,Medium,Mrs Hannah Wright,Regulator of Social Housing,LEG-BC137zV-2025,Urgent action required - escalated to director level.,Review previous inspection reports for recurring issues.,House,False,,,,5.0
4872,485,Emergency Lighting Test,2024-09-15,2025-09-10,135,Compliant,Medium,Tina Foster,Health and Safety Executive,EME-RQ273HN-2024,,,House,False,,,,5.0
4873,485,Fire Alarm System Test,2025-01-21,2025-07-20,83,Compliant,Medium,Mr Nigel Allen,Local Authority Building Control,FIR-nr838QF-2025,Minor recommendations noted for future reference.,,House,False,,,,5.0
4874,485,Fire Extinguisher Inspection,2024-11-03,2025-10-29,184,Compliant,Low,Georgia Webb,Fire and Rescue Authority,FIR-MG095Pz-2024,,,House,False,,,,5.0
4875,485,Smoke/Heat Detector Test,2024-10-07,2025-10-02,157,Compliant,High,Paul Burgess-Harris,Housing Ombudsman,SMO-sA730sN-2024,,,House,False,,,,5.0
4876,485,Water Risk Assessment,2024-12-23,2026-12-13,594,Compliant,Critical,Scott Williams,Building Safety Regulator,WAT-MX482yS-2024,Minor recommendations noted for future reference.,,House,False,,,,5.0
4877,486,Fire Risk Assessment,2024-08-04,2025-07-30,93,Compliant,Medium,Sara Cooper,Health and Safety Executive,FIR-gM740Gf-2024,,,Flat,False,,,,6.0
4878,486,Gas Safety Certificate,2024-05-28,2025-05-23,25,Compliant,Low,Bradley Turner,Local Authority Building Control,GAS-uk654bn-2024,Routine inspection completed successfully.,,Flat,False,,,,6.0
4879,486,Electrical Installation Condition Report,2021-02-07,2026-01-12,259,Compliant,Low,Danielle Evans,Housing Ombudsman,ELE-ML392zJ-2021,,,Flat,False,,,,6.0
4880,486,Asbestos Survey,2024-07-25,2026-07-15,443,Compliant,High,Rosie Robertson,Housing Ombudsman,ASB-Mw670KU-2024,All systems functioning correctly.,,Flat,False,,,,6.0
4881,486,Legionella Risk Assessment,2025-04-23,2027-04-13,715,Compliant,Low,Dr Melissa Miller,Building Safety Regulator,LEG-jd945av-2025,Fully compliant with current regulations.,,Flat,False,,,,6.0
4882,486,Lift Inspection,2024-12-11,2025-06-09,42,Compliant,Low,Laura Wood,Local Authority Building Control,LIF-Gq741LE-2024,,,Flat,False,,,,6.0
4883,486,Emergency Lighting Test,2024-12-09,2025-12-04,220,Compliant,Low,Mr Duncan Smith,Health and Safety Executive,EME-Tw738jI-2024,,,Flat,False,,,,6.0
4884,486,Fire Alarm System Test,2025-01-11,2025-07-10,73,Compliant,High,Trevor Matthews,Local Authority Building Control,FIR-BY050kO-2025,,,Flat,False,,,,6.0
4885,486,Fire Extinguisher Inspection,2024-12-29,2025-12-24,240,Compliant,Low,Dr Stuart Evans,Housing Ombudsman,FIR-Py781al-2024,,,Flat,False,,,,6.0
4886,486,Smoke/Heat Detector Test,2025-01-18,2026-01-13,260,Compliant,High,Steven Morgan,Housing Ombudsman,SMO-fs347eL-2025,,,Flat,False,,,,6.0
4887,486,Water Risk Assessment,2024-07-30,2026-07-20,448,Compliant,Critical,Albert Smith,Local Authority Building Control,WAT-AH042cw-2024,,,Flat,False,,,,6.0
4888,487,Fire Risk Assessment,2024-09-29,2025-09-24,149,Compliant,Medium,Leon Nicholson,Fire and Rescue Authority,FIR-Qo774NB-2024,,,Flat,False,,,,3.0
4889,487,Gas Safety Certificate,2024-12-13,2025-12-08,224,Compliant,Critical,Dr Oliver Scott,Health and Safety Executive,GAS-lc406sj-2024,Minor recommendations noted for future reference.,,Flat,False,,,,3.0
4890,487,Electrical Installation Condition Report,2023-05-23,2028-04-26,1094,Compliant,Medium,Gregory Jones-Evans,Housing Ombudsman,ELE-Gd029hU-2023,,,Flat,False,,,,3.0
4891,487,Asbestos Survey,2024-04-27,2026-04-17,354,Compliant,Low,Ms Ann Bennett,Health and Safety Executive,ASB-vt302Up-2024,,,Flat,False,,,,3.0
4892,487,Legionella Risk Assessment,2024-12-20,2026-12-10,591,Compliant,High,Carole Buckley-Curtis,Fire and Rescue Authority,LEG-ql962nr-2024,,,Flat,False,,,,3.0
4893,487,Lift Inspection,2025-03-05,2025-09-01,126,Compliant,High,Mrs Bethan Davis,Health and Safety Executive,LIF-Bu581rg-2025,Fully compliant with current regulations.,,Flat,False,,,,3.0
4894,487,Emergency Lighting Test,2024-10-13,2025-10-08,163,Compliant,Low,Miss Michelle Harris,Local Authority Building Control,EME-ad619lx-2024,,,Flat,False,,,,3.0
4895,487,Fire Alarm System Test,2025-03-17,2025-09-13,138,Compliant,Medium,Ms Valerie Parsons,Regulator of Social Housing,FIR-Na706Bi-2025,Routine inspection completed successfully.,,Flat,False,,,,3.0
4896,487,Fire Extinguisher Inspection,2024-12-11,2025-12-06,222,Compliant,High,Gareth Lee,Fire and Rescue Authority,FIR-Yn273Dm-2024,,,Flat,False,,,,3.0
