propertyid,quarter,year,period_start,period_end,expected_rent_gbp,actual_rent_gbp,rent_collection_rate_percent,void_loss_gbp,service_charge_income_gbp,maintenance_cost_gbp,management_cost_gbp,net_income_gbp,estimated_property_value_gbp,quarterly_roi_percent,annualized_roi_percent,property_type,blockid,estateid
194,3,2024,2024-07-01,2024-11-30,2594,2551,98.4,0,362,522,241,2150,295005,0.73,2.92,Flat,4.0,2.0
205,3,2024,2024-07-01,2024-11-30,2381,2341,98.3,0,324,366,267,2031,204345,0.99,3.98,Flat,7.0,4.0
495,3,2024,2024-07-01,2024-11-30,2290,2199,96.0,0,403,294,199,2109,339428,0.62,2.49,Flat,,
484,3,2024,2024-07-01,2024-11-30,2032,1965,96.7,0,357,697,230,1395,207382,0.67,2.69,Flat,,
47,3,2024,2024-07-01,2024-11-30,2439,2340,95.9,0,503,462,201,2180,250438,0.87,3.48,Flat,8.0,4.0
342,3,2024,2024-07-01,2024-11-30,2576,2506,97.3,0,568,571,279,2224,286153,0.78,3.11,Flat,20.0,
155,3,2024,2024-07-01,2024-11-30,3112,2833,91.0,0,148,239,360,2382,184010,1.29,5.18,House,3.0,1.0
478,3,2024,2024-07-01,2024-11-30,2125,1923,90.5,0,0,682,215,1025,173392,0.59,2.37,Block of Flats,,
173,3,2024,2024-07-01,2024-11-30,1985,1927,97.1,0,499,522,213,1690,203185,0.83,3.33,Flat,4.0,2.0
313,3,2024,2024-07-01,2024-11-30,2737,2643,96.6,0,559,387,287,2528,320230,0.79,3.16,Flat,21.0,
279,3,2024,2024-07-01,2024-11-30,2441,2339,95.8,0,0,759,234,1346,277689,0.48,1.94,Block of Flats,18.0,
382,3,2024,2024-07-01,2024-11-30,2451,2275,92.8,0,524,486,270,2043,299207,0.68,2.73,Flat,20.0,
473,3,2024,2024-07-01,2024-11-30,2768,2560,92.5,0,503,224,232,2608,310985,0.84,3.35,Flat,,
363,3,2024,2024-07-01,2024-11-30,2049,1898,92.6,0,407,706,208,1391,337655,0.41,1.65,Flat,18.0,
439,3,2024,2024-07-01,2024-11-30,3239,2983,92.1,0,139,713,358,2051,296212,0.69,2.77,House,,
333,3,2024,2024-07-01,2024-11-30,2608,2524,96.8,0,424,509,240,2199,166829,1.32,5.27,Flat,20.0,
302,3,2024,2024-07-01,2024-11-30,2433,2413,99.2,0,0,800,200,1412,303201,0.47,1.86,Block of Flats,19.0,
424,3,2024,2024-07-01,2024-11-30,2463,2224,90.3,0,578,357,251,2194,155372,1.41,5.65,Flat,22.0,
238,3,2024,2024-07-01,2024-11-30,1983,1963,99.0,0,392,594,232,1530,331651,0.46,1.84,Flat,18.0,
232,3,2024,2024-07-01,2024-11-30,2191,2190,100.0,0,409,606,193,1800,203227,0.89,3.54,Flat,21.0,
114,3,2024,2024-07-01,2024-11-30,2483,2472,99.6,0,314,396,247,2143,213806,1.0,4.01,Flat,6.0,4.0
471,3,2024,2024-07-01,2024-11-30,2637,2600,98.6,0,141,260,281,2201,179973,1.22,4.89,House,,
266,3,2024,2024-07-01,2024-11-30,2535,2481,97.9,0,422,347,214,2342,230666,1.02,4.06,Flat,22.0,
67,3,2024,2024-07-01,2024-11-30,2911,2713,93.2,0,253,743,315,1907,253137,0.75,3.01,House,9.0,5.0
223,3,2024,2024-07-01,2024-11-30,2481,2474,99.7,0,345,354,205,2260,245358,0.92,3.68,Flat,14.0,9.0
117,3,2024,2024-07-01,2024-11-30,2287,2212,96.7,0,301,768,274,1471,247929,0.59,2.37,Flat,7.0,4.0
490,3,2024,2024-07-01,2024-11-30,1877,1850,98.6,0,459,552,222,1535,311310,0.49,1.97,Flat,,
115,3,2024,2024-07-01,2024-11-30,2065,2048,99.2,0,484,682,216,1634,243854,0.67,2.68,Flat,9.0,5.0
374,3,2024,2024-07-01,2024-11-30,2582,2581,100.0,0,0,681,226,1675,332305,0.5,2.02,Block of Flats,19.0,
182,3,2024,2024-07-01,2024-11-30,2616,2481,94.8,0,436,205,290,2421,335033,0.72,2.89,Flat,1.0,1.0
391,3,2024,2024-07-01,2024-11-30,3001,2906,96.8,0,157,736,301,2027,199745,1.01,4.06,House,21.0,
196,3,2024,2024-07-01,2024-11-30,1839,1714,93.2,0,434,418,158,1572,238474,0.66,2.64,Flat,3.0,1.0
68,3,2024,2024-07-01,2024-11-30,3337,3120,93.5,0,236,713,400,2243,163184,1.37,5.5,House,2.0,1.0
211,3,2024,2024-07-01,2024-11-30,2670,2620,98.1,0,258,254,309,2315,267121,0.87,3.47,House,10.0,5.0
494,3,2024,2024-07-01,2024-11-30,1942,1925,99.1,734,374,711,174,680,292610,0.23,0.93,Flat,,
249,3,2024,2024-07-01,2024-11-30,3360,3200,95.2,0,127,540,273,2513,200460,1.25,5.02,House,18.0,
93,3,2024,2024-07-01,2024-11-30,2441,2254,92.4,1600,385,746,219,75,309388,0.02,0.1,Flat,16.0,9.0
246,3,2024,2024-07-01,2024-11-30,2649,2443,92.2,0,413,550,285,2022,301863,0.67,2.68,Flat,19.0,
311,3,2024,2024-07-01,2024-11-30,1943,1775,91.3,0,372,758,207,1181,237508,0.5,1.99,Flat,20.0,
300,3,2024,2024-07-01,2024-11-30,1832,1822,99.5,0,545,481,200,1686,306142,0.55,2.2,Flat,19.0,
256,3,2024,2024-07-01,2024-11-30,2052,1931,94.1,0,0,601,201,1130,287136,0.39,1.57,Block of Flats,22.0,
400,3,2024,2024-07-01,2024-11-30,1845,1702,92.3,0,497,769,184,1246,258952,0.48,1.93,Flat,21.0,
226,3,2024,2024-07-01,2024-11-30,2791,2774,99.4,0,389,349,245,2569,209286,1.23,4.91,Flat,22.0,
235,3,2024,2024-07-01,2024-11-30,1837,1692,92.1,572,311,571,206,654,274886,0.24,0.95,Flat,20.0,
275,3,2024,2024-07-01,2024-11-30,2662,2509,94.3,0,589,237,314,2547,311316,0.82,3.27,Flat,21.0,
140,3,2024,2024-07-01,2024-11-30,1964,1956,99.6,0,340,608,159,1529,230584,0.66,2.65,Flat,1.0,1.0
365,3,2024,2024-07-01,2024-11-30,2397,2167,90.4,0,600,367,283,2117,259660,0.82,3.26,Flat,21.0,
245,3,2024,2024-07-01,2024-11-30,2053,1855,90.4,0,0,776,234,845,244953,0.35,1.38,Block of Flats,20.0,
287,3,2024,2024-07-01,2024-11-30,2681,2496,93.1,0,530,302,301,2422,181015,1.34,5.35,Flat,19.0,
7,3,2024,2024-07-01,2024-11-30,2421,2215,91.5,0,433,592,247,1809,260785,0.69,2.77,Flat,2.0,1.0
159,3,2024,2024-07-01,2024-11-30,2744,2733,99.6,0,347,558,272,2250,174143,1.29,5.17,Flat,9.0,5.0
151,3,2024,2024-07-01,2024-11-30,2074,1871,90.2,0,452,707,176,1440,187526,0.77,3.07,Flat,8.0,4.0
104,3,2024,2024-07-01,2024-11-30,2759,2705,98.0,0,398,667,264,2172,199874,1.09,4.35,Flat,4.0,2.0
82,3,2024,2024-07-01,2024-11-30,2539,2336,92.0,790,479,641,208,1177,302636,0.39,1.56,Flat,9.0,5.0
144,3,2024,2024-07-01,2024-11-30,2360,2134,90.4,0,436,403,228,1940,318328,0.61,2.44,Flat,9.0,5.0
240,3,2024,2024-07-01,2024-11-30,2868,2780,96.9,0,0,261,271,2249,347035,0.65,2.59,Block of Flats,21.0,
123,3,2024,2024-07-01,2024-11-30,2601,2363,90.9,0,460,395,276,2152,262814,0.82,3.27,Flat,15.0,9.0
299,3,2024,2024-07-01,2024-11-30,2658,2616,98.4,0,0,778,220,1619,229857,0.7,2.82,Block of Flats,21.0,
126,3,2024,2024-07-01,2024-11-30,2592,2459,94.9,0,569,640,268,2119,320926,0.66,2.64,Flat,2.0,1.0
303,3,2024,2024-07-01,2024-11-30,2762,2670,96.7,0,149,698,249,1872,337041,0.56,2.22,House,20.0,
130,3,2024,2024-07-01,2024-11-30,2345,2309,98.5,0,329,426,280,1932,244307,0.79,3.16,Flat,16.0,9.0
445,3,2024,2024-07-01,2024-11-30,2827,2668,94.4,0,290,453,250,2255,174492,1.29,5.17,House,,
341,3,2024,2024-07-01,2024-11-30,1996,1955,98.0,0,509,757,216,1491,251206,0.59,2.37,Flat,20.0,
308,3,2024,2024-07-01,2024-11-30,2267,2256,99.5,0,394,212,236,2202,188090,1.17,4.68,Flat,18.0,
488,3,2024,2024-07-01,2024-11-30,1989,1978,99.5,0,550,684,232,1612,195523,0.82,3.3,Flat,,
234,3,2024,2024-07-01,2024-11-30,1951,1799,92.2,0,385,786,222,1176,151724,0.78,3.1,Flat,20.0,
259,3,2024,2024-07-01,2024-11-30,2783,2525,90.7,0,0,682,272,1570,219601,0.72,2.86,Block of Flats,19.0,
350,3,2024,2024-07-01,2024-11-30,2038,1855,91.0,0,0,277,165,1413,319333,0.44,1.77,Block of Flats,21.0,
403,3,2024,2024-07-01,2024-11-30,1861,1786,96.0,0,482,247,218,1803,230677,0.78,3.13,Flat,18.0,
286,3,2024,2024-07-01,2024-11-30,2458,2393,97.4,0,417,645,264,1901,253201,0.75,3.0,Flat,19.0,
412,3,2024,2024-07-01,2024-11-30,2580,2354,91.3,0,327,246,283,2153,255865,0.84,3.37,Flat,22.0,
134,3,2024,2024-07-01,2024-11-30,2026,1860,91.8,0,499,465,194,1700,157633,1.08,4.31,Flat,9.0,5.0
453,3,2024,2024-07-01,2024-11-30,2692,2522,93.7,0,503,646,216,2163,196892,1.1,4.39,Flat,,
243,3,2024,2024-07-01,2024-11-30,2548,2544,99.8,0,157,646,247,1808,229691,0.79,3.15,House,22.0,
187,3,2024,2024-07-01,2024-11-30,2555,2323,90.9,0,308,684,278,1669,252175,0.66,2.65,Flat,8.0,4.0
36,3,2024,2024-07-01,2024-11-30,2159,2042,94.6,792,345,491,204,901,193974,0.46,1.86,Flat,13.0,8.0
171,3,2024,2024-07-01,2024-11-30,2565,2480,96.7,0,328,784,286,1738,314824,0.55,2.21,Flat,4.0,2.0
343,3,2024,2024-07-01,2024-11-30,2290,2071,90.4,0,0,497,207,1367,295305,0.46,1.85,Block of Flats,19.0,
96,3,2024,2024-07-01,2024-11-30,2233,2221,99.5,0,329,767,247,1536,334704,0.46,1.84,Flat,8.0,4.0
422,3,2024,2024-07-01,2024-11-30,1984,1827,92.1,0,415,697,207,1339,154467,0.87,3.47,Flat,22.0,
257,3,2024,2024-07-01,2024-11-30,1959,1880,96.0,0,492,476,175,1721,317483,0.54,2.17,Flat,20.0,
449,3,2024,2024-07-01,2024-11-30,3343,3231,96.7,0,139,731,287,2352,305498,0.77,3.08,House,,
101,3,2024,2024-07-01,2024-11-30,2037,1953,95.9,0,421,753,244,1376,346303,0.4,1.59,Flat,11.0,6.0
216,3,2024,2024-07-01,2024-11-30,2051,2028,98.9,0,564,598,197,1797,299760,0.6,2.4,Flat,5.0,3.0
48,3,2024,2024-07-01,2024-11-30,2121,2077,97.9,0,372,532,225,1692,234115,0.72,2.89,Flat,4.0,2.0
447,3,2024,2024-07-01,2024-11-30,2768,2750,99.3,0,421,404,316,2451,296285,0.83,3.31,Flat,,
28,3,2024,2024-07-01,2024-11-30,2210,2060,93.2,0,491,769,189,1593,157449,1.01,4.05,Flat,12.0,7.0
136,3,2024,2024-07-01,2024-11-30,2479,2388,96.3,0,562,363,289,2298,300397,0.76,3.06,Flat,5.0,3.0
327,3,2024,2024-07-01,2024-11-30,2560,2330,91.0,0,557,581,234,2071,220758,0.94,3.75,Flat,19.0,
15,3,2024,2024-07-01,2024-11-30,2337,2239,95.8,0,435,357,277,2040,311808,0.65,2.62,Flat,13.0,8.0
157,3,2024,2024-07-01,2024-11-30,2729,2505,91.8,0,534,365,259,2414,250470,0.96,3.86,Flat,13.0,8.0
469,3,2024,2024-07-01,2024-11-30,1998,1959,98.0,0,470,246,201,1981,326653,0.61,2.43,Flat,,
404,3,2024,2024-07-01,2024-11-30,2521,2332,92.5,0,459,370,237,2184,329245,0.66,2.65,Flat,18.0,
217,3,2024,2024-07-01,2024-11-30,3214,3135,97.5,0,269,766,351,2287,282192,0.81,3.24,House,5.0,3.0
213,3,2024,2024-07-01,2024-11-30,2871,2746,95.6,0,0,570,276,1900,284489,0.67,2.67,Block of Flats,6.0,4.0
458,3,2024,2024-07-01,2024-11-30,3052,3043,99.7,0,122,442,343,2380,242981,0.98,3.92,House,,
487,3,2024,2024-07-01,2024-11-30,1973,1898,96.2,0,532,746,172,1512,255190,0.59,2.37,Flat,,
351,3,2024,2024-07-01,2024-11-30,2744,2690,98.0,0,179,334,220,2315,194571,1.19,4.76,House,18.0,
270,3,2024,2024-07-01,2024-11-30,3131,3055,97.6,0,287,665,358,2319,262647,0.88,3.53,House,22.0,
162,3,2024,2024-07-01,2024-11-30,2910,2811,96.6,0,0,227,238,2346,153629,1.53,6.11,Block of Flats,14.0,9.0
218,3,2024,2024-07-01,2024-11-30,3146,3098,98.5,0,147,587,325,2333,311157,0.75,3.0,House,2.0,1.0
191,3,2024,2024-07-01,2024-11-30,2609,2378,91.1,0,457,531,248,2056,262379,0.78,3.13,Flat,12.0,7.0
390,3,2024,2024-07-01,2024-11-30,2604,2508,96.3,0,197,539,232,1935,150149,1.29,5.15,House,19.0,
442,3,2024,2024-07-01,2024-11-30,3051,3042,99.7,0,106,512,298,2338,339746,0.69,2.75,House,,
50,3,2024,2024-07-01,2024-11-30,2164,1967,90.9,0,460,622,206,1599,293550,0.54,2.18,Flat,4.0,2.0
81,3,2024,2024-07-01,2024-11-30,2167,2165,99.9,0,390,291,209,2056,201048,1.02,4.09,Flat,17.0,10.0
206,3,2024,2024-07-01,2024-11-30,2685,2417,90.0,0,510,663,305,1959,274076,0.71,2.86,Flat,10.0,5.0
35,3,2024,2024-07-01,2024-11-30,2664,2463,92.5,1095,0,413,288,667,288357,0.23,0.93,Block of Flats,8.0,4.0
92,3,2024,2024-07-01,2024-11-30,2556,2325,91.0,0,175,253,224,2023,236233,0.86,3.43,House,13.0,8.0
346,3,2024,2024-07-01,2024-11-30,3069,2978,97.0,0,135,329,272,2512,315842,0.8,3.18,House,21.0,
329,3,2024,2024-07-01,2024-11-30,2197,2069,94.2,708,567,310,185,1433,345908,0.41,1.66,Flat,19.0,
481,3,2024,2024-07-01,2024-11-30,2741,2509,91.5,0,0,416,237,1856,234293,0.79,3.17,Block of Flats,,
320,3,2024,2024-07-01,2024-11-30,2467,2445,99.1,0,471,628,255,2033,247234,0.82,3.29,Flat,20.0,
156,4,2024,2024-10-01,2024-12-31,2169,2111,97.3,0,0,762,246,1103,307213,0.36,1.44,Block of Flats,2.0,1.0
395,4,2024,2024-10-01,2024-12-31,2230,2033,91.2,0,350,457,204,1722,225845,0.76,3.05,Flat,21.0,
69,4,2024,2024-10-01,2024-12-31,2700,2630,97.4,0,310,636,240,2064,253954,0.81,3.25,Flat,5.0,3.0
10,4,2024,2024-10-01,2024-12-31,2071,1917,92.5,0,571,255,198,2035,302115,0.67,2.69,Flat,6.0,4.0
407,4,2024,2024-10-01,2024-12-31,2731,2686,98.4,1699,275,303,225,734,338108,0.22,0.87,House,20.0,
85,4,2024,2024-10-01,2024-12-31,1911,1802,94.3,0,455,430,196,1631,172770,0.94,3.78,Flat,9.0,5.0
372,4,2024,2024-10-01,2024-12-31,2602,2532,97.3,0,499,774,253,2004,273881,0.73,2.93,Flat,19.0,
317,4,2024,2024-10-01,2024-12-31,2702,2699,99.9,0,374,295,273,2505,236652,1.06,4.23,Flat,20.0,
491,4,2024,2024-10-01,2024-12-31,2455,2315,94.3,0,303,354,280,1984,226964,0.87,3.5,Flat,,
77,4,2024,2024-10-01,2024-12-31,2634,2433,92.4,0,540,637,222,2114,292038,0.72,2.89,Flat,11.0,6.0
335,4,2024,2024-10-01,2024-12-31,2694,2504,92.9,0,143,401,322,1924,332045,0.58,2.32,House,21.0,
441,4,2024,2024-10-01,2024-12-31,2053,1945,94.7,0,547,461,237,1794,272955,0.66,2.63,Flat,,
174,4,2024,2024-10-01,2024-12-31,2104,2095,99.6,0,542,442,231,1964,309045,0.64,2.54,Flat,11.0,6.0
71,4,2024,2024-10-01,2024-12-31,2532,2374,93.8,0,119,686,284,1523,272311,0.56,2.24,House,2.0,1.0
210,4,2024,2024-10-01,2024-12-31,3203,2925,91.3,0,300,765,263,2198,336179,0.65,2.61,House,10.0,5.0
94,4,2024,2024-10-01,2024-12-31,2190,2063,94.2,0,322,698,190,1497,338412,0.44,1.77,Flat,17.0,10.0
1,4,2024,2024-10-01,2024-12-31,2136,2027,94.9,0,415,502,241,1698,197190,0.86,3.45,Flat,1.0,1.0
23,4,2024,2024-10-01,2024-12-31,2413,2220,92.0,0,428,434,212,2002,206888,0.97,3.87,Flat,2.0,1.0
411,4,2024,2024-10-01,2024-12-31,2795,2676,95.7,155,310,301,330,2199,157562,1.4,5.58,Flat,19.0,
263,4,2024,2024-10-01,2024-12-31,2975,2734,91.9,0,279,328,245,2440,254816,0.96,3.83,House,19.0,
324,4,2024,2024-10-01,2024-12-31,2004,1931,96.4,0,491,431,183,1808,151837,1.19,4.76,Flat,19.0,
80,4,2024,2024-10-01,2024-12-31,2566,2501,97.5,0,482,557,303,2123,339061,0.63,2.5,Flat,9.0,5.0
40,4,2024,2024-10-01,2024-12-31,1857,1691,91.1,0,404,257,199,1639,277315,0.59,2.36,Flat,5.0,3.0
392,4,2024,2024-10-01,2024-12-31,1830,1679,91.7,0,301,255,196,1529,265566,0.58,2.3,Flat,18.0,
278,4,2024,2024-10-01,2024-12-31,2135,2001,93.7,546,456,602,236,1074,195300,0.55,2.2,Flat,20.0,
291,4,2024,2024-10-01,2024-12-31,1812,1769,97.6,0,471,685,197,1358,214328,0.63,2.53,Flat,18.0,
318,4,2024,2024-10-01,2024-12-31,1845,1831,99.3,0,599,306,201,1924,335736,0.57,2.29,Flat,19.0,
478,4,2024,2024-10-01,2024-12-31,2081,2024,97.3,0,0,627,178,1219,312001,0.39,1.56,Block of Flats,,
173,4,2024,2024-10-01,2024-12-31,2252,2156,95.7,0,331,752,189,1546,327645,0.47,1.89,Flat,4.0,2.0
313,4,2024,2024-10-01,2024-12-31,1898,1858,97.9,0,324,742,177,1263,335045,0.38,1.51,Flat,21.0,
279,4,2024,2024-10-01,2024-12-31,2369,2137,90.2,1263,0,657,230,-13,339240,-0.0,-0.02,Block of Flats,18.0,
473,4,2024,2024-10-01,2024-12-31,2511,2478,98.7,0,322,674,217,1909,347219,0.55,2.2,Flat,,
325,4,2024,2024-10-01,2024-12-31,2943,2649,90.0,0,0,213,332,2105,283129,0.74,2.97,Block of Flats,22.0,
432,4,2024,2024-10-01,2024-12-31,2695,2464,91.4,0,589,495,260,2298,159511,1.44,5.76,Flat,,
348,4,2024,2024-10-01,2024-12-31,2710,2594,95.7,0,523,786,258,2074,225737,0.92,3.67,Flat,22.0,
87,4,2024,2024-10-01,2024-12-31,2583,2396,92.8,0,588,348,305,2332,243709,0.96,3.83,Flat,11.0,6.0
250,4,2024,2024-10-01,2024-12-31,3075,3024,98.3,0,123,640,335,2171,185357,1.17,4.69,House,21.0,
20,4,2024,2024-10-01,2024-12-31,2051,1908,93.0,0,580,669,212,1607,244516,0.66,2.63,Flat,10.0,5.0
424,4,2024,2024-10-01,2024-12-31,2191,2056,93.8,0,505,705,209,1647,349167,0.47,1.89,Flat,22.0,
248,4,2024,2024-10-01,2024-12-31,3079,2990,97.1,0,114,405,286,2413,349954,0.69,2.76,House,19.0,
238,4,2024,2024-10-01,2024-12-31,2326,2200,94.6,0,368,279,199,2090,337366,0.62,2.48,Flat,18.0,
118,4,2024,2024-10-01,2024-12-31,1817,1688,92.9,969,418,233,209,695,174228,0.4,1.6,Flat,10.0,5.0
43,4,2024,2024-10-01,2024-12-31,2790,2531,90.7,0,0,572,326,1633,159283,1.03,4.1,Block of Flats,16.0,9.0
228,4,2024,2024-10-01,2024-12-31,3253,3067,94.3,0,169,278,329,2630,219603,1.2,4.79,House,22.0,
127,4,2024,2024-10-01,2024-12-31,2604,2591,99.5,0,580,232,248,2691,317025,0.85,3.4,Flat,4.0,2.0
330,4,2024,2024-10-01,2024-12-31,2492,2489,99.9,1052,467,759,200,945,323664,0.29,1.17,Flat,20.0,
272,4,2024,2024-10-01,2024-12-31,2576,2565,99.6,0,453,570,268,2180,276720,0.79,3.15,Flat,19.0,
25,4,2024,2024-10-01,2024-12-31,1953,1919,98.2,0,335,294,228,1731,264457,0.65,2.62,Flat,14.0,9.0
266,4,2024,2024-10-01,2024-12-31,2257,2138,94.7,0,300,759,241,1438,270047,0.53,2.13,Flat,22.0,
209,4,2024,2024-10-01,2024-12-31,2359,2311,98.0,0,489,397,282,2122,170581,1.24,4.97,Flat,4.0,2.0
24,4,2024,2024-10-01,2024-12-31,2684,2517,93.8,0,394,227,276,2409,328498,0.73,2.93,Flat,17.0,10.0
223,4,2024,2024-10-01,2024-12-31,2009,1982,98.7,0,463,756,238,1451,330345,0.44,1.76,Flat,14.0,9.0
262,4,2024,2024-10-01,2024-12-31,2788,2723,97.7,0,337,346,292,2422,311111,0.78,3.11,Flat,21.0,
117,4,2024,2024-10-01,2024-12-31,2655,2624,98.8,0,580,756,276,2172,157158,1.38,5.53,Flat,7.0,4.0
4,4,2024,2024-10-01,2024-12-31,2986,2949,98.8,0,256,387,257,2562,301862,0.85,3.39,House,11.0,6.0
27,4,2024,2024-10-01,2024-12-31,2371,2165,91.3,0,399,542,255,1767,196957,0.9,3.59,Flat,9.0,5.0
158,4,2024,2024-10-01,2024-12-31,2005,1829,91.2,0,453,361,188,1733,335196,0.52,2.07,Flat,7.0,4.0
119,4,2024,2024-10-01,2024-12-31,2612,2527,96.7,1654,253,209,290,627,245627,0.26,1.02,House,11.0,6.0
176,4,2024,2024-10-01,2024-12-31,2549,2499,98.0,0,244,721,272,1750,327069,0.53,2.14,House,6.0,4.0
374,4,2024,2024-10-01,2024-12-31,2122,2073,97.7,0,0,383,247,1443,292806,0.49,1.97,Block of Flats,19.0,
391,4,2024,2024-10-01,2024-12-31,3480,3316,95.3,0,175,630,289,2572,194479,1.32,5.29,House,21.0,
455,4,2024,2024-10-01,2024-12-31,3000,2719,90.6,0,219,606,262,2070,206557,1.0,4.01,House,,
366,4,2024,2024-10-01,2024-12-31,2306,2159,93.6,0,504,425,249,1988,253505,0.78,3.14,Flat,18.0,
211,4,2024,2024-10-01,2024-12-31,2961,2724,92.0,0,185,459,344,2106,187087,1.13,4.5,House,10.0,5.0
169,4,2024,2024-10-01,2024-12-31,2085,1883,90.3,0,334,569,219,1429,312061,0.46,1.83,Flat,14.0,9.0
376,4,2024,2024-10-01,2024-12-31,2502,2336,93.4,0,573,728,238,1943,179680,1.08,4.32,Flat,19.0,
273,4,2024,2024-10-01,2024-12-31,2378,2330,98.0,0,0,277,261,1791,212185,0.84,3.38,Block of Flats,19.0,
249,4,2024,2024-10-01,2024-12-31,2667,2633,98.7,889,206,698,277,976,331777,0.29,1.18,House,18.0,
93,4,2024,2024-10-01,2024-12-31,2701,2541,94.1,0,553,536,297,2261,296330,0.76,3.05,Flat,16.0,9.0
153,4,2024,2024-10-01,2024-12-31,2491,2399,96.3,0,365,401,230,2134,306926,0.7,2.78,Flat,16.0,9.0
468,4,2024,2024-10-01,2024-12-31,1936,1831,94.6,0,342,733,209,1232,151825,0.81,3.24,Flat,,
166,4,2024,2024-10-01,2024-12-31,1862,1784,95.8,0,401,510,160,1515,259734,0.58,2.33,Flat,9.0,5.0
120,4,2024,2024-10-01,2024-12-31,2913,2699,92.6,0,102,252,304,2245,150456,1.49,5.97,House,7.0,4.0
311,4,2024,2024-10-01,2024-12-31,2351,2221,94.5,0,494,651,203,1861,151028,1.23,4.93,Flat,20.0,
354,4,2024,2024-10-01,2024-12-31,1821,1657,91.0,567,427,263,165,1090,217628,0.5,2.0,Flat,22.0,
275,4,2024,2024-10-01,2024-12-31,2655,2578,97.1,0,363,614,243,2084,312634,0.67,2.67,Flat,21.0,
37,4,2024,2024-10-01,2024-12-31,2430,2189,90.1,0,372,344,218,1999,244677,0.82,3.27,Flat,10.0,5.0
60,4,2024,2024-10-01,2024-12-31,2022,1937,95.8,0,591,270,186,2072,262319,0.79,3.16,Flat,15.0,9.0
90,4,2024,2024-10-01,2024-12-31,2976,2705,90.9,0,0,213,336,2156,253952,0.85,3.4,Block of Flats,8.0,4.0
361,4,2024,2024-10-01,2024-12-31,2455,2276,92.7,0,464,730,239,1771,336734,0.53,2.1,Flat,21.0,
185,4,2024,2024-10-01,2024-12-31,2005,1967,98.1,0,510,549,169,1759,159103,1.11,4.42,Flat,14.0,9.0
11,4,2024,2024-10-01,2024-12-31,2445,2299,94.0,0,382,252,238,2192,333183,0.66,2.63,Flat,17.0,10.0
39,4,2024,2024-10-01,2024-12-31,2861,2850,99.6,0,201,307,251,2493,240692,1.04,4.14,House,4.0,2.0
168,4,2024,2024-10-01,2024-12-31,2580,2473,95.8,0,580,374,277,2401,307091,0.78,3.13,Flat,14.0,9.0
148,4,2024,2024-10-01,2024-12-31,2707,2699,99.7,0,125,529,278,2017,270513,0.75,2.98,House,4.0,2.0
288,4,2024,2024-10-01,2024-12-31,3419,3298,96.5,0,270,690,283,2595,185795,1.4,5.59,House,22.0,
144,4,2024,2024-10-01,2024-12-31,2565,2400,93.6,0,352,595,243,1914,223857,0.85,3.42,Flat,9.0,5.0
240,4,2024,2024-10-01,2024-12-31,2383,2335,98.0,0,0,349,239,1748,184048,0.95,3.8,Block of Flats,21.0,
443,4,2024,2024-10-01,2024-12-31,1847,1797,97.3,0,351,232,154,1762,305234,0.58,2.31,Flat,,
98,4,2024,2024-10-01,2024-12-31,2679,2462,91.9,0,138,630,317,1654,300037,0.55,2.2,House,15.0,9.0
123,4,2024,2024-10-01,2024-12-31,2697,2649,98.2,0,386,599,252,2184,324055,0.67,2.7,Flat,15.0,9.0
203,4,2024,2024-10-01,2024-12-31,2787,2535,91.0,0,476,363,305,2343,204726,1.14,4.58,Flat,1.0,1.0
306,4,2024,2024-10-01,2024-12-31,2009,2007,99.9,0,518,754,213,1558,335316,0.46,1.86,Flat,18.0,
387,4,2024,2024-10-01,2024-12-31,2612,2606,99.8,0,575,589,217,2375,282831,0.84,3.36,Flat,22.0,
419,4,2024,2024-10-01,2024-12-31,2433,2396,98.5,0,571,346,223,2397,264346,0.91,3.63,Flat,22.0,
220,4,2024,2024-10-01,2024-12-31,3369,3270,97.0,0,276,768,274,2503,252063,0.99,3.97,House,2.0,1.0
113,4,2024,2024-10-01,2024-12-31,1856,1734,93.4,0,316,321,206,1523,177477,0.86,3.43,Flat,3.0,1.0
482,4,2024,2024-10-01,2024-12-31,2793,2726,97.6,0,529,419,311,2526,346623,0.73,2.91,Flat,,
423,4,2024,2024-10-01,2024-12-31,2588,2463,95.2,0,551,583,210,2221,199042,1.12,4.46,Flat,19.0,
234,4,2024,2024-10-01,2024-12-31,1946,1845,94.8,0,353,324,186,1688,239488,0.7,2.82,Flat,20.0,
165,4,2024,2024-10-01,2024-12-31,3250,3155,97.1,0,149,776,282,2246,194650,1.15,4.62,House,15.0,9.0
233,4,2024,2024-10-01,2024-12-31,2563,2496,97.4,0,275,310,219,2242,285914,0.78,3.14,House,20.0,
116,4,2024,2024-10-01,2024-12-31,3062,3059,99.9,0,182,498,324,2419,275411,0.88,3.51,House,10.0,5.0
225,4,2024,2024-10-01,2024-12-31,2648,2463,93.0,0,429,634,233,2025,312083,0.65,2.6,Flat,15.0,9.0
128,4,2024,2024-10-01,2024-12-31,2781,2570,92.4,0,0,635,284,1651,157343,1.05,4.2,Block of Flats,6.0,4.0
134,4,2024,2024-10-01,2024-12-31,2201,2122,96.4,0,453,323,256,1996,308834,0.65,2.59,Flat,9.0,5.0
86,4,2024,2024-10-01,2024-12-31,1832,1679,91.6,0,484,442,154,1566,246552,0.64,2.54,Flat,17.0,10.0
