propertyid,budget_year,category,budgeted_amount_gbp,actual_spend_gbp,variance_gbp,variance_percent,property_type,property_age_years,blockid,estateid
323,2024,Cyclical Decorating,120,127,7,6.2,Block of Flats,34.0,21.0,
6,2024,Emergency Repairs,212,233,21,10.0,Flat,31.0,3.0,1.0
6,2024,Routine Repairs,324,278,-45,-14.0,Flat,31.0,3.0,1.0
6,2024,Environmental Works,235,228,-7,-3.0,Flat,31.0,3.0,1.0
6,2024,Compliance Works,86,98,12,13.7,Flat,31.0,3.0,1.0
6,2024,Void Works,200,187,-13,-6.7,Flat,31.0,3.0,1.0
227,2024,Emergency Repairs,227,195,-32,-14.1,Flat,34.0,20.0,
227,2024,Environmental Works,110,128,18,16.5,Flat,34.0,20.0,
227,2024,Planned Maintenance,121,99,-22,-17.9,Flat,34.0,20.0,
306,2024,Emergency Repairs,282,273,-9,-3.2,Flat,33.0,18.0,
306,2024,Environmental Works,300,245,-56,-18.5,Flat,33.0,18.0,
306,2024,Void Works,187,152,-35,-18.8,Flat,33.0,18.0,
306,2024,Cyclical Decorating,312,337,25,8.2,Flat,33.0,18.0,
306,2024,Compliance Works,117,130,13,11.4,Flat,33.0,18.0,
337,2024,Environmental Works,310,329,19,6.1,House,34.0,20.0,
337,2024,Planned Maintenance,299,256,-43,-14.4,House,34.0,20.0,
337,2024,Compliance Works,245,248,3,1.2,House,34.0,20.0,
337,2024,Major Works,258,272,14,5.5,House,34.0,20.0,
337,2024,Emergency Repairs,315,321,6,2.0,House,34.0,20.0,
249,2024,Compliance Works,212,218,7,3.2,House,33.0,18.0,
249,2024,Routine Repairs,149,147,-3,-1.8,House,33.0,18.0,
249,2024,Major Works,373,366,-7,-1.9,House,33.0,18.0,
249,2024,Planned Maintenance,276,275,-1,-0.4,House,33.0,18.0,
249,2024,Emergency Repairs,369,344,-25,-6.8,House,33.0,18.0,
249,2024,Environmental Works,375,436,61,16.3,House,33.0,18.0,
105,2024,Void Works,154,156,2,1.5,Flat,32.0,5.0,3.0
105,2024,Emergency Repairs,184,167,-16,-8.8,Flat,32.0,5.0,3.0
105,2024,Compliance Works,115,132,17,15.0,Flat,32.0,5.0,3.0
250,2024,Routine Repairs,150,169,19,12.5,House,34.0,21.0,
250,2024,Cyclical Decorating,310,258,-53,-17.0,House,34.0,21.0,
250,2024,Communal Repairs,180,200,20,11.2,House,34.0,21.0,
250,2024,Emergency Repairs,145,157,12,8.4,House,34.0,21.0,
250,2024,Environmental Works,121,141,20,16.3,House,34.0,21.0,
250,2024,Major Works,156,187,30,19.4,House,34.0,21.0,
425,2024,Planned Maintenance,296,334,38,13.0,Flat,33.0,18.0,
425,2024,Communal Repairs,158,145,-13,-8.0,Flat,33.0,18.0,
425,2024,Cyclical Decorating,108,96,-12,-10.9,Flat,33.0,18.0,
425,2024,Environmental Works,205,186,-19,-9.2,Flat,33.0,18.0,
425,2024,Major Works,108,99,-8,-7.8,Flat,33.0,18.0,
68,2024,Environmental Works,299,246,-53,-17.8,House,34.0,2.0,1.0
68,2024,Major Works,328,381,54,16.4,House,34.0,2.0,1.0
68,2024,Planned Maintenance,262,257,-5,-2.0,House,34.0,2.0,1.0
409,2024,Planned Maintenance,124,135,11,9.1,Flat,34.0,19.0,
409,2024,Communal Repairs,345,318,-27,-7.8,Flat,34.0,19.0,
409,2024,Void Works,136,153,18,13.1,Flat,34.0,19.0,
409,2024,Environmental Works,241,277,36,14.8,Flat,34.0,19.0,
409,2024,Routine Repairs,329,341,12,3.5,Flat,34.0,19.0,
409,2024,Compliance Works,305,360,55,18.2,Flat,34.0,19.0,
16,2024,Routine Repairs,70,62,-9,-12.5,Flat,28.0,8.0,4.0
16,2024,Communal Repairs,166,169,3,1.8,Flat,28.0,8.0,4.0
16,2024,Planned Maintenance,242,257,15,6.1,Flat,28.0,8.0,4.0
16,2024,Compliance Works,198,236,38,19.4,Flat,28.0,8.0,4.0
455,2024,Environmental Works,264,247,-17,-6.4,House,29.0,,
455,2024,Compliance Works,397,335,-62,-15.6,House,29.0,,
455,2024,Major Works,111,122,11,10.3,House,29.0,,
455,2024,Planned Maintenance,346,314,-31,-9.1,House,29.0,,
455,2024,Routine Repairs,187,210,23,12.4,House,29.0,,
201,2024,Routine Repairs,148,151,3,2.3,Flat,33.0,10.0,5.0
201,2024,Compliance Works,361,432,72,19.9,Flat,33.0,10.0,5.0
201,2024,Emergency Repairs,346,342,-4,-1.2,Flat,33.0,10.0,5.0
341,2024,Environmental Works,214,233,20,9.3,Flat,34.0,20.0,
341,2024,Emergency Repairs,260,247,-14,-5.2,Flat,34.0,20.0,
341,2024,Communal Repairs,175,182,6,3.5,Flat,34.0,20.0,
341,2024,Routine Repairs,172,176,4,2.2,Flat,34.0,20.0,
341,2024,Compliance Works,291,306,15,5.1,Flat,34.0,20.0,
341,2024,Cyclical Decorating,93,106,13,14.1,Flat,34.0,20.0,
221,2024,Major Works,81,68,-13,-15.9,Flat,34.0,7.0,4.0
221,2024,Compliance Works,93,80,-13,-13.7,Flat,34.0,7.0,4.0
221,2024,Cyclical Decorating,254,293,40,15.6,Flat,34.0,7.0,4.0
221,2024,Emergency Repairs,239,229,-10,-4.4,Flat,34.0,7.0,4.0
242,2024,Communal Repairs,126,116,-10,-8.1,Flat,34.0,21.0,
242,2024,Environmental Works,269,296,26,9.8,Flat,34.0,21.0,
242,2024,Emergency Repairs,242,266,23,9.7,Flat,34.0,21.0,
242,2024,Compliance Works,249,234,-15,-5.9,Flat,34.0,21.0,
372,2024,Compliance Works,253,296,43,17.0,Flat,34.0,19.0,
372,2024,Environmental Works,105,102,-2,-2.4,Flat,34.0,19.0,
372,2024,Major Works,118,101,-17,-14.6,Flat,34.0,19.0,
372,2024,Planned Maintenance,135,114,-21,-15.7,Flat,34.0,19.0,
372,2024,Cyclical Decorating,252,220,-32,-12.7,Flat,34.0,19.0,
372,2024,Void Works,149,145,-3,-2.2,Flat,34.0,19.0,
80,2024,Environmental Works,371,429,58,15.6,Flat,34.0,9.0,5.0
80,2024,Compliance Works,149,134,-15,-10.2,Flat,34.0,9.0,5.0
80,2024,Routine Repairs,205,226,21,10.3,Flat,34.0,9.0,5.0
80,2024,Emergency Repairs,288,302,14,5.0,Flat,34.0,9.0,5.0
208,2024,Communal Repairs,269,219,-50,-18.6,Flat,34.0,17.0,10.0
208,2024,Void Works,243,213,-30,-12.2,Flat,34.0,17.0,10.0
208,2024,Cyclical Decorating,285,263,-22,-7.9,Flat,34.0,17.0,10.0
271,2024,Compliance Works,179,207,28,15.9,Flat,34.0,21.0,
271,2024,Emergency Repairs,242,255,13,5.3,Flat,34.0,21.0,
271,2024,Void Works,141,151,10,7.3,Flat,34.0,21.0,
271,2024,Planned Maintenance,147,122,-25,-16.9,Flat,34.0,21.0,
271,2024,Environmental Works,212,248,36,17.0,Flat,34.0,21.0,
271,2024,Major Works,176,144,-31,-17.9,Flat,34.0,21.0,
338,2024,Compliance Works,323,383,60,18.5,Flat,34.0,19.0,
338,2024,Emergency Repairs,347,410,63,18.3,Flat,34.0,19.0,
338,2024,Environmental Works,342,400,58,16.9,Flat,34.0,19.0,
338,2024,Routine Repairs,190,218,28,14.6,Flat,34.0,19.0,
338,2024,Void Works,109,103,-6,-5.6,Flat,34.0,19.0,
235,2024,Compliance Works,87,76,-12,-13.4,Flat,34.0,20.0,
235,2024,Environmental Works,226,256,30,13.0,Flat,34.0,20.0,
235,2024,Cyclical Decorating,244,274,30,12.2,Flat,34.0,20.0,
235,2024,Communal Repairs,233,257,24,10.2,Flat,34.0,20.0,
235,2024,Planned Maintenance,228,254,25,11.1,Flat,34.0,20.0,
262,2024,Emergency Repairs,134,109,-25,-18.8,Flat,34.0,21.0,
262,2024,Communal Repairs,101,94,-7,-6.6,Flat,34.0,21.0,
262,2024,Major Works,179,185,6,3.5,Flat,34.0,21.0,
398,2024,Communal Repairs,122,125,4,3.0,House,34.0,19.0,
398,2024,Planned Maintenance,359,360,1,0.2,House,34.0,19.0,
398,2024,Routine Repairs,286,331,45,15.7,House,34.0,19.0,
415,2024,Communal Repairs,168,151,-17,-10.3,Flat,34.0,20.0,
415,2024,Environmental Works,202,213,11,5.5,Flat,34.0,20.0,
415,2024,Planned Maintenance,144,125,-19,-13.3,Flat,34.0,20.0,
44,2024,Routine Repairs,313,303,-10,-3.2,Flat,34.0,12.0,7.0
44,2024,Communal Repairs,162,154,-8,-5.0,Flat,34.0,12.0,7.0
44,2024,Major Works,277,269,-8,-2.8,Flat,34.0,12.0,7.0
44,2024,Emergency Repairs,141,121,-20,-14.1,Flat,34.0,12.0,7.0
3,2024,Emergency Repairs,138,137,-2,-1.3,Flat,33.0,10.0,5.0
3,2024,Environmental Works,341,388,47,13.7,Flat,33.0,10.0,5.0
3,2024,Major Works,293,316,23,7.8,Flat,33.0,10.0,5.0
3,2024,Compliance Works,315,262,-53,-16.8,Flat,33.0,10.0,5.0
238,2024,Planned Maintenance,109,91,-18,-16.7,Flat,33.0,18.0,
238,2024,Compliance Works,270,275,5,1.8,Flat,33.0,18.0,
238,2024,Environmental Works,335,336,1,0.3,Flat,33.0,18.0,
238,2024,Communal Repairs,143,166,22,15.6,Flat,33.0,18.0,
170,2024,Void Works,136,110,-27,-19.6,House,34.0,4.0,2.0
170,2024,Planned Maintenance,105,114,8,7.9,House,34.0,4.0,2.0
170,2024,Emergency Repairs,331,302,-29,-8.8,House,34.0,4.0,2.0
170,2024,Cyclical Decorating,144,151,7,4.7,House,34.0,4.0,2.0
170,2024,Environmental Works,176,160,-17,-9.5,House,34.0,4.0,2.0
279,2024,Cyclical Decorating,342,335,-7,-2.2,Block of Flats,33.0,18.0,
279,2024,Communal Repairs,138,164,26,18.7,Block of Flats,33.0,18.0,
279,2024,Environmental Works,238,255,17,7.3,Block of Flats,33.0,18.0,
279,2024,Void Works,306,317,12,3.8,Block of Flats,33.0,18.0,
400,2024,Routine Repairs,224,206,-18,-8.2,Flat,34.0,21.0,
400,2024,Compliance Works,291,285,-7,-2.3,Flat,34.0,21.0,
400,2024,Emergency Repairs,278,234,-43,-15.6,Flat,34.0,21.0,
400,2024,Planned Maintenance,93,91,-2,-2.2,Flat,34.0,21.0,
400,2024,Environmental Works,268,275,6,2.3,Flat,34.0,21.0,
400,2024,Communal Repairs,218,211,-8,-3.5,Flat,34.0,21.0,
43,2024,Communal Repairs,131,153,22,16.9,Block of Flats,33.0,16.0,9.0
43,2024,Emergency Repairs,323,329,5,1.7,Block of Flats,33.0,16.0,9.0
43,2024,Routine Repairs,308,359,52,16.8,Block of Flats,33.0,16.0,9.0
43,2024,Cyclical Decorating,220,209,-11,-4.8,Block of Flats,33.0,16.0,9.0
43,2024,Planned Maintenance,150,144,-6,-4.2,Block of Flats,33.0,16.0,9.0
43,2024,Void Works,282,329,46,16.4,Block of Flats,33.0,16.0,9.0
61,2024,Cyclical Decorating,178,197,18,10.3,House,34.0,11.0,6.0
61,2024,Routine Repairs,265,261,-5,-1.8,House,34.0,11.0,6.0
61,2024,Communal Repairs,212,237,25,11.7,House,34.0,11.0,6.0
61,2024,Emergency Repairs,343,299,-44,-12.9,House,34.0,11.0,6.0
61,2024,Major Works,414,349,-65,-15.7,House,34.0,11.0,6.0
61,2024,Void Works,423,351,-72,-17.0,House,34.0,11.0,6.0
308,2024,Routine Repairs,278,332,54,19.6,Flat,33.0,18.0,
308,2024,Environmental Works,260,308,49,18.7,Flat,33.0,18.0,
308,2024,Major Works,106,126,20,18.9,Flat,33.0,18.0,
308,2024,Emergency Repairs,101,91,-9,-9.2,Flat,33.0,18.0,
308,2024,Cyclical Decorating,152,170,18,12.1,Flat,33.0,18.0,
308,2024,Planned Maintenance,248,259,12,4.8,Flat,33.0,18.0,
126,2024,Planned Maintenance,122,121,-1,-0.7,Flat,34.0,2.0,1.0
126,2024,Void Works,336,321,-14,-4.3,Flat,34.0,2.0,1.0
126,2024,Cyclical Decorating,363,291,-72,-19.9,Flat,34.0,2.0,1.0
126,2024,Major Works,318,380,62,19.6,Flat,34.0,2.0,1.0
155,2024,Major Works,173,184,11,6.5,House,31.0,3.0,1.0
155,2024,Void Works,329,323,-6,-1.9,House,31.0,3.0,1.0
155,2024,Cyclical Decorating,359,409,50,13.9,House,31.0,3.0,1.0
155,2024,Compliance Works,244,268,24,9.9,House,31.0,3.0,1.0
155,2024,Communal Repairs,266,243,-23,-8.5,House,31.0,3.0,1.0
413,2024,Major Works,216,201,-15,-7.0,Flat,34.0,20.0,
413,2024,Cyclical Decorating,94,90,-5,-4.8,Flat,34.0,20.0,
413,2024,Void Works,153,172,19,12.6,Flat,34.0,20.0,
413,2024,Compliance Works,134,146,12,8.9,Flat,34.0,20.0,
413,2024,Routine Repairs,168,160,-8,-4.7,Flat,34.0,20.0,
413,2024,Communal Repairs,121,143,22,18.2,Flat,34.0,20.0,
325,2024,Communal Repairs,387,363,-25,-6.4,Block of Flats,34.0,22.0,
325,2024,Compliance Works,416,348,-68,-16.4,Block of Flats,34.0,22.0,
325,2024,Environmental Works,341,355,14,4.0,Block of Flats,34.0,22.0,
66,2024,Communal Repairs,335,312,-24,-7.0,House,32.0,14.0,9.0
66,2024,Emergency Repairs,368,301,-67,-18.2,House,32.0,14.0,9.0
66,2024,Cyclical Decorating,148,145,-3,-2.1,House,32.0,14.0,9.0
66,2024,Routine Repairs,382,396,14,3.7,House,32.0,14.0,9.0
190,2024,Environmental Works,248,266,18,7.2,Flat,31.0,15.0,9.0
190,2024,Void Works,129,119,-10,-7.8,Flat,31.0,15.0,9.0
190,2024,Cyclical Decorating,100,90,-9,-9.4,Flat,31.0,15.0,9.0
73,2024,Void Works,241,274,33,13.7,Flat,30.0,1.0,1.0
73,2024,Routine Repairs,171,160,-11,-6.5,Flat,30.0,1.0,1.0
73,2024,Planned Maintenance,152,176,24,15.9,Flat,30.0,1.0,1.0
73,2024,Compliance Works,267,233,-34,-12.8,Flat,30.0,1.0,1.0
73,2024,Environmental Works,230,195,-36,-15.5,Flat,30.0,1.0,1.0
365,2024,Compliance Works,134,118,-16,-11.9,Flat,34.0,21.0,
365,2024,Cyclical Decorating,310,278,-31,-10.1,Flat,34.0,21.0,
365,2024,Environmental Works,182,177,-5,-2.8,Flat,34.0,21.0,
354,2024,Void Works,202,191,-11,-5.2,Flat,34.0,22.0,
354,2024,Planned Maintenance,170,143,-27,-15.8,Flat,34.0,22.0,
354,2024,Environmental Works,233,269,36,15.5,Flat,34.0,22.0,
354,2024,Cyclical Decorating,88,93,5,5.8,Flat,34.0,22.0,
83,2024,Communal Repairs,239,214,-25,-10.4,House,32.0,14.0,9.0
83,2024,Planned Maintenance,343,369,27,7.8,House,32.0,14.0,9.0
83,2024,Compliance Works,293,238,-55,-18.7,House,32.0,14.0,9.0
83,2024,Routine Repairs,254,217,-37,-14.4,House,32.0,14.0,9.0
83,2024,Void Works,252,272,20,7.8,House,32.0,14.0,9.0
83,2024,Cyclical Decorating,112,125,13,11.6,House,32.0,14.0,9.0
285,2024,Planned Maintenance,118,101,-17,-14.5,House,34.0,19.0,
285,2024,Compliance Works,305,363,59,19.2,House,34.0,19.0,
285,2024,Major Works,227,214,-13,-5.9,House,34.0,19.0,
285,2024,Environmental Works,356,377,22,6.1,House,34.0,19.0,
285,2024,Void Works,325,263,-61,-18.9,House,34.0,19.0,
285,2024,Cyclical Decorating,189,187,-2,-1.3,House,34.0,19.0,
311,2024,Major Works,75,68,-7,-9.1,Flat,34.0,20.0,
311,2024,Cyclical Decorating,108,89,-19,-17.4,Flat,34.0,20.0,
311,2024,Routine Repairs,245,281,36,14.8,Flat,34.0,20.0,
311,2024,Planned Maintenance,227,183,-43,-19.1,Flat,34.0,20.0,
33,2024,Environmental Works,163,179,17,10.3,Block of Flats,31.0,15.0,9.0
33,2024,Communal Repairs,214,252,38,17.8,Block of Flats,31.0,15.0,9.0
33,2024,Major Works,254,230,-24,-9.4,Block of Flats,31.0,15.0,9.0
33,2024,Cyclical Decorating,143,119,-24,-17.0,Block of Flats,31.0,15.0,9.0
33,2024,Routine Repairs,347,393,46,13.4,Block of Flats,31.0,15.0,9.0
56,2024,Planned Maintenance,222,264,42,18.8,Flat,31.0,3.0,1.0
56,2024,Environmental Works,134,152,18,13.6,Flat,31.0,3.0,1.0
56,2024,Emergency Repairs,268,310,42,15.6,Flat,31.0,3.0,1.0
56,2024,Routine Repairs,292,349,57,19.4,Flat,31.0,3.0,1.0
345,2024,Void Works,283,300,17,6.0,Flat,34.0,19.0,
345,2024,Environmental Works,199,210,11,5.6,Flat,34.0,19.0,
345,2024,Planned Maintenance,224,232,8,3.7,Flat,34.0,19.0,
345,2024,Major Works,127,131,5,3.6,Flat,34.0,19.0,
345,2024,Communal Repairs,166,163,-4,-2.1,Flat,34.0,19.0,
280,2024,Routine Repairs,242,275,34,13.9,House,34.0,20.0,
280,2024,Compliance Works,130,150,21,16.1,House,34.0,20.0,
280,2024,Planned Maintenance,436,495,60,13.7,House,34.0,20.0,
280,2024,Emergency Repairs,290,279,-12,-4.0,House,34.0,20.0,
280,2024,Communal Repairs,352,404,51,14.5,House,34.0,20.0,
280,2024,Cyclical Decorating,148,124,-23,-15.7,House,34.0,20.0,
167,2024,Emergency Repairs,345,347,1,0.4,House,31.0,3.0,1.0
167,2024,Void Works,151,178,27,17.6,House,31.0,3.0,1.0
167,2024,Communal Repairs,365,408,43,11.8,House,31.0,3.0,1.0
167,2024,Environmental Works,365,306,-59,-16.3,House,31.0,3.0,1.0
167,2024,Routine Repairs,317,277,-40,-12.7,House,31.0,3.0,1.0
167,2024,Compliance Works,143,143,0,-0.3,House,31.0,3.0,1.0
199,2024,Environmental Works,347,321,-26,-7.5,Flat,30.0,1.0,1.0
199,2024,Compliance Works,172,153,-19,-11.1,Flat,30.0,1.0,1.0
199,2024,Emergency Repairs,178,198,20,11.4,Flat,30.0,1.0,1.0
199,2024,Void Works,139,119,-20,-14.4,Flat,30.0,1.0,1.0
199,2024,Cyclical Decorating,150,172,22,14.9,Flat,30.0,1.0,1.0
342,2024,Void Works,219,223,4,1.9,Flat,34.0,20.0,
342,2024,Compliance Works,123,130,7,6.0,Flat,34.0,20.0,
342,2024,Routine Repairs,97,109,12,12.6,Flat,34.0,20.0,
342,2024,Planned Maintenance,221,214,-6,-2.8,Flat,34.0,20.0,
342,2024,Environmental Works,183,151,-33,-17.9,Flat,34.0,20.0,
342,2024,Communal Repairs,80,75,-5,-6.4,Flat,34.0,20.0,
393,2024,Major Works,247,264,17,6.8,House,34.0,19.0,
393,2024,Cyclical Decorating,199,200,1,0.5,House,34.0,19.0,
393,2024,Environmental Works,288,314,26,9.0,House,34.0,19.0,
163,2024,Void Works,122,136,14,11.4,Flat,34.0,4.0,2.0
163,2024,Cyclical Decorating,112,92,-20,-17.9,Flat,34.0,4.0,2.0
163,2024,Planned Maintenance,219,252,34,15.4,Flat,34.0,4.0,2.0
163,2024,Major Works,275,314,39,14.3,Flat,34.0,4.0,2.0
163,2024,Communal Repairs,103,102,-1,-0.9,Flat,34.0,4.0,2.0
213,2025,Compliance Works,272,269,-3,-1.1,Block of Flats,34.0,6.0,4.0
213,2025,Void Works,310,297,-12,-4.0,Block of Flats,34.0,6.0,4.0
213,2025,Emergency Repairs,376,381,5,1.2,Block of Flats,34.0,6.0,4.0
213,2025,Cyclical Decorating,287,342,56,19.4,Block of Flats,34.0,6.0,4.0
325,2025,Void Works,168,152,-16,-9.5,Block of Flats,35.0,22.0,
325,2025,Planned Maintenance,412,346,-65,-15.9,Block of Flats,35.0,22.0,
325,2025,Emergency Repairs,417,474,57,13.7,Block of Flats,35.0,22.0,
299,2025,Cyclical Decorating,149,137,-12,-8.3,Block of Flats,35.0,21.0,
299,2025,Major Works,291,336,45,15.4,Block of Flats,35.0,21.0,
299,2025,Routine Repairs,269,307,37,13.8,Block of Flats,35.0,21.0,
299,2025,Planned Maintenance,292,320,27,9.4,Block of Flats,35.0,21.0,
299,2025,Compliance Works,319,296,-23,-7.2,Block of Flats,35.0,21.0,
83,2025,Environmental Works,287,311,25,8.6,House,33.0,14.0,9.0
83,2025,Compliance Works,174,144,-30,-17.2,House,33.0,14.0,9.0
83,2025,Cyclical Decorating,167,160,-7,-3.9,House,33.0,14.0,9.0
83,2025,Routine Repairs,389,344,-44,-11.4,House,33.0,14.0,9.0
83,2025,Communal Repairs,202,201,-1,-0.5,House,33.0,14.0,9.0
83,2025,Emergency Repairs,329,326,-3,-1.0,House,33.0,14.0,9.0
443,2025,Environmental Works,163,191,28,17.5,Flat,30.0,,
443,2025,Void Works,138,144,5,3.8,Flat,30.0,,
443,2025,Routine Repairs,151,170,19,12.5,Flat,30.0,,
443,2025,Emergency Repairs,295,237,-58,-19.7,Flat,30.0,,
443,2025,Cyclical Decorating,266,256,-10,-3.6,Flat,30.0,,
443,2025,Major Works,86,98,11,13.2,Flat,30.0,,
315,2025,Cyclical Decorating,244,199,-45,-18.6,Flat,35.0,22.0,
315,2025,Void Works,146,141,-4,-2.9,Flat,35.0,22.0,
315,2025,Communal Repairs,69,60,-9,-13.2,Flat,35.0,22.0,
422,2025,Environmental Works,89,99,10,11.6,Flat,35.0,22.0,
422,2025,Major Works,166,168,2,1.2,Flat,35.0,22.0,
422,2025,Planned Maintenance,227,235,8,3.4,Flat,35.0,22.0,
182,2025,Cyclical Decorating,158,126,-31,-19.9,Flat,31.0,1.0,1.0
182,2025,Emergency Repairs,72,87,14,19.5,Flat,31.0,1.0,1.0
182,2025,Routine Repairs,142,141,-2,-1.1,Flat,31.0,1.0,1.0
182,2025,Void Works,174,166,-8,-4.4,Flat,31.0,1.0,1.0
182,2025,Compliance Works,109,99,-10,-8.9,Flat,31.0,1.0,1.0
182,2025,Major Works,150,127,-23,-15.4,Flat,31.0,1.0,1.0
401,2025,Cyclical Decorating,225,218,-7,-3.1,Flat,35.0,20.0,
401,2025,Planned Maintenance,304,284,-20,-6.7,Flat,35.0,20.0,
401,2025,Emergency Repairs,215,219,4,1.6,Flat,35.0,20.0,
43,2025,Compliance Works,300,275,-25,-8.2,Block of Flats,34.0,16.0,9.0
43,2025,Void Works,253,206,-47,-18.5,Block of Flats,34.0,16.0,9.0
43,2025,Major Works,157,177,19,12.3,Block of Flats,34.0,16.0,9.0
167,2025,Environmental Works,241,210,-31,-13.0,House,32.0,3.0,1.0
167,2025,Emergency Repairs,133,153,19,14.4,House,32.0,3.0,1.0
167,2025,Planned Maintenance,238,269,31,12.8,House,32.0,3.0,1.0
167,2025,Compliance Works,228,199,-30,-12.9,House,32.0,3.0,1.0
167,2025,Communal Repairs,309,275,-34,-11.1,House,32.0,3.0,1.0
309,2025,Communal Repairs,268,242,-26,-9.7,Flat,35.0,19.0,
309,2025,Compliance Works,258,209,-49,-18.8,Flat,35.0,19.0,
309,2025,Environmental Works,182,191,8,4.6,Flat,35.0,19.0,
309,2025,Major Works,100,98,-2,-1.6,Flat,35.0,19.0,
309,2025,Cyclical Decorating,286,267,-19,-6.7,Flat,35.0,19.0,
309,2025,Void Works,179,188,9,5.1,Flat,35.0,19.0,
149,2025,Routine Repairs,156,137,-19,-12.1,Block of Flats,32.0,13.0,8.0
149,2025,Compliance Works,167,176,9,5.6,Block of Flats,32.0,13.0,8.0
149,2025,Planned Maintenance,206,241,36,17.3,Block of Flats,32.0,13.0,8.0
149,2025,Communal Repairs,282,240,-41,-14.7,Block of Flats,32.0,13.0,8.0
417,2025,Emergency Repairs,118,127,9,7.3,Flat,35.0,19.0,
417,2025,Cyclical Decorating,107,106,-1,-0.9,Flat,35.0,19.0,
417,2025,Void Works,260,307,47,18.0,Flat,35.0,19.0,
417,2025,Compliance Works,352,400,48,13.6,Flat,35.0,19.0,
417,2025,Communal Repairs,180,212,33,18.2,Flat,35.0,19.0,
393,2025,Environmental Works,117,108,-9,-8.1,House,35.0,19.0,
393,2025,Major Works,247,224,-23,-9.4,House,35.0,19.0,
393,2025,Cyclical Decorating,209,196,-14,-6.5,House,35.0,19.0,
393,2025,Void Works,145,169,24,16.5,House,35.0,19.0,
393,2025,Planned Maintenance,291,281,-10,-3.3,House,35.0,19.0,
368,2025,Void Works,324,343,19,5.8,Flat,35.0,20.0,
368,2025,Planned Maintenance,148,176,28,18.6,Flat,35.0,20.0,
368,2025,Compliance Works,118,104,-14,-11.9,Flat,35.0,20.0,
368,2025,Cyclical Decorating,198,182,-16,-8.2,Flat,35.0,20.0,
48,2025,Environmental Works,174,172,-1,-0.8,Flat,35.0,4.0,2.0
48,2025,Emergency Repairs,222,198,-24,-10.7,Flat,35.0,4.0,2.0
48,2025,Void Works,108,95,-13,-12.3,Flat,35.0,4.0,2.0
225,2025,Major Works,203,167,-36,-17.9,Flat,32.0,15.0,9.0
225,2025,Planned Maintenance,176,187,11,6.3,Flat,32.0,15.0,9.0
225,2025,Routine Repairs,116,106,-10,-8.6,Flat,32.0,15.0,9.0
370,2025,Void Works,129,112,-18,-13.8,Flat,34.0,18.0,
370,2025,Planned Maintenance,131,112,-20,-14.9,Flat,34.0,18.0,
370,2025,Cyclical Decorating,226,208,-19,-8.2,Flat,34.0,18.0,
370,2025,Compliance Works,180,155,-26,-14.2,Flat,34.0,18.0,
57,2025,Planned Maintenance,242,196,-46,-19.0,Flat,35.0,7.0,4.0
57,2025,Routine Repairs,163,185,22,13.8,Flat,35.0,7.0,4.0
57,2025,Major Works,296,325,29,9.8,Flat,35.0,7.0,4.0
57,2025,Emergency Repairs,186,198,11,6.1,Flat,35.0,7.0,4.0
57,2025,Cyclical Decorating,98,82,-16,-16.1,Flat,35.0,7.0,4.0
348,2025,Planned Maintenance,68,60,-8,-12.4,Flat,35.0,22.0,
348,2025,Major Works,76,74,-2,-3.2,Flat,35.0,22.0,
348,2025,Compliance Works,172,170,-2,-1.2,Flat,35.0,22.0,
485,2025,Compliance Works,277,309,32,11.6,House,30.0,,
485,2025,Major Works,301,260,-41,-13.6,House,30.0,,
485,2025,Environmental Works,310,347,37,12.0,House,30.0,,
485,2025,Void Works,261,283,22,8.4,House,30.0,,
485,2025,Cyclical Decorating,143,150,7,4.6,House,30.0,,
485,2025,Planned Maintenance,261,262,1,0.5,House,30.0,,
275,2025,Compliance Works,134,159,25,18.7,Flat,35.0,21.0,
275,2025,Planned Maintenance,198,192,-6,-3.2,Flat,35.0,21.0,
275,2025,Emergency Repairs,172,194,22,12.9,Flat,35.0,21.0,
275,2025,Routine Repairs,82,93,11,13.6,Flat,35.0,21.0,
275,2025,Void Works,154,171,16,10.6,Flat,35.0,21.0,
165,2025,Communal Repairs,139,134,-5,-3.8,House,32.0,15.0,9.0
165,2025,Void Works,197,207,10,4.9,House,32.0,15.0,9.0
165,2025,Compliance Works,122,113,-9,-7.5,House,32.0,15.0,9.0
165,2025,Routine Repairs,402,339,-64,-15.8,House,32.0,15.0,9.0
165,2025,Environmental Works,337,342,5,1.4,House,32.0,15.0,9.0
42,2025,Void Works,147,129,-19,-12.7,Flat,31.0,1.0,1.0
42,2025,Routine Repairs,212,232,20,9.4,Flat,31.0,1.0,1.0
42,2025,Cyclical Decorating,114,103,-11,-9.4,Flat,31.0,1.0,1.0
42,2025,Emergency Repairs,137,130,-6,-4.6,Flat,31.0,1.0,1.0
461,2025,Planned Maintenance,244,246,2,0.7,House,30.0,,
461,2025,Major Works,232,208,-23,-10.0,House,30.0,,
461,2025,Environmental Works,346,318,-29,-8.3,House,30.0,,
408,2025,Emergency Repairs,94,96,1,1.5,Flat,35.0,21.0,
408,2025,Communal Repairs,240,220,-20,-8.3,Flat,35.0,21.0,
408,2025,Planned Maintenance,234,221,-13,-5.4,Flat,35.0,21.0,
408,2025,Environmental Works,261,297,36,13.7,Flat,35.0,21.0,
408,2025,Compliance Works,164,196,32,19.7,Flat,35.0,21.0,
