propertyid,period_start,energy_kwh,property_age_years,propertytype,blockid,simulated_energy_kwh
428,2024-12-01 11:52:28.455679,317,73,Flat,,3676.83
428,2025-01-01 11:52:28.455679,274,73,Flat,,3360.34
428,2025-02-01 11:52:28.455679,301,73,Flat,,3692.66
428,2025-03-01 11:52:28.455679,293,73,Flat,,3268.53
428,2025-04-01 11:52:28.455679,314,73,Flat,,3296.43
429,2024-05-01 11:52:28.455679,312,73,Flat,,3384.13
429,2024-06-01 11:52:28.455679,351,73,Flat,,3469.57
429,2024-07-01 11:52:28.455679,316,73,Flat,,2976.7
429,2024-08-01 11:52:28.455679,315,73,Flat,,3551.86
429,2024-09-01 11:52:28.455679,208,73,Flat,,3801.87
429,2024-10-01 11:52:28.455679,275,73,Flat,,3590.25
429,2024-11-01 11:52:28.455679,235,73,Flat,,3417.87
429,2024-12-01 11:52:28.455679,312,73,Flat,,3243.08
429,2025-01-01 11:52:28.455679,340,73,Flat,,3097.4
429,2025-02-01 11:52:28.455679,317,73,Flat,,3131.4
429,2025-03-01 11:52:28.455679,297,73,Flat,,3433.83
429,2025-04-01 11:52:28.455679,294,73,Flat,,3881.38
430,2024-05-01 11:52:28.455679,259,73,Flat,,2916.59
430,2024-06-01 11:52:28.455679,253,73,Flat,,3600.04
430,2024-07-01 11:52:28.455679,322,73,Flat,,3324.46
430,2024-08-01 11:52:28.455679,293,73,Flat,,3392.9
430,2024-09-01 11:52:28.455679,217,73,Flat,,3272.46
430,2024-10-01 11:52:28.455679,296,73,Flat,,3186.51
430,2024-11-01 11:52:28.455679,381,73,Flat,,3485.13
430,2024-12-01 11:52:28.455679,239,73,Flat,,3512.56
430,2025-01-01 11:52:28.455679,278,73,Flat,,3593.67
430,2025-02-01 11:52:28.455679,284,73,Flat,,3122.95
430,2025-03-01 11:52:28.455679,349,73,Flat,,3634.79
430,2025-04-01 11:52:28.455679,308,73,Flat,,3638.36
431,2024-05-01 11:52:28.455679,247,73,House,,3544.9
431,2024-06-01 11:52:28.455679,290,73,House,,3375.81
431,2024-07-01 11:52:28.455679,317,73,House,,3521.69
431,2024-08-01 11:52:28.455679,277,73,House,,3427.91
431,2024-09-01 11:52:28.455679,362,73,House,,3653.7
431,2024-10-01 11:52:28.455679,235,73,House,,3386.69
431,2024-11-01 11:52:28.455679,259,73,House,,3481.6
431,2024-12-01 11:52:28.455679,343,73,House,,3112.34
431,2025-01-01 11:52:28.455679,261,73,House,,3521.06
431,2025-02-01 11:52:28.455679,211,73,House,,3310.09
431,2025-03-01 11:52:28.455679,271,73,House,,3562.49
431,2025-04-01 11:52:28.455679,341,73,House,,3617.68
432,2024-05-01 11:52:28.455679,302,73,Flat,,3338.01
432,2024-06-01 11:52:28.455679,330,73,Flat,,3466.24
432,2024-07-01 11:52:28.455679,301,73,Flat,,3494.9
432,2024-08-01 11:52:28.455679,300,73,Flat,,3533.61
432,2024-09-01 11:52:28.455679,409,73,Flat,,3617.97
432,2024-10-01 11:52:28.455679,384,73,Flat,,3591.8
432,2024-11-01 11:52:28.455679,341,73,Flat,,3384.02
432,2024-12-01 11:52:28.455679,439,73,Flat,,3779.66
432,2025-01-01 11:52:28.455679,289,73,Flat,,3610.4
432,2025-02-01 11:52:28.455679,292,73,Flat,,3741.03
432,2025-03-01 11:52:28.455679,304,73,Flat,,3529.34
432,2025-04-01 11:52:28.455679,370,73,Flat,,3541.16
433,2024-05-01 11:52:28.455679,292,73,Flat,,3436.56
433,2024-06-01 11:52:28.455679,354,73,Flat,,3371.25
433,2024-07-01 11:52:28.455679,286,73,Flat,,3655.07
433,2024-08-01 11:52:28.455679,346,73,Flat,,3512.92
433,2024-09-01 11:52:28.455679,322,73,Flat,,3433.69
433,2024-10-01 11:52:28.455679,272,73,Flat,,3255.48
433,2024-11-01 11:52:28.455679,256,73,Flat,,3771.02
433,2024-12-01 11:52:28.455679,291,73,Flat,,3482.53
433,2025-01-01 11:52:28.455679,356,73,Flat,,3214.66
433,2025-02-01 11:52:28.455679,196,73,Flat,,3476.28
433,2025-03-01 11:52:28.455679,291,73,Flat,,3419.82
433,2025-04-01 11:52:28.455679,265,73,Flat,,3411.61
434,2024-05-01 11:52:28.455679,288,73,Block of Flats,,3575.25
434,2024-06-01 11:52:28.455679,273,73,Block of Flats,,3420.09
434,2024-07-01 11:52:28.455679,319,73,Block of Flats,,3398.9
434,2024-08-01 11:52:28.455679,211,73,Block of Flats,,3732.48
434,2024-09-01 11:52:28.455679,346,73,Block of Flats,,3112.09
434,2024-10-01 11:52:28.455679,236,73,Block of Flats,,3449.72
434,2024-11-01 11:52:28.455679,376,73,Block of Flats,,3645.77
434,2024-12-01 11:52:28.455679,339,73,Block of Flats,,3585.39
434,2025-01-01 11:52:28.455679,297,73,Block of Flats,,3664.01
434,2025-02-01 11:52:28.455679,275,73,Block of Flats,,3864.31
434,2025-03-01 11:52:28.455679,357,73,Block of Flats,,3799.79
434,2025-04-01 11:52:28.455679,279,73,Block of Flats,,3228.89
435,2024-05-01 11:52:28.455679,260,73,House,,3137.86
435,2024-06-01 11:52:28.455679,383,73,House,,3525.37
435,2024-07-01 11:52:28.455679,367,73,House,,3189.18
435,2024-08-01 11:52:28.455679,240,73,House,,3074.71
435,2024-09-01 11:52:28.455679,326,73,House,,3523.25
435,2024-10-01 11:52:28.455679,236,73,House,,3573.41
435,2024-11-01 11:52:28.455679,311,73,House,,3802.23
435,2024-12-01 11:52:28.455679,285,73,House,,3613.69
435,2025-01-01 11:52:28.455679,363,73,House,,3843.91
435,2025-02-01 11:52:28.455679,306,73,House,,3531.11
435,2025-03-01 11:52:28.455679,350,73,House,,3232.75
435,2025-04-01 11:52:28.455679,283,73,House,,3624.44
436,2024-05-01 11:52:28.455679,243,73,Block of Flats,,3726.86
436,2024-06-01 11:52:28.455679,325,73,Block of Flats,,3538.22
436,2024-07-01 11:52:28.455679,295,73,Block of Flats,,3750.11
436,2024-08-01 11:52:28.455679,363,73,Block of Flats,,3435.35
436,2024-09-01 11:52:28.455679,222,73,Block of Flats,,3569.18
436,2024-10-01 11:52:28.455679,285,73,Block of Flats,,3425.13
436,2024-11-01 11:52:28.455679,310,73,Block of Flats,,3935.81
436,2024-12-01 11:52:28.455679,280,73,Block of Flats,,3628.25
436,2025-01-01 11:52:28.455679,280,73,Block of Flats,,3236.66
436,2025-02-01 11:52:28.455679,235,73,Block of Flats,,3830.52
436,2025-03-01 11:52:28.455679,285,73,Block of Flats,,3313.36
436,2025-04-01 11:52:28.455679,388,73,Block of Flats,,3462.74
437,2024-05-01 11:52:28.455679,285,73,House,,3553.66
437,2024-06-01 11:52:28.455679,374,73,House,,3570.0
437,2024-07-01 11:52:28.455679,304,73,House,,3556.74
437,2024-08-01 11:52:28.455679,236,73,House,,3233.39
437,2024-09-01 11:52:28.455679,225,73,House,,3557.41
437,2024-10-01 11:52:28.455679,278,73,House,,3680.13
437,2024-11-01 11:52:28.455679,253,73,House,,3674.37
437,2024-12-01 11:52:28.455679,335,73,House,,3199.64
437,2025-01-01 11:52:28.455679,231,73,House,,3328.87
437,2025-02-01 11:52:28.455679,221,73,House,,3251.1
437,2025-03-01 11:52:28.455679,273,73,House,,3527.96
437,2025-04-01 11:52:28.455679,249,73,House,,3149.67
438,2024-05-01 11:52:28.455679,237,73,Flat,,3235.45
438,2024-06-01 11:52:28.455679,303,73,Flat,,3326.97
438,2024-07-01 11:52:28.455679,207,73,Flat,,3100.64
438,2024-08-01 11:52:28.455679,273,73,Flat,,3454.44
438,2024-09-01 11:52:28.455679,311,73,Flat,,3038.7
438,2024-10-01 11:52:28.455679,288,73,Flat,,3557.07
438,2024-11-01 11:52:28.455679,283,73,Flat,,3380.6
438,2024-12-01 11:52:28.455679,244,73,Flat,,3335.2
438,2025-01-01 11:52:28.455679,358,73,Flat,,3367.85
438,2025-02-01 11:52:28.455679,275,73,Flat,,3447.92
438,2025-03-01 11:52:28.455679,334,73,Flat,,3578.57
438,2025-04-01 11:52:28.455679,244,73,Flat,,3723.42
439,2024-05-01 11:52:28.455679,245,73,House,,3662.78
439,2024-06-01 11:52:28.455679,347,73,House,,3906.34
439,2024-07-01 11:52:28.455679,259,73,House,,3595.06
439,2024-08-01 11:52:28.455679,312,73,House,,3488.06
439,2024-09-01 11:52:28.455679,221,73,House,,3368.59
439,2024-10-01 11:52:28.455679,297,73,House,,3375.24
439,2024-11-01 11:52:28.455679,283,73,House,,3567.81
439,2024-12-01 11:52:28.455679,292,73,House,,3260.11
439,2025-01-01 11:52:28.455679,196,73,House,,3505.8
439,2025-02-01 11:52:28.455679,254,73,House,,3456.23
439,2025-03-01 11:52:28.455679,273,73,House,,3314.38
439,2025-04-01 11:52:28.455679,253,73,House,,3249.76
440,2024-05-01 11:52:28.455679,274,73,House,,3964.94
440,2024-06-01 11:52:28.455679,345,73,House,,3180.69
440,2024-07-01 11:52:28.455679,286,73,House,,3446.45
440,2024-08-01 11:52:28.455679,254,73,House,,3704.52
440,2024-09-01 11:52:28.455679,242,73,House,,3565.81
440,2024-10-01 11:52:28.455679,306,73,House,,3365.29
440,2024-11-01 11:52:28.455679,305,73,House,,3221.57
440,2024-12-01 11:52:28.455679,193,73,House,,3485.96
440,2025-01-01 11:52:28.455679,352,73,House,,2932.1
440,2025-02-01 11:52:28.455679,240,73,House,,3493.97
440,2025-03-01 11:52:28.455679,440,73,House,,3466.97
440,2025-04-01 11:52:28.455679,364,73,House,,3674.02
441,2024-05-01 11:52:28.455679,283,73,Flat,,3231.33
441,2024-06-01 11:52:28.455679,326,73,Flat,,3395.31
441,2024-07-01 11:52:28.455679,250,73,Flat,,3547.38
441,2024-08-01 11:52:28.455679,326,73,Flat,,3501.11
441,2024-09-01 11:52:28.455679,307,73,Flat,,3191.47
441,2024-10-01 11:52:28.455679,311,73,Flat,,3330.5
441,2024-11-01 11:52:28.455679,308,73,Flat,,3739.98
441,2024-12-01 11:52:28.455679,369,73,Flat,,3511.87
441,2025-01-01 11:52:28.455679,307,73,Flat,,3127.18
441,2025-02-01 11:52:28.455679,357,73,Flat,,3636.65
441,2025-03-01 11:52:28.455679,343,73,Flat,,3140.15
441,2025-04-01 11:52:28.455679,370,73,Flat,,3398.6
442,2024-05-01 11:52:28.455679,301,73,House,,3572.66
442,2024-06-01 11:52:28.455679,256,73,House,,3702.74
442,2024-07-01 11:52:28.455679,320,73,House,,2992.42
442,2024-08-01 11:52:28.455679,329,73,House,,3602.32
442,2024-09-01 11:52:28.455679,256,73,House,,3632.34
442,2024-10-01 11:52:28.455679,375,73,House,,3348.6
442,2024-11-01 11:52:28.455679,257,73,House,,3478.18
442,2024-12-01 11:52:28.455679,277,73,House,,2849.61
442,2025-01-01 11:52:28.455679,225,73,House,,2910.4
442,2025-02-01 11:52:28.455679,212,73,House,,3681.71
442,2025-03-01 11:52:28.455679,259,73,House,,3352.22
442,2025-04-01 11:52:28.455679,367,73,House,,3390.76
443,2024-05-01 11:52:28.455679,301,73,Flat,,3506.94
443,2024-06-01 11:52:28.455679,303,73,Flat,,3386.81
443,2024-07-01 11:52:28.455679,276,73,Flat,,3368.26
443,2024-08-01 11:52:28.455679,328,73,Flat,,3538.9
443,2024-09-01 11:52:28.455679,293,73,Flat,,3160.89
443,2024-10-01 11:52:28.455679,248,73,Flat,,3691.98
443,2024-11-01 11:52:28.455679,296,73,Flat,,3413.95
443,2024-12-01 11:52:28.455679,201,73,Flat,,3258.87
443,2025-01-01 11:52:28.455679,345,73,Flat,,3231.96
443,2025-02-01 11:52:28.455679,230,73,Flat,,3468.53
443,2025-03-01 11:52:28.455679,315,73,Flat,,3398.73
443,2025-04-01 11:52:28.455679,206,73,Flat,,3150.23
444,2024-05-01 11:52:28.455679,256,73,Flat,,3339.63
444,2024-06-01 11:52:28.455679,255,73,Flat,,3298.16
444,2024-07-01 11:52:28.455679,305,73,Flat,,3712.37
444,2024-08-01 11:52:28.455679,311,73,Flat,,3486.09
444,2024-09-01 11:52:28.455679,275,73,Flat,,3773.87
444,2024-10-01 11:52:28.455679,273,73,Flat,,3318.01
444,2024-11-01 11:52:28.455679,372,73,Flat,,3401.77
444,2024-12-01 11:52:28.455679,267,73,Flat,,3537.31
444,2025-01-01 11:52:28.455679,293,73,Flat,,3580.83
444,2025-02-01 11:52:28.455679,282,73,Flat,,3604.2
444,2025-03-01 11:52:28.455679,327,73,Flat,,3282.44
444,2025-04-01 11:52:28.455679,254,73,Flat,,3288.06
445,2024-05-01 11:52:28.455679,407,73,House,,3388.92
445,2024-06-01 11:52:28.455679,384,73,House,,3756.18
445,2024-07-01 11:52:28.455679,306,73,House,,3259.86
445,2024-08-01 11:52:28.455679,228,73,House,,3354.61
445,2024-09-01 11:52:28.455679,215,73,House,,3605.97
445,2024-10-01 11:52:28.455679,271,73,House,,3595.27
445,2024-11-01 11:52:28.455679,348,73,House,,3571.08
445,2024-12-01 11:52:28.455679,259,73,House,,3476.17
445,2025-01-01 11:52:28.455679,289,73,House,,3246.97
445,2025-02-01 11:52:28.455679,324,73,House,,3321.84
445,2025-03-01 11:52:28.455679,285,73,House,,3685.3
445,2025-04-01 11:52:28.455679,317,73,House,,3614.73
446,2024-05-01 11:52:28.455679,197,73,Flat,,3193.0
446,2024-06-01 11:52:28.455679,258,73,Flat,,3633.89
446,2024-07-01 11:52:28.455679,375,73,Flat,,3721.76
446,2024-08-01 11:52:28.455679,280,73,Flat,,3470.77
446,2024-09-01 11:52:28.455679,323,73,Flat,,3545.26
446,2024-10-01 11:52:28.455679,244,73,Flat,,3662.3
446,2024-11-01 11:52:28.455679,317,73,Flat,,3320.86
446,2024-12-01 11:52:28.455679,287,73,Flat,,3925.92
446,2025-01-01 11:52:28.455679,338,73,Flat,,3704.62
446,2025-02-01 11:52:28.455679,370,73,Flat,,3564.81
446,2025-03-01 11:52:28.455679,305,73,Flat,,3453.1
446,2025-04-01 11:52:28.455679,361,73,Flat,,3558.96
447,2024-05-01 11:52:28.455679,244,73,Flat,,3147.94
447,2024-06-01 11:52:28.455679,248,73,Flat,,3876.42
447,2024-07-01 11:52:28.455679,383,73,Flat,,3685.78
447,2024-08-01 11:52:28.455679,298,73,Flat,,3752.8
447,2024-09-01 11:52:28.455679,360,73,Flat,,3466.15
447,2024-10-01 11:52:28.455679,239,73,Flat,,3387.94
447,2024-11-01 11:52:28.455679,237,73,Flat,,3325.14
447,2024-12-01 11:52:28.455679,283,73,Flat,,3622.71
447,2025-01-01 11:52:28.455679,302,73,Flat,,3357.49
447,2025-02-01 11:52:28.455679,236,73,Flat,,3422.53
447,2025-03-01 11:52:28.455679,239,73,Flat,,3569.28
447,2025-04-01 11:52:28.455679,268,73,Flat,,3328.13
448,2024-05-01 11:52:28.455679,207,73,Flat,,3668.79
448,2024-06-01 11:52:28.455679,307,73,Flat,,3456.45
448,2024-07-01 11:52:28.455679,297,73,Flat,,3158.38
448,2024-08-01 11:52:28.455679,379,73,Flat,,3326.0
448,2024-09-01 11:52:28.455679,310,73,Flat,,3721.64
448,2024-10-01 11:52:28.455679,277,73,Flat,,3272.6
448,2024-11-01 11:52:28.455679,257,73,Flat,,3638.82
448,2024-12-01 11:52:28.455679,368,73,Flat,,3484.33
448,2025-01-01 11:52:28.455679,324,73,Flat,,3425.66
448,2025-02-01 11:52:28.455679,293,73,Flat,,3962.52
448,2025-03-01 11:52:28.455679,312,73,Flat,,3203.16
448,2025-04-01 11:52:28.455679,252,73,Flat,,3311.97
449,2024-05-01 11:52:28.455679,313,73,House,,3455.31
449,2024-06-01 11:52:28.455679,351,73,House,,3943.15
449,2024-07-01 11:52:28.455679,328,73,House,,3455.78
449,2024-08-01 11:52:28.455679,300,73,House,,3514.85
449,2024-09-01 11:52:28.455679,303,73,House,,3392.83
449,2024-10-01 11:52:28.455679,299,73,House,,3531.73
449,2024-11-01 11:52:28.455679,337,73,House,,3405.24
449,2024-12-01 11:52:28.455679,369,73,House,,3599.06
449,2025-01-01 11:52:28.455679,325,73,House,,3614.84
449,2025-02-01 11:52:28.455679,293,73,House,,3413.18
449,2025-03-01 11:52:28.455679,245,73,House,,3234.9
449,2025-04-01 11:52:28.455679,374,73,House,,3478.71
450,2024-05-01 11:52:28.455679,299,73,Flat,,3740.42
450,2024-06-01 11:52:28.455679,308,73,Flat,,3294.67
450,2024-07-01 11:52:28.455679,242,73,Flat,,3526.78
450,2024-08-01 11:52:28.455679,364,73,Flat,,3218.85
450,2024-09-01 11:52:28.455679,293,73,Flat,,3252.04
450,2024-10-01 11:52:28.455679,347,73,Flat,,3720.07
450,2024-11-01 11:52:28.455679,260,73,Flat,,3598.31
450,2024-12-01 11:52:28.455679,234,73,Flat,,3529.79
450,2025-01-01 11:52:28.455679,271,73,Flat,,2995.65
450,2025-02-01 11:52:28.455679,281,73,Flat,,3349.42
450,2025-03-01 11:52:28.455679,338,73,Flat,,3581.36
450,2025-04-01 11:52:28.455679,264,73,Flat,,3170.19
451,2024-05-01 11:52:28.455679,339,73,Flat,,3389.22
451,2024-06-01 11:52:28.455679,283,73,Flat,,3613.33
451,2024-07-01 11:52:28.455679,359,73,Flat,,3157.77
451,2024-08-01 11:52:28.455679,263,73,Flat,,3124.14
451,2024-09-01 11:52:28.455679,304,73,Flat,,3161.23
451,2024-10-01 11:52:28.455679,293,73,Flat,,3526.9
451,2024-11-01 11:52:28.455679,285,73,Flat,,3348.6
451,2024-12-01 11:52:28.455679,266,73,Flat,,3635.61
451,2025-01-01 11:52:28.455679,278,73,Flat,,3484.2
451,2025-02-01 11:52:28.455679,270,73,Flat,,3836.11
451,2025-03-01 11:52:28.455679,322,73,Flat,,3212.5
451,2025-04-01 11:52:28.455679,306,73,Flat,,3526.35
452,2024-05-01 11:52:28.455679,269,73,House,,3300.96
452,2024-06-01 11:52:28.455679,248,73,House,,3580.04
452,2024-07-01 11:52:28.455679,272,73,House,,3483.99
452,2024-08-01 11:52:28.455679,380,73,House,,3261.38
452,2024-09-01 11:52:28.455679,337,73,House,,3428.57
452,2024-10-01 11:52:28.455679,289,73,House,,3474.62
452,2024-11-01 11:52:28.455679,237,73,House,,3340.14
452,2024-12-01 11:52:28.455679,269,73,House,,3605.43
452,2025-01-01 11:52:28.455679,423,73,House,,3253.78
452,2025-02-01 11:52:28.455679,312,73,House,,3878.2
452,2025-03-01 11:52:28.455679,316,73,House,,3650.74
452,2025-04-01 11:52:28.455679,269,73,House,,3529.75
453,2024-05-01 11:52:28.455679,318,73,Flat,,4029.06
453,2024-06-01 11:52:28.455679,296,73,Flat,,3398.14
453,2024-07-01 11:52:28.455679,263,73,Flat,,3582.28
453,2024-08-01 11:52:28.455679,333,73,Flat,,3504.54
453,2024-09-01 11:52:28.455679,324,73,Flat,,3619.49
453,2024-10-01 11:52:28.455679,304,73,Flat,,3759.22
453,2024-11-01 11:52:28.455679,308,73,Flat,,3569.79
453,2024-12-01 11:52:28.455679,382,73,Flat,,3668.36
453,2025-01-01 11:52:28.455679,185,73,Flat,,3349.92
453,2025-02-01 11:52:28.455679,188,73,Flat,,3418.77
453,2025-03-01 11:52:28.455679,272,73,Flat,,3787.66
453,2025-04-01 11:52:28.455679,333,73,Flat,,3579.37
454,2024-05-01 11:52:28.455679,320,73,Flat,,3509.66
454,2024-06-01 11:52:28.455679,284,73,Flat,,3309.35
454,2024-07-01 11:52:28.455679,184,73,Flat,,3653.32
454,2024-08-01 11:52:28.455679,329,73,Flat,,3303.71
454,2024-09-01 11:52:28.455679,383,73,Flat,,3244.77
454,2024-10-01 11:52:28.455679,391,73,Flat,,3482.99
454,2024-11-01 11:52:28.455679,301,73,Flat,,2979.5
454,2024-12-01 11:52:28.455679,366,73,Flat,,3582.22
454,2025-01-01 11:52:28.455679,395,73,Flat,,3535.39
454,2025-02-01 11:52:28.455679,287,73,Flat,,3389.44
454,2025-03-01 11:52:28.455679,290,73,Flat,,3407.58
454,2025-04-01 11:52:28.455679,306,73,Flat,,3436.14
455,2024-05-01 11:52:28.455679,229,73,House,,3302.17
455,2024-06-01 11:52:28.455679,298,73,House,,3496.91
455,2024-07-01 11:52:28.455679,265,73,House,,3410.12
455,2024-08-01 11:52:28.455679,391,73,House,,3482.49
455,2024-09-01 11:52:28.455679,301,73,House,,3428.85
455,2024-10-01 11:52:28.455679,282,73,House,,3389.49
455,2024-11-01 11:52:28.455679,393,73,House,,3515.7
455,2024-12-01 11:52:28.455679,405,73,House,,3616.22
455,2025-01-01 11:52:28.455679,294,73,House,,3355.05
455,2025-02-01 11:52:28.455679,268,73,House,,3539.09
455,2025-03-01 11:52:28.455679,311,73,House,,3563.89
455,2025-04-01 11:52:28.455679,306,73,House,,3203.23
456,2024-05-01 11:52:28.455679,311,73,Flat,,3655.31
456,2024-06-01 11:52:28.455679,143,73,Flat,,3871.29
456,2024-07-01 11:52:28.455679,373,73,Flat,,3442.38
456,2024-08-01 11:52:28.455679,225,73,Flat,,3425.76
456,2024-09-01 11:52:28.455679,306,73,Flat,,3417.4
456,2024-10-01 11:52:28.455679,319,73,Flat,,3584.12
456,2024-11-01 11:52:28.455679,250,73,Flat,,3562.16
456,2024-12-01 11:52:28.455679,290,73,Flat,,3141.87
456,2025-01-01 11:52:28.455679,365,73,Flat,,3286.78
456,2025-02-01 11:52:28.455679,335,73,Flat,,3561.46
456,2025-03-01 11:52:28.455679,321,73,Flat,,3431.0
456,2025-04-01 11:52:28.455679,300,73,Flat,,3226.78
457,2024-05-01 11:52:28.455679,284,73,House,,3760.05
457,2024-06-01 11:52:28.455679,293,73,House,,3300.06
457,2024-07-01 11:52:28.455679,342,73,House,,3467.16
457,2024-08-01 11:52:28.455679,315,73,House,,3425.7
457,2024-09-01 11:52:28.455679,192,73,House,,3244.26
457,2024-10-01 11:52:28.455679,299,73,House,,3496.99
457,2024-11-01 11:52:28.455679,284,73,House,,3538.42
457,2024-12-01 11:52:28.455679,306,73,House,,3366.46
457,2025-01-01 11:52:28.455679,309,73,House,,3392.76
457,2025-02-01 11:52:28.455679,351,73,House,,3580.1
457,2025-03-01 11:52:28.455679,237,73,House,,3064.97
457,2025-04-01 11:52:28.455679,262,73,House,,3291.0
458,2024-05-01 11:52:28.455679,325,73,House,,3502.69
458,2024-06-01 11:52:28.455679,302,73,House,,3354.65
458,2024-07-01 11:52:28.455679,299,73,House,,3351.79
458,2024-08-01 11:52:28.455679,215,73,House,,3640.34
458,2024-09-01 11:52:28.455679,325,73,House,,3333.34
458,2024-10-01 11:52:28.455679,353,73,House,,3855.84
458,2024-11-01 11:52:28.455679,238,73,House,,3109.1
458,2024-12-01 11:52:28.455679,283,73,House,,3017.6
458,2025-01-01 11:52:28.455679,370,73,House,,3635.79
458,2025-02-01 11:52:28.455679,263,73,House,,3263.21
458,2025-03-01 11:52:28.455679,276,73,House,,3266.59
458,2025-04-01 11:52:28.455679,260,73,House,,3656.95
459,2024-05-01 11:52:28.455679,300,73,Flat,,3360.55
459,2024-06-01 11:52:28.455679,328,73,Flat,,3642.07
459,2024-07-01 11:52:28.455679,274,73,Flat,,3337.92
459,2024-08-01 11:52:28.455679,331,73,Flat,,3532.51
459,2024-09-01 11:52:28.455679,290,73,Flat,,3357.72
459,2024-10-01 11:52:28.455679,231,73,Flat,,3276.04
459,2024-11-01 11:52:28.455679,300,73,Flat,,3806.12
459,2024-12-01 11:52:28.455679,376,73,Flat,,3683.29
459,2025-01-01 11:52:28.455679,323,73,Flat,,3314.67
459,2025-02-01 11:52:28.455679,260,73,Flat,,3424.32
459,2025-03-01 11:52:28.455679,205,73,Flat,,3755.25
459,2025-04-01 11:52:28.455679,213,73,Flat,,3262.36
460,2024-05-01 11:52:28.455679,252,73,Flat,,3273.18
460,2024-06-01 11:52:28.455679,334,73,Flat,,3554.01
460,2024-07-01 11:52:28.455679,301,73,Flat,,3914.1
460,2024-08-01 11:52:28.455679,295,73,Flat,,3470.77
460,2024-09-01 11:52:28.455679,351,73,Flat,,3669.96
460,2024-10-01 11:52:28.455679,304,73,Flat,,3256.51
460,2024-11-01 11:52:28.455679,292,73,Flat,,3532.21
460,2024-12-01 11:52:28.455679,395,73,Flat,,3388.08
460,2025-01-01 11:52:28.455679,354,73,Flat,,3833.33
460,2025-02-01 11:52:28.455679,252,73,Flat,,3779.74
460,2025-03-01 11:52:28.455679,311,73,Flat,,3915.88
460,2025-04-01 11:52:28.455679,319,73,Flat,,3320.9
461,2024-05-01 11:52:28.455679,328,73,House,,3467.1
461,2024-06-01 11:52:28.455679,297,73,House,,3535.03
461,2024-07-01 11:52:28.455679,301,73,House,,3328.71
461,2024-08-01 11:52:28.455679,286,73,House,,3486.21
461,2024-09-01 11:52:28.455679,325,73,House,,3641.8
461,2024-10-01 11:52:28.455679,282,73,House,,3349.93
461,2024-11-01 11:52:28.455679,363,73,House,,3319.33
461,2024-12-01 11:52:28.455679,267,73,House,,3306.07
461,2025-01-01 11:52:28.455679,339,73,House,,3191.26
461,2025-02-01 11:52:28.455679,272,73,House,,3630.8
461,2025-03-01 11:52:28.455679,373,73,House,,3318.87
461,2025-04-01 11:52:28.455679,307,73,House,,3297.78
462,2024-05-01 11:52:28.455679,372,73,Flat,,3565.81
462,2024-06-01 11:52:28.455679,261,73,Flat,,3457.88
462,2024-07-01 11:52:28.455679,349,73,Flat,,3354.89
462,2024-08-01 11:52:28.455679,309,73,Flat,,3622.13
462,2024-09-01 11:52:28.455679,372,73,Flat,,3346.91
462,2024-10-01 11:52:28.455679,205,73,Flat,,3024.61
462,2024-11-01 11:52:28.455679,314,73,Flat,,3726.65
462,2024-12-01 11:52:28.455679,296,73,Flat,,3294.36
462,2025-01-01 11:52:28.455679,296,73,Flat,,3316.21
462,2025-02-01 11:52:28.455679,202,73,Flat,,3317.09
462,2025-03-01 11:52:28.455679,236,73,Flat,,3471.92
462,2025-04-01 11:52:28.455679,367,73,Flat,,3405.15
463,2024-05-01 11:52:28.455679,263,73,Flat,,3657.61
463,2024-06-01 11:52:28.455679,274,73,Flat,,3789.02
463,2024-07-01 11:52:28.455679,308,73,Flat,,3324.16
463,2024-08-01 11:52:28.455679,349,73,Flat,,3272.4
463,2024-09-01 11:52:28.455679,300,73,Flat,,3355.62
463,2024-10-01 11:52:28.455679,286,73,Flat,,3547.81
463,2024-11-01 11:52:28.455679,349,73,Flat,,3436.73
463,2024-12-01 11:52:28.455679,305,73,Flat,,3359.92
463,2025-01-01 11:52:28.455679,351,73,Flat,,3200.6
463,2025-02-01 11:52:28.455679,331,73,Flat,,3018.22
463,2025-03-01 11:52:28.455679,350,73,Flat,,3259.06
463,2025-04-01 11:52:28.455679,222,73,Flat,,3712.88
464,2024-05-01 11:52:28.455679,266,73,Flat,,3547.2
464,2024-06-01 11:52:28.455679,262,73,Flat,,3421.69
464,2024-07-01 11:52:28.455679,212,73,Flat,,3605.96
464,2024-08-01 11:52:28.455679,219,73,Flat,,3202.42
464,2024-09-01 11:52:28.455679,214,73,Flat,,3471.35
464,2024-10-01 11:52:28.455679,286,73,Flat,,3102.73
464,2024-11-01 11:52:28.455679,253,73,Flat,,3529.2
464,2024-12-01 11:52:28.455679,339,73,Flat,,3511.9
464,2025-01-01 11:52:28.455679,241,73,Flat,,3516.66
464,2025-02-01 11:52:28.455679,334,73,Flat,,3693.52
464,2025-03-01 11:52:28.455679,340,73,Flat,,3615.2
464,2025-04-01 11:52:28.455679,239,73,Flat,,3218.22
465,2024-05-01 11:52:28.455679,233,73,Block of Flats,,3696.54
465,2024-06-01 11:52:28.455679,311,73,Block of Flats,,3418.11
465,2024-07-01 11:52:28.455679,265,73,Block of Flats,,3065.97
465,2024-08-01 11:52:28.455679,265,73,Block of Flats,,3438.25
465,2024-09-01 11:52:28.455679,260,73,Block of Flats,,3589.43
465,2024-10-01 11:52:28.455679,266,73,Block of Flats,,3257.23
