propertyid,valuation_date,property_value_gbp,valuation_method,valuer,estimated_monthly_rent_gbp,rental_yield_percent,property_type,property_age_years,bedrooms,estateid,blockid,year
393,2020-04-29,283000,Income Capitalization,Automated System,946,4.01,House,30.0,4,,19.0,2020
393,2021-04-29,297000,Automated Valuation Model,RICS Registered Valuer,1040,4.2,House,31.0,4,,19.0,2021
393,2022-04-29,307000,Income Capitalization,Automated System,1286,5.03,House,32.0,4,,19.0,2022
393,2023-04-29,318000,Income Capitalization,Independent Surveyor,1318,4.97,House,33.0,4,,19.0,2023
393,2024-04-28,331000,Cost Approach,Independent Surveyor,1321,4.79,House,34.0,4,,19.0,2024
393,2025-04-28,348000,Cost Approach,Internal Valuation Team,1266,4.36,House,35.0,4,,19.0,2025
394,2020-04-29,206000,Automated Valuation Model,RICS Registered Valuer,912,5.31,Flat,30.0,4,,21.0,2020
394,2021-04-29,214000,Comparative Market Analysis,Independent Surveyor,980,5.49,Flat,31.0,4,,21.0,2021
394,2022-04-29,229000,Comparative Market Analysis,RICS Registered Valuer,1034,5.42,Flat,32.0,4,,21.0,2022
394,2023-04-29,240000,Automated Valuation Model,Independent Surveyor,853,4.27,Flat,33.0,4,,21.0,2023
394,2024-04-28,258000,Income Capitalization,Automated System,929,4.32,Flat,34.0,4,,21.0,2024
394,2025-04-28,278000,Comparative Market Analysis,Automated System,1382,5.97,Flat,35.0,4,,21.0,2025
395,2020-04-29,144000,Income Capitalization,Independent Surveyor,599,4.99,Flat,30.0,2,,21.0,2020
395,2021-04-29,154000,Automated Valuation Model,"Jones, Hardy and Dale Valuations",714,5.56,Flat,31.0,2,,21.0,2021
395,2022-04-29,164000,Automated Valuation Model,RICS Registered Valuer,749,5.48,Flat,32.0,2,,21.0,2022
395,2023-04-29,170000,Comparative Market Analysis,RICS Registered Valuer,597,4.22,Flat,33.0,2,,21.0,2023
395,2024-04-28,176000,Income Capitalization,Internal Valuation Team,733,5.0,Flat,34.0,2,,21.0,2024
395,2025-04-28,187000,On-site Professional Valuation,Internal Valuation Team,730,4.68,Flat,35.0,2,,21.0,2025
396,2020-04-29,158000,Automated Valuation Model,Internal Valuation Team,603,4.58,Block of Flats,29.0,2,,18.0,2020
396,2021-04-29,169000,Income Capitalization,"Griffiths, Smith and Morgan Valuations",633,4.5,Block of Flats,30.0,2,,18.0,2021
396,2022-04-29,175000,Comparative Market Analysis,Independent Surveyor,665,4.56,Block of Flats,31.0,2,,18.0,2022
396,2023-04-29,189000,Automated Valuation Model,RICS Registered Valuer,708,4.49,Block of Flats,32.0,2,,18.0,2023
396,2024-04-28,200000,Comparative Market Analysis,"Chapman, Wood and Khan Valuations",928,5.57,Block of Flats,33.0,2,,18.0,2024
396,2025-04-28,212000,On-site Professional Valuation,RICS Registered Valuer,773,4.38,Block of Flats,34.0,2,,18.0,2025
397,2020-04-29,177000,Comparative Market Analysis,Independent Surveyor,629,4.26,Flat,30.0,4,,22.0,2020
397,2021-04-29,191000,Automated Valuation Model,Internal Valuation Team,932,5.86,Flat,31.0,4,,22.0,2021
397,2022-04-29,203000,Comparative Market Analysis,Automated System,707,4.18,Flat,32.0,4,,22.0,2022
397,2023-04-29,213000,Income Capitalization,RICS Registered Valuer,819,4.61,Flat,33.0,4,,22.0,2023
397,2024-04-28,223000,On-site Professional Valuation,Automated System,921,4.96,Flat,34.0,4,,22.0,2024
397,2025-04-28,237000,Cost Approach,Independent Surveyor,910,4.61,Flat,35.0,4,,22.0,2025
398,2020-04-29,182000,Automated Valuation Model,RICS Registered Valuer,713,4.7,House,30.0,1,,19.0,2020
398,2021-04-29,190000,Comparative Market Analysis,Internal Valuation Team,648,4.1,House,31.0,1,,19.0,2021
398,2022-04-29,197000,Income Capitalization,Independent Surveyor,901,5.49,House,32.0,1,,19.0,2022
398,2023-04-29,207000,Comparative Market Analysis,Automated System,1003,5.82,House,33.0,1,,19.0,2023
398,2024-04-28,215000,Cost Approach,Independent Surveyor,1056,5.9,House,34.0,1,,19.0,2024
398,2025-04-28,225000,Comparative Market Analysis,"Jones, Morton and Bailey Valuations",786,4.19,House,35.0,1,,19.0,2025
399,2020-04-29,129000,Cost Approach,Independent Surveyor,458,4.26,Flat,29.0,1,,18.0,2020
399,2021-04-29,138000,On-site Professional Valuation,Independent Surveyor,595,5.18,Flat,30.0,1,,18.0,2021
399,2022-04-29,143000,On-site Professional Valuation,Automated System,542,4.55,Flat,31.0,1,,18.0,2022
399,2023-04-29,148000,On-site Professional Valuation,Internal Valuation Team,520,4.21,Flat,32.0,1,,18.0,2023
399,2024-04-28,153000,Income Capitalization,RICS Registered Valuer,757,5.94,Flat,33.0,1,,18.0,2024
399,2025-04-28,163000,Comparative Market Analysis,"Jones, Murphy and Smith Valuations",795,5.85,Flat,34.0,1,,18.0,2025
400,2020-04-29,192000,Automated Valuation Model,RICS Registered Valuer,736,4.6,Flat,30.0,4,,21.0,2020
400,2021-04-29,203000,Income Capitalization,RICS Registered Valuer,729,4.31,Flat,31.0,4,,21.0,2021
400,2022-04-29,213000,On-site Professional Valuation,Independent Surveyor,963,5.42,Flat,32.0,4,,21.0,2022
400,2023-04-29,229000,Comparative Market Analysis,Automated System,935,4.9,Flat,33.0,4,,21.0,2023
400,2024-04-28,237000,On-site Professional Valuation,Internal Valuation Team,956,4.84,Flat,34.0,4,,21.0,2024
400,2025-04-28,246000,Income Capitalization,Independent Surveyor,932,4.55,Flat,35.0,4,,21.0,2025
401,2020-04-29,131000,Income Capitalization,Automated System,560,5.13,Flat,30.0,2,,20.0,2020
401,2021-04-29,138000,On-site Professional Valuation,Internal Valuation Team,582,5.06,Flat,31.0,2,,20.0,2021
401,2022-04-29,143000,Automated Valuation Model,Benson and Sons Valuations,656,5.5,Flat,32.0,2,,20.0,2022
401,2023-04-29,153000,Cost Approach,RICS Registered Valuer,612,4.8,Flat,33.0,2,,20.0,2023
401,2024-04-28,159000,Income Capitalization,"Adams, Wright and Jones Valuations",572,4.32,Flat,34.0,2,,20.0,2024
401,2025-04-28,170000,On-site Professional Valuation,Automated System,816,5.76,Flat,35.0,2,,20.0,2025
402,2020-04-29,224000,Cost Approach,Independent Surveyor,1016,5.44,House,30.0,2,,22.0,2020
402,2021-04-29,240000,Cost Approach,Gibson-Osborne Valuations,919,4.59,House,31.0,2,,22.0,2021
402,2022-04-29,249000,On-site Professional Valuation,RICS Registered Valuer,923,4.45,House,32.0,2,,22.0,2022
402,2023-04-29,260000,Cost Approach,RICS Registered Valuer,1144,5.28,House,33.0,2,,22.0,2023
402,2024-04-28,271000,Income Capitalization,RICS Registered Valuer,1260,5.58,House,34.0,2,,22.0,2024
402,2025-04-28,287000,Cost Approach,Graham-Wright Valuations,957,4.0,House,35.0,2,,22.0,2025
403,2020-04-29,134000,On-site Professional Valuation,Independent Surveyor,519,4.65,Flat,29.0,1,,18.0,2020
403,2021-04-29,143000,On-site Professional Valuation,Independent Surveyor,574,4.82,Flat,30.0,1,,18.0,2021
403,2022-04-29,149000,Comparative Market Analysis,Independent Surveyor,511,4.11,Flat,31.0,1,,18.0,2022
403,2023-04-29,156000,Income Capitalization,Independent Surveyor,771,5.93,Flat,32.0,1,,18.0,2023
403,2024-04-28,168000,On-site Professional Valuation,Internal Valuation Team,710,5.07,Flat,33.0,1,,18.0,2024
403,2025-04-28,179000,Cost Approach,Baldwin PLC Valuations,802,5.38,Flat,34.0,1,,18.0,2025
404,2020-04-29,145000,Income Capitalization,Independent Surveyor,681,5.63,Flat,29.0,2,,18.0,2020
404,2021-04-29,151000,Automated Valuation Model,RICS Registered Valuer,650,5.16,Flat,30.0,2,,18.0,2021
404,2022-04-29,159000,Automated Valuation Model,Independent Surveyor,723,5.46,Flat,31.0,2,,18.0,2022
404,2023-04-29,165000,Automated Valuation Model,RICS Registered Valuer,682,4.96,Flat,32.0,2,,18.0,2023
404,2024-04-28,174000,Income Capitalization,RICS Registered Valuer,817,5.63,Flat,33.0,2,,18.0,2024
404,2025-04-28,184000,Income Capitalization,Independent Surveyor,903,5.89,Flat,34.0,2,,18.0,2025
405,2020-04-29,169000,Income Capitalization,Automated System,609,4.33,Flat,30.0,4,,19.0,2020
405,2021-04-29,180000,Income Capitalization,Internal Valuation Team,656,4.38,Flat,31.0,4,,19.0,2021
405,2022-04-29,189000,Automated Valuation Model,Internal Valuation Team,773,4.91,Flat,32.0,4,,19.0,2022
405,2023-04-29,202000,Comparative Market Analysis,"Greenwood, Roberts and Bennett Valuations",720,4.27,Flat,33.0,4,,19.0,2023
405,2024-04-28,209000,Comparative Market Analysis,Internal Valuation Team,830,4.77,Flat,34.0,4,,19.0,2024
405,2025-04-28,223000,Comparative Market Analysis,RICS Registered Valuer,983,5.29,Flat,35.0,4,,19.0,2025
406,2020-04-29,181000,Income Capitalization,"Jones, Ellis and Akhtar Valuations",629,4.17,House,30.0,1,,19.0,2020
406,2021-04-29,187000,Comparative Market Analysis,Elliott LLC Valuations,925,5.93,House,31.0,1,,19.0,2021
406,2022-04-29,199000,Comparative Market Analysis,RICS Registered Valuer,776,4.68,House,32.0,1,,19.0,2022
406,2023-04-29,206000,Automated Valuation Model,RICS Registered Valuer,947,5.52,House,33.0,1,,19.0,2023
406,2024-04-28,216000,Income Capitalization,Internal Valuation Team,892,4.96,House,34.0,1,,19.0,2024
406,2025-04-28,228000,On-site Professional Valuation,Internal Valuation Team,862,4.53,House,35.0,1,,19.0,2025
407,2020-04-29,203000,On-site Professional Valuation,Independent Surveyor,692,4.09,House,30.0,2,,20.0,2020
407,2021-04-29,210000,Automated Valuation Model,RICS Registered Valuer,1010,5.77,House,31.0,2,,20.0,2021
407,2022-04-29,216000,Income Capitalization,Automated System,801,4.45,House,32.0,2,,20.0,2022
407,2023-04-29,227000,Cost Approach,RICS Registered Valuer,890,4.71,House,33.0,2,,20.0,2023
407,2024-04-28,244000,Comparative Market Analysis,Automated System,1092,5.37,House,34.0,2,,20.0,2024
407,2025-04-28,254000,Comparative Market Analysis,Independent Surveyor,893,4.22,House,35.0,2,,20.0,2025
408,2020-04-29,161000,Comparative Market Analysis,Independent Surveyor,702,5.23,Flat,30.0,3,,21.0,2020
408,2021-04-29,173000,Comparative Market Analysis,Gough LLC Valuations,842,5.84,Flat,31.0,3,,21.0,2021
408,2022-04-29,180000,Cost Approach,Chapman-Walters Valuations,729,4.86,Flat,32.0,3,,21.0,2022
408,2023-04-29,187000,Cost Approach,Kaur-Mitchell Valuations,756,4.85,Flat,33.0,3,,21.0,2023
408,2024-04-28,200000,Comparative Market Analysis,Independent Surveyor,783,4.7,Flat,34.0,3,,21.0,2024
408,2025-04-28,215000,Cost Approach,Internal Valuation Team,954,5.32,Flat,35.0,3,,21.0,2025
409,2020-04-29,198000,Income Capitalization,RICS Registered Valuer,944,5.72,Flat,30.0,4,,19.0,2020
409,2021-04-29,207000,Automated Valuation Model,Internal Valuation Team,825,4.78,Flat,31.0,4,,19.0,2021
409,2022-04-29,214000,Cost Approach,RICS Registered Valuer,866,4.85,Flat,32.0,4,,19.0,2022
409,2023-04-29,222000,Income Capitalization,Automated System,1108,5.99,Flat,33.0,4,,19.0,2023
409,2024-04-28,232000,Automated Valuation Model,Automated System,964,4.99,Flat,34.0,4,,19.0,2024
409,2025-04-28,246000,Income Capitalization,RICS Registered Valuer,1081,5.27,Flat,35.0,4,,19.0,2025
410,2020-04-29,284000,On-site Professional Valuation,Burke-Price Valuations,1207,5.1,House,30.0,4,,22.0,2020
410,2021-04-29,300000,Income Capitalization,Automated System,1268,5.07,House,31.0,4,,22.0,2021
410,2022-04-29,310000,On-site Professional Valuation,"Thomas, Smith and Davis Valuations",1403,5.43,House,32.0,4,,22.0,2022
410,2023-04-29,331000,Income Capitalization,Internal Valuation Team,1551,5.62,House,33.0,4,,22.0,2023
410,2024-04-28,345000,Comparative Market Analysis,Independent Surveyor,1152,4.01,House,34.0,4,,22.0,2024
410,2025-04-28,365000,Comparative Market Analysis,Internal Valuation Team,1799,5.92,House,35.0,4,,22.0,2025
411,2020-04-29,203000,Income Capitalization,Independent Surveyor,799,4.72,Flat,30.0,4,,19.0,2020
411,2021-04-29,214000,On-site Professional Valuation,Automated System,1011,5.67,Flat,31.0,4,,19.0,2021
411,2022-04-29,223000,Comparative Market Analysis,RICS Registered Valuer,1051,5.66,Flat,32.0,4,,19.0,2022
411,2023-04-29,231000,Income Capitalization,Automated System,1038,5.39,Flat,33.0,4,,19.0,2023
411,2024-04-28,246000,Automated Valuation Model,Independent Surveyor,1105,5.39,Flat,34.0,4,,19.0,2024
411,2025-04-28,254000,On-site Professional Valuation,Internal Valuation Team,892,4.21,Flat,35.0,4,,19.0,2025
412,2020-04-29,122000,Income Capitalization,Internal Valuation Team,527,5.19,Flat,30.0,1,,22.0,2020
412,2021-04-29,127000,Income Capitalization,Internal Valuation Team,453,4.28,Flat,31.0,1,,22.0,2021
412,2022-04-29,130000,Automated Valuation Model,RICS Registered Valuer,613,5.66,Flat,32.0,1,,22.0,2022
412,2023-04-29,139000,Income Capitalization,"Palmer, Baldwin and Day Valuations",572,4.94,Flat,33.0,1,,22.0,2023
412,2024-04-28,148000,Automated Valuation Model,Independent Surveyor,567,4.6,Flat,34.0,1,,22.0,2024
412,2025-04-28,156000,Comparative Market Analysis,Independent Surveyor,688,5.29,Flat,35.0,1,,22.0,2025
413,2020-04-29,133000,Comparative Market Analysis,Whittaker-Wright Valuations,457,4.12,Flat,30.0,2,,20.0,2020
413,2021-04-29,142000,Comparative Market Analysis,Automated System,592,5.01,Flat,31.0,2,,20.0,2021
413,2022-04-29,152000,Automated Valuation Model,James-Finch Valuations,679,5.36,Flat,32.0,2,,20.0,2022
413,2023-04-29,162000,On-site Professional Valuation,Jones-Williamson Valuations,610,4.52,Flat,33.0,2,,20.0,2023
413,2024-04-28,169000,Income Capitalization,Independent Surveyor,627,4.45,Flat,34.0,2,,20.0,2024
413,2025-04-28,183000,Income Capitalization,RICS Registered Valuer,769,5.04,Flat,35.0,2,,20.0,2025
414,2020-04-29,252000,Automated Valuation Model,RICS Registered Valuer,864,4.11,House,29.0,3,,18.0,2020
414,2021-04-29,270000,On-site Professional Valuation,Internal Valuation Team,1339,5.95,House,30.0,3,,18.0,2021
414,2022-04-29,289000,Cost Approach,Automated System,1189,4.94,House,31.0,3,,18.0,2022
414,2023-04-29,310000,Cost Approach,Automated System,1118,4.33,House,32.0,3,,18.0,2023
414,2024-04-28,322000,Comparative Market Analysis,Independent Surveyor,1132,4.22,House,33.0,3,,18.0,2024
414,2025-04-28,341000,Comparative Market Analysis,RICS Registered Valuer,1618,5.69,House,34.0,3,,18.0,2025
415,2020-04-29,158000,Comparative Market Analysis,RICS Registered Valuer,669,5.08,Flat,30.0,3,,20.0,2020
415,2021-04-29,167000,Cost Approach,RICS Registered Valuer,767,5.51,Flat,31.0,3,,20.0,2021
415,2022-04-29,177000,Comparative Market Analysis,RICS Registered Valuer,778,5.28,Flat,32.0,3,,20.0,2022
415,2023-04-29,185000,On-site Professional Valuation,Internal Valuation Team,918,5.95,Flat,33.0,3,,20.0,2023
415,2024-04-28,196000,Comparative Market Analysis,Internal Valuation Team,911,5.58,Flat,34.0,3,,20.0,2024
415,2025-04-28,204000,Comparative Market Analysis,Independent Surveyor,1001,5.89,Flat,35.0,3,,20.0,2025
416,2020-04-29,271000,On-site Professional Valuation,RICS Registered Valuer,1336,5.92,House,30.0,3,,21.0,2020
416,2021-04-29,283000,Cost Approach,RICS Registered Valuer,1128,4.78,House,31.0,3,,21.0,2021
416,2022-04-29,302000,Automated Valuation Model,Archer Ltd Valuations,1056,4.19,House,32.0,3,,21.0,2022
416,2023-04-29,312000,Income Capitalization,Internal Valuation Team,1460,5.61,House,33.0,3,,21.0,2023
416,2024-04-28,331000,On-site Professional Valuation,Internal Valuation Team,1314,4.76,House,34.0,3,,21.0,2024
416,2025-04-28,346000,Automated Valuation Model,Internal Valuation Team,1241,4.3,House,35.0,3,,21.0,2025
417,2020-04-29,132000,Income Capitalization,RICS Registered Valuer,461,4.19,Flat,30.0,1,,19.0,2020
417,2021-04-29,141000,Income Capitalization,Collins LLC Valuations,624,5.31,Flat,31.0,1,,19.0,2021
417,2022-04-29,149000,On-site Professional Valuation,Independent Surveyor,678,5.46,Flat,32.0,1,,19.0,2022
417,2023-04-29,157000,Cost Approach,Independent Surveyor,558,4.26,Flat,33.0,1,,19.0,2023
417,2024-04-28,167000,Comparative Market Analysis,Automated System,818,5.88,Flat,34.0,1,,19.0,2024
417,2025-04-28,174000,On-site Professional Valuation,Internal Valuation Team,869,5.99,Flat,35.0,1,,19.0,2025
418,2020-04-29,157000,Automated Valuation Model,Internal Valuation Team,672,5.13,Flat,30.0,2,,21.0,2020
418,2021-04-29,168000,Cost Approach,"Watts, Jones and Brooks Valuations",600,4.29,Flat,31.0,2,,21.0,2021
418,2022-04-29,180000,Comparative Market Analysis,Automated System,839,5.59,Flat,32.0,2,,21.0,2022
418,2023-04-29,187000,Cost Approach,RICS Registered Valuer,721,4.63,Flat,33.0,2,,21.0,2023
418,2024-04-28,193000,Cost Approach,Internal Valuation Team,829,5.15,Flat,34.0,2,,21.0,2024
418,2025-04-28,199000,Automated Valuation Model,Independent Surveyor,899,5.42,Flat,35.0,2,,21.0,2025
419,2020-04-29,205000,Automated Valuation Model,RICS Registered Valuer,1018,5.96,Flat,30.0,4,,22.0,2020
419,2021-04-29,221000,Automated Valuation Model,Internal Valuation Team,1095,5.94,Flat,31.0,4,,22.0,2021
419,2022-04-29,231000,Automated Valuation Model,Lawrence-Lynch Valuations,880,4.57,Flat,32.0,4,,22.0,2022
419,2023-04-29,249000,Cost Approach,Swift-Thomas Valuations,884,4.26,Flat,33.0,4,,22.0,2023
419,2024-04-28,267000,Cost Approach,Internal Valuation Team,1314,5.9,Flat,34.0,4,,22.0,2024
419,2025-04-28,284000,Cost Approach,Internal Valuation Team,1186,5.01,Flat,35.0,4,,22.0,2025
420,2020-04-29,147000,Income Capitalization,Simpson and Sons Valuations,648,5.29,Flat,30.0,2,,20.0,2020
420,2021-04-29,151000,Cost Approach,Automated System,718,5.71,Flat,31.0,2,,20.0,2021
420,2022-04-29,157000,Comparative Market Analysis,RICS Registered Valuer,628,4.8,Flat,32.0,2,,20.0,2022
420,2023-04-29,165000,Comparative Market Analysis,Independent Surveyor,677,4.92,Flat,33.0,2,,20.0,2023
420,2024-04-28,174000,Automated Valuation Model,Internal Valuation Team,766,5.28,Flat,34.0,2,,20.0,2024
420,2025-04-28,180000,Automated Valuation Model,Automated System,820,5.46,Flat,35.0,2,,20.0,2025
421,2020-04-29,156000,Cost Approach,Independent Surveyor,605,4.66,Flat,30.0,3,,19.0,2020
421,2021-04-29,168000,Automated Valuation Model,Internal Valuation Team,696,4.97,Flat,31.0,3,,19.0,2021
421,2022-04-29,176000,Income Capitalization,Automated System,598,4.08,Flat,32.0,3,,19.0,2022
421,2023-04-29,182000,On-site Professional Valuation,Internal Valuation Team,671,4.43,Flat,33.0,3,,19.0,2023
421,2024-04-28,197000,Comparative Market Analysis,Independent Surveyor,911,5.55,Flat,34.0,3,,19.0,2024
421,2025-04-28,211000,Income Capitalization,Internal Valuation Team,1047,5.96,Flat,35.0,3,,19.0,2025
422,2020-04-29,176000,Automated Valuation Model,Independent Surveyor,593,4.05,Flat,30.0,4,,22.0,2020
422,2021-04-29,183000,Income Capitalization,Internal Valuation Team,664,4.35,Flat,31.0,4,,22.0,2021
422,2022-04-29,192000,Automated Valuation Model,Automated System,666,4.16,Flat,32.0,4,,22.0,2022
422,2023-04-29,202000,Cost Approach,RICS Registered Valuer,899,5.34,Flat,33.0,4,,22.0,2023
422,2024-04-28,217000,Automated Valuation Model,Independent Surveyor,757,4.18,Flat,34.0,4,,22.0,2024
422,2025-04-28,234000,Income Capitalization,Independent Surveyor,896,4.59,Flat,35.0,4,,22.0,2025
423,2020-04-29,204000,On-site Professional Valuation,RICS Registered Valuer,844,4.96,Flat,30.0,4,,19.0,2020
423,2021-04-29,220000,On-site Professional Valuation,Automated System,893,4.87,Flat,31.0,4,,19.0,2021
423,2022-04-29,236000,On-site Professional Valuation,RICS Registered Valuer,1007,5.12,Flat,32.0,4,,19.0,2022
423,2023-04-29,244000,On-site Professional Valuation,RICS Registered Valuer,1085,5.34,Flat,33.0,4,,19.0,2023
423,2024-04-28,255000,Cost Approach,Internal Valuation Team,1269,5.97,Flat,34.0,4,,19.0,2024
423,2025-04-28,264000,Income Capitalization,Automated System,1082,4.92,Flat,35.0,4,,19.0,2025
424,2020-04-29,131000,Automated Valuation Model,Independent Surveyor,461,4.23,Flat,30.0,1,,22.0,2020
424,2021-04-29,138000,Automated Valuation Model,RICS Registered Valuer,461,4.01,Flat,31.0,1,,22.0,2021
424,2022-04-29,147000,On-site Professional Valuation,Internal Valuation Team,647,5.28,Flat,32.0,1,,22.0,2022
424,2023-04-29,152000,Income Capitalization,Automated System,696,5.49,Flat,33.0,1,,22.0,2023
424,2024-04-28,161000,On-site Professional Valuation,Automated System,744,5.55,Flat,34.0,1,,22.0,2024
424,2025-04-28,168000,Income Capitalization,Flynn-Bevan Valuations,619,4.42,Flat,35.0,1,,22.0,2025
425,2020-04-29,181000,Cost Approach,Internal Valuation Team,715,4.74,Flat,29.0,3,,18.0,2020
425,2021-04-29,189000,Comparative Market Analysis,Automated System,727,4.61,Flat,30.0,3,,18.0,2021
425,2022-04-29,201000,Automated Valuation Model,Independent Surveyor,823,4.91,Flat,31.0,3,,18.0,2022
425,2023-04-29,211000,On-site Professional Valuation,Independent Surveyor,894,5.08,Flat,32.0,3,,18.0,2023
425,2024-04-28,218000,Automated Valuation Model,Independent Surveyor,791,4.35,Flat,33.0,3,,18.0,2024
425,2025-04-28,227000,On-site Professional Valuation,Automated System,982,5.19,Flat,34.0,3,,18.0,2025
426,2020-04-29,284000,Automated Valuation Model,Independent Surveyor,1347,5.69,House,,4,,,2020
426,2021-04-29,302000,Comparative Market Analysis,Internal Valuation Team,1479,5.88,House,,4,,,2021
426,2022-04-29,324000,Comparative Market Analysis,"Murray, Richards and Franklin Valuations",1136,4.21,House,,4,,,2022
426,2023-04-29,349000,On-site Professional Valuation,"Bond, Perry and Gilbert Valuations",1224,4.21,House,,4,,,2023
426,2024-04-28,361000,On-site Professional Valuation,Internal Valuation Team,1471,4.89,House,,4,,,2024
426,2025-04-28,384000,Income Capitalization,RICS Registered Valuer,1825,5.7,House,,4,,,2025
427,2020-04-29,175000,Comparative Market Analysis,RICS Registered Valuer,744,5.1,Flat,,3,,,2020
427,2021-04-29,188000,Cost Approach,Automated System,925,5.9,Flat,,3,,,2021
427,2022-04-29,197000,Automated Valuation Model,Internal Valuation Team,926,5.64,Flat,,3,,,2022
427,2023-04-29,212000,On-site Professional Valuation,Independent Surveyor,983,5.56,Flat,,3,,,2023
427,2024-04-28,222000,Cost Approach,Automated System,984,5.32,Flat,,3,,,2024
427,2025-04-28,236000,Automated Valuation Model,Internal Valuation Team,788,4.01,Flat,,3,,,2025
428,2020-04-29,130000,Cost Approach,Richardson-Coleman Valuations,467,4.31,Flat,,2,,,2020
428,2021-04-29,139000,Cost Approach,RICS Registered Valuer,602,5.2,Flat,,2,,,2021
428,2022-04-29,150000,Income Capitalization,"Hill, Newton and Grant Valuations",748,5.99,Flat,,2,,,2022
428,2023-04-29,162000,Automated Valuation Model,Internal Valuation Team,592,4.39,Flat,,2,,,2023
428,2024-04-28,173000,Income Capitalization,Automated System,743,5.16,Flat,,2,,,2024
428,2025-04-28,187000,Cost Approach,Carr LLC Valuations,677,4.35,Flat,,2,,,2025
429,2020-04-29,114000,Income Capitalization,"Tucker, Walsh and Ford Valuations",424,4.46,Flat,,1,,,2020
429,2021-04-29,118000,Automated Valuation Model,Independent Surveyor,507,5.15,Flat,,1,,,2021
429,2022-04-29,127000,Cost Approach,RICS Registered Valuer,457,4.32,Flat,,1,,,2022
429,2023-04-29,131000,Comparative Market Analysis,"Preston, Simpson and Ellis Valuations",442,4.05,Flat,,1,,,2023
429,2024-04-28,136000,On-site Professional Valuation,Internal Valuation Team,593,5.24,Flat,,1,,,2024
429,2025-04-28,144000,Income Capitalization,Automated System,486,4.05,Flat,,1,,,2025
430,2020-04-29,126000,Income Capitalization,RICS Registered Valuer,583,5.56,Flat,,1,,,2020
430,2021-04-29,134000,Income Capitalization,Weston Ltd Valuations,496,4.44,Flat,,1,,,2021
430,2022-04-29,144000,Automated Valuation Model,Independent Surveyor,654,5.45,Flat,,1,,,2022
430,2023-04-29,153000,Income Capitalization,Internal Valuation Team,580,4.55,Flat,,1,,,2023
430,2024-04-28,162000,Comparative Market Analysis,Internal Valuation Team,696,5.16,Flat,,1,,,2024
430,2025-04-28,171000,Comparative Market Analysis,RICS Registered Valuer,740,5.19,Flat,,1,,,2025
431,2020-04-29,246000,Comparative Market Analysis,Internal Valuation Team,1187,5.79,House,,3,,,2020
431,2021-04-29,259000,Income Capitalization,Automated System,1019,4.72,House,,3,,,2021
431,2022-04-29,269000,Automated Valuation Model,Internal Valuation Team,1253,5.59,House,,3,,,2022
431,2023-04-29,283000,Income Capitalization,Automated System,1238,5.25,House,,3,,,2023
431,2024-04-28,297000,Automated Valuation Model,RICS Registered Valuer,1145,4.63,House,,3,,,2024
431,2025-04-28,309000,Income Capitalization,"Marsden, Patel and Birch Valuations",1035,4.02,House,,3,,,2025
432,2020-04-29,148000,Comparative Market Analysis,Independent Surveyor,704,5.71,Flat,,2,,,2020
432,2021-04-29,160000,On-site Professional Valuation,Robson Group Valuations,662,4.97,Flat,,2,,,2021
432,2022-04-29,169000,Cost Approach,Internal Valuation Team,608,4.32,Flat,,2,,,2022
432,2023-04-29,176000,Comparative Market Analysis,"Robson, Shepherd and Wood Valuations",595,4.06,Flat,,2,,,2023
432,2024-04-28,185000,Cost Approach,Internal Valuation Team,664,4.3,Flat,,2,,,2024
432,2025-04-28,199000,Income Capitalization,RICS Registered Valuer,673,4.06,Flat,,2,,,2025
433,2020-04-29,152000,Income Capitalization,Independent Surveyor,682,5.38,Flat,,3,,,2020
433,2021-04-29,159000,Comparative Market Analysis,Independent Surveyor,583,4.4,Flat,,3,,,2021
433,2022-04-29,169000,Automated Valuation Model,Automated System,747,5.3,Flat,,3,,,2022
433,2023-04-29,178000,Income Capitalization,Independent Surveyor,874,5.89,Flat,,3,,,2023
433,2024-04-28,185000,Cost Approach,Automated System,829,5.37,Flat,,3,,,2024
433,2025-04-28,191000,On-site Professional Valuation,Independent Surveyor,889,5.59,Flat,,3,,,2025
434,2020-04-29,172000,Automated Valuation Model,Automated System,632,4.41,Block of Flats,,3,,,2020
434,2021-04-29,185000,Cost Approach,Independent Surveyor,747,4.85,Block of Flats,,3,,,2021
434,2022-04-29,196000,Automated Valuation Model,RICS Registered Valuer,852,5.21,Block of Flats,,3,,,2022
434,2023-04-29,207000,Comparative Market Analysis,Automated System,819,4.75,Block of Flats,,3,,,2023
434,2024-04-28,215000,On-site Professional Valuation,Independent Surveyor,729,4.07,Block of Flats,,3,,,2024
434,2025-04-28,228000,On-site Professional Valuation,Independent Surveyor,872,4.59,Block of Flats,,3,,,2025
435,2020-04-29,219000,Cost Approach,Automated System,772,4.23,House,,2,,,2020
435,2021-04-29,234000,Comparative Market Analysis,RICS Registered Valuer,920,4.72,House,,2,,,2021
435,2022-04-29,249000,Cost Approach,Internal Valuation Team,984,4.74,House,,2,,,2022
435,2023-04-29,257000,Cost Approach,RICS Registered Valuer,1151,5.38,House,,2,,,2023
435,2024-04-28,270000,Income Capitalization,"Parry, Jones and Atkinson Valuations",1258,5.59,House,,2,,,2024
435,2025-04-28,279000,Income Capitalization,Welch Ltd Valuations,1062,4.57,House,,2,,,2025
