request_id,propertyid,tenantid,datereported,dateresolved,cost,status,description,category,property_age_years,propertytype,blockid,estateid,simulated_repair_type,simulated_cost,request_date,completion_date,patch_id
1017,143,336,2024-10-08,2024-08-19,4665.8,Closed,Repair description for property 143,Appliance,80,House,12.0,7.0,Roofing,336.95,2020-02-10,2020-04-05,4
1018,399,337,2024-05-09,2024-09-25,406.65,Closed,Repair description for property 399,Plumbing,47,Flat,18.0,,Plumbing,161.34,2020-11-02,2020-12-11,8
1019,399,337,2024-08-18,,,In Progress,Repair description for property 399,Plumbing,47,Flat,18.0,,Plumbing,225.29,2022-07-31,2022-08-29,8
1020,399,337,2025-01-23,2025-02-22,1311.31,Closed,Repair description for property 399,Appliance,47,Flat,18.0,,Plumbing,84.82,2020-12-03,2020-12-23,8
1021,399,337,2024-09-07,,,In Progress,Repair description for property 399,Other,47,Flat,18.0,,Plumbing,210.2,2020-11-09,2020-12-20,8
1022,399,337,2024-12-05,2024-05-21,302.42,Closed,Repair description for property 399,Appliance,47,Flat,18.0,,Plumbing,83.72,2020-03-15,2020-05-08,8
1023,343,338,2024-04-28,2024-12-05,1965.08,Closed,Repair description for property 343,Plumbing,47,Block of Flats,19.0,,Plumbing,204.29,2022-08-10,2022-08-30,3
1024,343,338,2024-12-17,2024-12-29,3812.62,Closed,Repair description for property 343,Plumbing,47,Block of Flats,19.0,,Plumbing,145.45,2020-10-05,2020-10-24,3
1025,343,338,2025-05-02,,,In Progress,Repair description for property 343,Plumbing,47,Block of Flats,19.0,,Plumbing,207.58,2020-06-24,2020-09-16,3
1026,343,338,2024-05-22,2024-05-27,3930.16,Closed,Repair description for property 343,Appliance,47,Block of Flats,19.0,,Plumbing,72.42,2022-06-14,2022-08-19,3
1027,222,339,2025-06-02,,,Open,Repair description for property 222,Plumbing,51,House,4.0,2.0,Heating,246.27,2021-10-23,2021-11-22,3
1028,222,339,2024-12-31,2025-01-20,3611.88,Closed,Repair description for property 222,Structural,51,House,4.0,2.0,Windows,220.17,2020-09-29,2020-11-21,3
1029,96,340,2024-10-26,2024-11-15,3038.12,Closed,Repair description for property 96,Structural,15,Flat,8.0,4.0,General,46.89,2022-04-16,2022-05-20,6
1030,96,340,2024-05-20,2024-05-28,800.93,Closed,Repair description for property 96,Other,15,Flat,8.0,4.0,General,139.71,2021-09-11,2021-10-03,6
1031,96,340,2024-03-05,2024-11-05,900.62,Closed,Repair description for property 96,Appliance,15,Flat,8.0,4.0,Electrical,70.89,2021-10-12,2021-12-18,6
1032,96,340,2024-11-14,2024-11-15,4774.64,Closed,Repair description for property 96,Plumbing,15,Flat,8.0,4.0,Electrical,129.86,2022-05-11,2022-05-17,6
1033,52,341,2024-04-18,,,In Progress,Repair description for property 52,Appliance,23,Flat,15.0,9.0,Windows,446.66,2022-02-21,2022-05-11,6
1034,52,341,2024-12-25,2025-01-22,2061.69,Closed,Repair description for property 52,Electrical,23,Flat,15.0,9.0,Plumbing,126.0,2022-05-08,2022-06-04,6
1035,52,341,2024-06-07,2024-04-08,909.04,Closed,Repair description for property 52,Electrical,23,Flat,15.0,9.0,General,138.98,2022-07-19,2022-07-29,6
1036,52,341,2024-06-10,2024-10-14,3372.25,Closed,Repair description for property 52,Appliance,23,Flat,15.0,9.0,General,42.4,2020-10-15,2020-12-27,6
1037,52,341,2024-06-05,,,In Progress,Repair description for property 52,Appliance,23,Flat,15.0,9.0,Windows,598.27,2021-12-24,2022-02-10,6
1038,241,342,2024-10-31,2024-03-11,2072.25,Closed,Repair description for property 241,Appliance,29,House,20.0,,Heating,389.02,2022-06-11,2022-08-20,2
1039,241,342,2024-07-15,2024-08-13,1953.15,Closed,Repair description for property 241,Other,29,House,20.0,,Plumbing,166.43,2020-09-28,2020-11-26,2
1040,485,343,2025-02-15,2025-02-24,1065.39,Closed,Repair description for property 485,Appliance,73,House,,,Structural,2842.06,2022-07-18,2022-09-15,5
1041,485,343,2024-07-18,,,In Progress,Repair description for property 485,Structural,73,House,,,Structural,630.64,2020-03-06,2020-03-08,5
1042,485,343,2025-02-16,2025-08-03,1970.11,Closed,Repair description for property 485,Appliance,73,House,,,Electrical,112.82,2021-04-27,2021-05-26,5
1043,485,343,2024-04-22,2024-04-27,3532.11,Closed,Repair description for property 485,Other,73,House,,,Electrical,89.02,2022-07-24,2022-09-30,5
1044,379,344,2024-02-12,,,Open,Repair description for property 379,Electrical,71,Flat,22.0,,Heating,319.25,2020-09-04,2020-11-08,2
1045,379,344,2024-09-19,2024-09-28,1281.39,Closed,Repair description for property 379,Structural,71,Flat,22.0,,Structural,2953.24,2020-06-04,2020-08-26,2
1046,379,344,2024-10-31,2024-11-29,2375.08,Closed,Repair description for property 379,Plumbing,71,Flat,22.0,,Damp,368.05,2020-02-16,2020-03-13,2
1047,379,344,2024-12-03,,,Open,Repair description for property 379,Plumbing,71,Flat,22.0,,Roofing,1085.01,2022-07-23,2022-10-20,2
1048,179,345,2025-02-15,2025-02-27,1829.63,Closed,Repair description for property 179,Plumbing,25,House,17.0,10.0,Plumbing,97.64,2021-03-29,2021-04-08,1
1049,179,345,2024-06-20,2024-05-07,4550.48,Closed,Repair description for property 179,Plumbing,25,House,17.0,10.0,Heating,269.6,2020-07-19,2020-09-10,1
1050,179,345,2024-07-18,2024-07-26,1382.15,Closed,Repair description for property 179,Structural,25,House,17.0,10.0,General,91.03,2021-10-21,2022-01-08,1
1051,179,345,2024-06-26,2024-04-07,4275.55,Closed,Repair description for property 179,Other,25,House,17.0,10.0,Plumbing,244.68,2020-05-03,2020-07-01,1
1052,42,346,2024-05-31,,,Open,Repair description for property 42,Appliance,66,Flat,1.0,1.0,Structural,2021.32,2020-01-01,2020-01-23,7
1053,42,346,2024-08-24,2024-01-09,495.36,Closed,Repair description for property 42,Electrical,66,Flat,1.0,1.0,Electrical,102.43,2022-08-25,2022-10-15,7
1054,42,346,2025-10-01,2025-01-28,297.82,Closed,Repair description for property 42,Plumbing,66,Flat,1.0,1.0,Damp,246.98,2022-01-28,2022-03-17,7
1055,42,346,2024-03-06,,,In Progress,Repair description for property 42,Electrical,66,Flat,1.0,1.0,Electrical,72.69,2022-05-04,2022-05-25,7
1056,42,346,2024-09-29,2024-10-13,1428.64,Closed,Repair description for property 42,Electrical,66,Flat,1.0,1.0,Damp,341.52,2021-10-01,2021-10-23,7
1057,499,347,2024-01-08,2024-08-18,380.56,Closed,Repair description for property 499,Plumbing,73,Flat,,,Electrical,87.64,2020-07-09,2020-08-08,1
1058,499,347,2024-04-15,2024-06-05,3926.35,Closed,Repair description for property 499,Electrical,73,Flat,,,Electrical,177.59,2021-08-01,2021-08-26,1
1059,422,348,2024-05-22,2024-05-06,4479.86,Closed,Repair description for property 422,Electrical,71,Flat,22.0,,Electrical,134.18,2021-05-30,2021-06-27,2
1060,422,348,2025-02-18,,,Open,Repair description for property 422,Other,71,Flat,22.0,,Damp,594.88,2021-03-17,2021-05-21,2
1061,422,348,2024-02-28,2024-03-24,552.48,Closed,Repair description for property 422,Electrical,71,Flat,22.0,,Damp,247.55,2022-07-09,2022-08-23,2
1062,207,349,2024-12-25,,,In Progress,Repair description for property 207,Electrical,49,Block of Flats,11.0,6.0,Structural,2472.46,2022-03-25,2022-06-01,8
1063,207,349,2024-10-12,2024-12-16,1265.95,Closed,Repair description for property 207,Plumbing,49,Block of Flats,11.0,6.0,Structural,1616.05,2022-03-16,2022-03-23,8
1064,207,349,2024-09-13,,,In Progress,Repair description for property 207,Other,49,Block of Flats,11.0,6.0,Structural,2495.95,2020-05-22,2020-07-10,8
1065,207,349,2025-02-16,2025-03-17,331.41,Closed,Repair description for property 207,Electrical,49,Block of Flats,11.0,6.0,Structural,2556.06,2020-07-09,2020-07-18,8
1066,207,349,2024-03-12,2024-08-12,4240.36,Closed,Repair description for property 207,Electrical,49,Block of Flats,11.0,6.0,Structural,2643.91,2021-06-16,2021-07-22,8
1067,283,350,2024-08-22,2024-08-31,2338.91,Closed,Repair description for property 283,Appliance,47,Flat,18.0,,Plumbing,210.9,2020-08-14,2020-11-05,6
1068,283,350,2024-11-29,,,Open,Repair description for property 283,Electrical,47,Flat,18.0,,Plumbing,112.4,2020-11-08,2020-11-09,6
1069,283,350,2024-05-04,2024-07-04,382.02,Closed,Repair description for property 283,Appliance,47,Flat,18.0,,Plumbing,226.65,2021-09-20,2021-09-30,6
1070,283,350,2024-12-19,2025-03-01,2668.02,Closed,Repair description for property 283,Appliance,47,Flat,18.0,,Plumbing,239.37,2022-08-06,2022-09-11,6
1071,283,350,2024-03-17,,,In Progress,Repair description for property 283,Other,47,Flat,18.0,,Plumbing,88.27,2020-10-28,2021-01-09,6
1072,255,351,2024-01-04,,,In Progress,Repair description for property 255,Other,71,Flat,22.0,,Electrical,177.5,2021-10-15,2021-11-30,1
1073,255,351,2024-07-05,,,In Progress,Repair description for property 255,Structural,71,Flat,22.0,,Damp,718.67,2022-09-22,2022-10-24,1
1074,255,351,2024-03-06,,,Open,Repair description for property 255,Other,71,Flat,22.0,,Heating,238.69,2021-04-04,2021-05-06,1
1075,255,351,2024-06-16,2024-06-18,1074.12,Closed,Repair description for property 255,Other,71,Flat,22.0,,Roofing,794.12,2021-02-04,2021-02-10,1
1076,413,352,2024-09-27,2024-10-26,2091.44,Closed,Repair description for property 413,Appliance,29,Flat,20.0,,Windows,590.58,2021-07-04,2021-08-21,6
1077,413,352,2024-09-26,2024-07-10,2461.75,Closed,Repair description for property 413,Plumbing,29,Flat,20.0,,Plumbing,163.63,2021-01-27,2021-03-06,6
1078,413,352,2024-08-11,2024-11-29,3764.22,Closed,Repair description for property 413,Appliance,29,Flat,20.0,,Plumbing,71.83,2022-05-16,2022-06-02,6
1079,5,353,2024-12-17,2024-12-27,2011.99,Closed,Repair description for property 5,Electrical,47,House,16.0,9.0,Heating,253.75,2022-02-02,2022-04-17,3
1080,5,353,2025-02-18,,,In Progress,Repair description for property 5,Structural,47,House,16.0,9.0,Plumbing,213.22,2022-04-24,2022-05-21,3
1081,5,353,2024-06-22,2024-07-15,2352.76,Closed,Repair description for property 5,Electrical,47,House,16.0,9.0,Windows,475.54,2020-07-25,2020-09-17,3
1082,5,353,2024-04-07,2024-06-07,1264.56,Closed,Repair description for property 5,Electrical,47,House,16.0,9.0,Heating,115.59,2020-07-28,2020-09-16,3
1083,5,353,2024-05-04,,,In Progress,Repair description for property 5,Structural,47,House,16.0,9.0,Structural,2465.7,2020-04-24,2020-05-29,3
1084,257,354,2024-08-31,2024-09-13,4440.88,Closed,Repair description for property 257,Appliance,29,Flat,20.0,,Windows,320.82,2022-01-06,2022-04-01,7
1085,449,355,2024-04-26,2024-05-23,2587.18,Closed,Repair description for property 449,Appliance,73,House,,,Roofing,610.35,2021-10-07,2021-11-01,7
1086,101,356,2024-06-26,2024-07-07,1007.72,Closed,Repair description for property 101,Other,49,Flat,11.0,6.0,Structural,2791.59,2020-09-07,2020-10-05,7
1087,227,357,2025-02-21,,,Open,Repair description for property 227,Other,29,Flat,20.0,,Heating,199.06,2020-08-06,2020-08-21,5
1088,227,357,2024-11-10,2024-10-28,1132.53,Closed,Repair description for property 227,Other,29,Flat,20.0,,General,123.24,2021-02-10,2021-02-14,5
1089,430,358,2025-02-14,2025-02-25,4002.63,Closed,Repair description for property 430,Appliance,73,Flat,,,Damp,591.48,2021-03-18,2021-05-30,4
1090,430,358,2024-02-09,2024-12-09,1871.44,Closed,Repair description for property 430,Other,73,Flat,,,Heating,161.46,2021-08-25,2021-09-21,4
1091,430,358,2024-03-05,2024-05-18,3804.54,Closed,Repair description for property 430,Appliance,73,Flat,,,Damp,896.16,2020-12-19,2021-01-14,4
1092,214,359,2025-08-02,2025-02-26,3656.89,Closed,Repair description for property 214,Other,25,House,17.0,10.0,Windows,727.75,2022-06-06,2022-06-25,7
1093,214,359,2024-12-06,2024-06-17,4668.09,Closed,Repair description for property 214,Appliance,25,House,17.0,10.0,Windows,722.35,2021-07-11,2021-07-28,7
1094,214,359,2024-10-09,2024-09-25,3670.68,Closed,Repair description for property 214,Structural,25,House,17.0,10.0,Windows,343.28,2021-07-03,2021-08-15,7
1095,214,359,2024-12-15,2025-01-14,1021.85,Closed,Repair description for property 214,Other,25,House,17.0,10.0,Windows,470.74,2020-05-21,2020-07-01,7
1096,214,359,2024-08-14,2024-08-22,257.36,Closed,Repair description for property 214,Structural,25,House,17.0,10.0,Heating,395.5,2021-09-03,2021-10-15,7
1097,172,360,2024-12-20,2025-08-01,1008.64,Closed,Repair description for property 172,Electrical,15,House,2.0,1.0,Electrical,165.8,2021-05-15,2021-07-04,5
1098,99,361,2024-05-22,2024-06-21,1092.55,Closed,Repair description for property 99,Plumbing,24,House,14.0,9.0,Windows,216.3,2022-04-19,2022-07-12,6
1099,99,361,2024-05-12,,,In Progress,Repair description for property 99,Appliance,24,House,14.0,9.0,General,47.17,2021-12-02,2022-01-11,6
1100,99,361,2025-01-24,2025-02-23,4906.93,Closed,Repair description for property 99,Appliance,24,House,14.0,9.0,Plumbing,148.15,2021-06-30,2021-08-08,6
1101,99,361,2024-12-30,2025-01-14,4067.86,Closed,Repair description for property 99,Structural,24,House,14.0,9.0,Heating,372.77,2021-10-20,2021-11-12,6
1102,293,362,2024-08-20,,,In Progress,Repair description for property 293,Other,71,Flat,22.0,,Damp,607.9,2021-06-25,2021-08-16,1
1103,293,362,2024-05-17,2024-06-15,4081.18,Closed,Repair description for property 293,Structural,71,Flat,22.0,,Roofing,897.38,2022-04-25,2022-06-11,1
1104,293,362,2024-09-04,2024-04-26,820.21,Closed,Repair description for property 293,Other,71,Flat,22.0,,Structural,763.68,2021-05-21,2021-07-23,1
1105,293,362,2024-05-06,2024-01-07,2989.56,Closed,Repair description for property 293,Electrical,71,Flat,22.0,,Heating,297.03,2021-08-18,2021-10-26,1
1106,293,362,2024-03-11,,,In Progress,Repair description for property 293,Appliance,71,Flat,22.0,,Electrical,173.32,2022-05-30,2022-07-12,1
1107,216,363,2024-11-09,,,In Progress,Repair description for property 216,Appliance,78,Flat,5.0,3.0,Structural,1451.05,2020-10-07,2020-11-24,5
1108,216,363,2024-03-08,2024-08-22,1536.7,Closed,Repair description for property 216,Structural,78,Flat,5.0,3.0,Heating,332.68,2021-02-27,2021-04-02,5
1109,216,363,2025-03-01,,,Open,Repair description for property 216,Electrical,78,Flat,5.0,3.0,Structural,2911.19,2022-05-05,2022-06-14,5
1110,62,364,2024-04-07,,,Open,Repair description for property 62,Other,25,Flat,17.0,10.0,Plumbing,98.72,2020-09-26,2020-12-10,7
1111,62,364,2024-06-13,2024-07-07,2029.26,Closed,Repair description for property 62,Other,25,Flat,17.0,10.0,Heating,257.0,2020-06-02,2020-08-02,7
1112,48,365,2024-09-26,2024-02-10,3134.14,Closed,Repair description for property 48,Plumbing,51,Flat,4.0,2.0,Structural,1217.84,2021-09-05,2021-10-25,7
1113,48,365,2024-09-19,,,Open,Repair description for property 48,Appliance,51,Flat,4.0,2.0,Heating,337.86,2021-12-27,2022-03-04,7
1114,48,365,2024-03-08,,,Open,Repair description for property 48,Appliance,51,Flat,4.0,2.0,Windows,546.56,2021-10-23,2021-12-24,7
1115,33,366,2025-11-02,2025-02-23,635.22,Closed,Repair description for property 33,Electrical,23,Block of Flats,15.0,9.0,Plumbing,180.57,2022-08-01,2022-09-28,4
1116,33,366,2024-06-22,,,In Progress,Repair description for property 33,Appliance,23,Block of Flats,15.0,9.0,General,127.77,2020-03-23,2020-04-25,4
1117,33,366,2024-01-05,2024-05-15,4254.78,Closed,Repair description for property 33,Structural,23,Block of Flats,15.0,9.0,Heating,218.79,2021-09-13,2021-11-27,4
1118,33,366,2024-10-25,2024-10-31,1713.75,Closed,Repair description for property 33,Other,23,Block of Flats,15.0,9.0,Heating,374.53,2022-08-04,2022-08-20,4
1119,268,367,2024-04-29,2024-02-05,548.27,Closed,Repair description for property 268,Plumbing,74,Block of Flats,21.0,,Heating,259.91,2022-06-17,2022-09-07,8
1120,268,367,2025-02-22,2025-08-03,2488.61,Closed,Repair description for property 268,Plumbing,74,Block of Flats,21.0,,Electrical,73.69,2021-03-01,2021-04-18,8
1121,268,367,2024-06-03,2024-08-03,60.33,Closed,Repair description for property 268,Electrical,74,Block of Flats,21.0,,Structural,2239.75,2020-10-01,2020-10-11,8
1122,328,368,2024-12-20,2025-01-16,1865.5,Closed,Repair description for property 328,Structural,71,House,22.0,,Electrical,168.99,2021-12-13,2022-03-05,7
1123,201,369,2025-01-13,2025-11-02,1583.35,Closed,Repair description for property 201,Plumbing,80,Flat,10.0,5.0,Structural,1291.9,2020-10-10,2020-11-17,7
1124,201,369,2025-07-02,,,Open,Repair description for property 201,Plumbing,80,Flat,10.0,5.0,Roofing,1328.62,2022-09-06,2022-09-25,7
1125,201,369,2024-04-18,2024-05-18,1001.63,Closed,Repair description for property 201,Electrical,80,Flat,10.0,5.0,Damp,920.22,2020-06-21,2020-07-27,7
1126,201,369,2024-10-08,,,In Progress,Repair description for property 201,Plumbing,80,Flat,10.0,5.0,Structural,1192.26,2020-11-22,2021-01-20,7
1127,201,369,2024-10-13,2024-02-11,4192.41,Closed,Repair description for property 201,Plumbing,80,Flat,10.0,5.0,Electrical,197.53,2021-12-18,2022-02-19,7
1128,447,370,2024-04-10,2024-10-19,3050.53,Closed,Repair description for property 447,Structural,73,Flat,,,Roofing,468.85,2020-03-03,2020-05-19,3
1129,447,370,2024-08-12,2024-12-31,2598.71,Closed,Repair description for property 447,Appliance,73,Flat,,,Structural,1005.04,2020-03-13,2020-04-28,3
1130,447,370,2024-04-22,2024-02-05,208.57,Closed,Repair description for property 447,Structural,73,Flat,,,Heating,155.27,2022-02-01,2022-02-04,3
1131,447,370,2024-03-23,2024-08-04,4060.84,Closed,Repair description for property 447,Structural,73,Flat,,,Damp,909.89,2021-09-27,2021-12-10,3
1132,447,370,2024-11-06,2024-02-07,3543.0,Closed,Repair description for property 447,Appliance,73,Flat,,,Structural,2135.73,2021-01-09,2021-03-15,3
1133,28,371,2024-10-29,,,In Progress,Repair description for property 28,Structural,80,Flat,12.0,7.0,Roofing,1465.84,2021-09-24,2021-10-02,2
1134,28,371,2024-11-11,2024-11-16,3531.01,Closed,Repair description for property 28,Plumbing,80,Flat,12.0,7.0,Roofing,564.89,2021-05-22,2021-07-12,2
1135,28,371,2025-01-17,2025-02-15,632.7,Closed,Repair description for property 28,Plumbing,80,Flat,12.0,7.0,Roofing,1180.84,2022-02-25,2022-05-17,2
1136,28,371,2024-12-07,2024-05-08,413.54,Closed,Repair description for property 28,Structural,80,Flat,12.0,7.0,Roofing,1215.12,2022-07-31,2022-10-12,2
1137,425,372,2024-06-05,2024-05-22,2204.91,Closed,Repair description for property 425,Plumbing,47,Flat,18.0,,Plumbing,147.91,2021-02-01,2021-02-07,8
1138,425,372,2024-03-04,2024-04-25,2783.0,Closed,Repair description for property 425,Other,47,Flat,18.0,,Plumbing,246.39,2020-04-29,2020-07-27,8
1139,425,372,2024-09-25,,,Open,Repair description for property 425,Appliance,47,Flat,18.0,,Plumbing,151.85,2022-07-22,2022-08-30,8
1140,231,373,2024-08-24,2024-08-31,1758.17,Closed,Repair description for property 231,Plumbing,71,Flat,22.0,,Structural,2917.82,2021-03-12,2021-05-11,6
1141,261,374,2024-10-20,2024-11-16,2513.2,Closed,Repair description for property 261,Appliance,71,Flat,22.0,,Heating,225.33,2022-04-08,2022-05-06,1
1142,289,375,2024-11-07,2024-07-22,3739.14,Closed,Repair description for property 289,Appliance,71,House,22.0,,Heating,395.23,2021-11-06,2021-12-30,1
1143,289,375,2024-03-26,2024-04-25,3769.99,Closed,Repair description for property 289,Electrical,71,House,22.0,,Damp,717.73,2022-07-24,2022-08-30,1
1144,289,375,2025-02-23,,,Open,Repair description for property 289,Structural,71,House,22.0,,Heating,290.4,2021-04-09,2021-04-18,1
1145,163,376,2025-10-01,2025-01-21,783.43,Closed,Repair description for property 163,Electrical,51,Flat,4.0,2.0,Plumbing,91.53,2020-10-12,2021-01-02,8
1146,163,376,2024-10-27,2024-12-11,4787.46,Closed,Repair description for property 163,Electrical,51,Flat,4.0,2.0,Roofing,1358.31,2020-09-21,2020-11-16,8
1147,163,376,2024-11-26,2024-12-21,95.66,Closed,Repair description for property 163,Structural,51,Flat,4.0,2.0,Windows,456.49,2020-11-15,2021-01-13,8
1148,163,376,2024-02-28,2024-03-19,1896.47,Closed,Repair description for property 163,Plumbing,51,Flat,4.0,2.0,Structural,905.58,2021-11-03,2022-01-27,8
1149,426,377,2024-06-24,,,Open,Repair description for property 426,Electrical,73,House,,,Structural,531.52,2021-01-10,2021-01-12,5
1150,139,378,2024-09-09,2024-07-10,3695.9,Closed,Repair description for property 139,Other,24,House,14.0,9.0,Heating,267.93,2022-03-30,2022-05-30,7
1151,139,378,2024-09-10,2024-07-11,2667.24,Closed,Repair description for property 139,Other,24,House,14.0,9.0,Heating,258.22,2020-03-29,2020-05-26,7
1152,63,379,2024-04-19,2024-05-14,4751.59,Closed,Repair description for property 63,Plumbing,66,Flat,1.0,1.0,Heating,315.81,2021-10-15,2021-12-14,5
1153,63,379,2024-09-07,,,In Progress,Repair description for property 63,Other,66,Flat,1.0,1.0,Roofing,1368.31,2020-07-21,2020-08-30,5
1154,63,379,2024-08-07,2024-07-19,138.68,Closed,Repair description for property 63,Other,66,Flat,1.0,1.0,Damp,217.5,2022-03-31,2022-05-06,5
1155,63,379,2024-11-04,,,Open,Repair description for property 63,Appliance,66,Flat,1.0,1.0,Roofing,1177.8,2022-01-08,2022-02-14,5
1156,63,379,2024-07-28,,,Open,Repair description for property 63,Structural,66,Flat,1.0,1.0,Electrical,78.11,2022-08-12,2022-10-30,5
1157,136,380,2024-04-11,2024-11-14,4462.99,Closed,Repair description for property 136,Plumbing,78,Flat,5.0,3.0,Structural,2645.44,2020-11-29,2020-12-17,5
1158,136,380,2024-01-11,2024-11-20,1308.0,Closed,Repair description for property 136,Structural,78,Flat,5.0,3.0,Structural,2547.66,2020-08-09,2020-10-11,5
1159,136,380,2025-02-24,2025-02-26,1147.91,Closed,Repair description for property 136,Appliance,78,Flat,5.0,3.0,Damp,609.67,2020-02-10,2020-03-03,5
1160,136,380,2024-10-27,2024-10-11,286.43,Closed,Repair description for property 136,Plumbing,78,Flat,5.0,3.0,Structural,2275.61,2021-12-08,2021-12-19,5
1161,136,380,2024-09-10,2024-07-11,2755.4,Closed,Repair description for property 136,Appliance,78,Flat,5.0,3.0,Structural,1285.88,2020-03-08,2020-05-05,5
1162,129,381,2024-06-15,,,In Progress,Repair description for property 129,Other,49,Flat,11.0,6.0,Structural,1577.46,2022-09-14,2022-11-10,4
1163,477,382,2024-06-17,,,Open,Repair description for property 477,Other,73,Flat,,,Damp,848.39,2022-02-14,2022-05-02,1
1164,9,383,2024-02-10,,,Open,Repair description for property 9,Appliance,49,Flat,11.0,6.0,Structural,1297.17,2021-05-28,2021-06-01,7
1165,9,383,2024-05-15,,,Open,Repair description for property 9,Other,49,Flat,11.0,6.0,Structural,1955.5,2022-05-22,2022-08-16,7
1166,9,383,2024-03-28,2024-04-19,2176.03,Closed,Repair description for property 9,Structural,49,Flat,11.0,6.0,Structural,1427.93,2021-09-28,2021-10-05,7
1167,9,383,2024-01-04,2024-04-17,152.42,Closed,Repair description for property 9,Electrical,49,Flat,11.0,6.0,Structural,2002.69,2021-09-13,2021-11-13,7
1168,9,383,2024-10-17,2024-10-27,3375.46,Closed,Repair description for property 9,Appliance,49,Flat,11.0,6.0,Structural,2263.96,2021-08-20,2021-10-13,7
1169,327,384,2024-07-23,2024-07-29,1839.08,Closed,Repair description for property 327,Structural,47,Flat,19.0,,Plumbing,93.01,2022-07-25,2022-10-21,3
1170,327,384,2024-09-21,,,Open,Repair description for property 327,Plumbing,47,Flat,19.0,,Plumbing,195.28,2021-09-23,2021-11-30,3
1171,464,385,2024-12-26,,,Open,Repair description for property 464,Electrical,73,Flat,,,Electrical,173.9,2020-05-06,2020-07-24,1
1172,464,385,2025-01-24,,,In Progress,Repair description for property 464,Electrical,73,Flat,,,Structural,751.59,2020-09-11,2020-09-12,1
1173,65,386,2024-10-07,2024-07-27,3841.7,Closed,Repair description for property 65,Other,15,Flat,8.0,4.0,Electrical,85.98,2021-11-25,2022-01-19,7
1174,301,387,2024-10-06,2024-02-07,3091.11,Closed,Repair description for property 301,Plumbing,74,Block of Flats,21.0,,Electrical,71.3,2020-01-16,2020-01-19,1
1175,301,387,2024-08-28,,,In Progress,Repair description for property 301,Electrical,74,Block of Flats,21.0,,Heating,204.38,2021-04-21,2021-07-08,1
1176,301,387,2024-12-08,,,In Progress,Repair description for property 301,Plumbing,74,Block of Flats,21.0,,Roofing,840.42,2020-03-02,2020-04-09,1
1177,301,387,2024-04-15,,,Open,Repair description for property 301,Plumbing,74,Block of Flats,21.0,,Structural,2372.07,2022-05-30,2022-05-31,1
1178,15,388,2024-12-14,2024-12-31,4085.33,Closed,Repair description for property 15,Other,37,Flat,13.0,8.0,Plumbing,183.72,2021-03-07,2021-04-14,8
1179,15,388,2024-11-19,2024-12-19,3798.71,Closed,Repair description for property 15,Structural,37,Flat,13.0,8.0,General,108.3,2021-10-31,2022-01-24,8
1180,157,389,2024-05-09,,,In Progress,Repair description for property 157,Plumbing,37,Flat,13.0,8.0,General,78.76,2020-09-24,2020-10-23,7
1181,41,390,2024-04-08,2024-11-08,3124.32,Closed,Repair description for property 41,Appliance,103,Block of Flats,9.0,5.0,Roofing,1309.74,2020-02-04,2020-02-09,3
1182,41,390,2024-02-05,,,Open,Repair description for property 41,Electrical,103,Block of Flats,9.0,5.0,Roofing,865.54,2022-02-17,2022-05-02,3
1183,41,390,2024-03-27,,,In Progress,Repair description for property 41,Other,103,Block of Flats,9.0,5.0,Damp,982.24,2021-07-29,2021-08-19,3
1184,41,390,2024-07-07,2024-07-28,1875.91,Closed,Repair description for property 41,Plumbing,103,Block of Flats,9.0,5.0,Structural,2085.36,2021-05-08,2021-07-18,3
1185,41,390,2025-08-02,2025-09-02,2876.15,Closed,Repair description for property 41,Plumbing,103,Block of Flats,9.0,5.0,Roofing,451.52,2021-07-15,2021-09-20,3
1186,380,391,2024-03-31,2024-04-24,4195.72,Closed,Repair description for property 380,Structural,29,Flat,20.0,,Plumbing,188.47,2021-04-13,2021-05-30,1
1187,380,391,2024-04-07,2024-07-31,525.09,Closed,Repair description for property 380,Other,29,Flat,20.0,,Plumbing,121.77,2022-02-05,2022-04-30,1
1188,380,391,2024-05-15,,,Open,Repair description for property 380,Appliance,29,Flat,20.0,,General,115.5,2021-10-22,2022-01-13,1
1189,469,392,2024-05-19,,,In Progress,Repair description for property 469,Plumbing,73,Flat,,,Damp,209.19,2020-11-20,2020-12-25,5
1190,469,392,2024-04-13,,,In Progress,Repair description for property 469,Electrical,73,Flat,,,Structural,937.2,2020-10-30,2021-01-06,5
1191,469,392,2024-09-20,2024-04-10,1502.58,Closed,Repair description for property 469,Plumbing,73,Flat,,,Electrical,178.36,2020-10-02,2020-12-10,5
1192,469,392,2025-01-29,,,Open,Repair description for property 469,Structural,73,Flat,,,Heating,168.15,2022-05-18,2022-05-19,5
1193,404,393,2024-10-12,2025-07-01,2089.55,Closed,Repair description for property 404,Plumbing,47,Flat,18.0,,Plumbing,224.07,2022-08-20,2022-10-27,1
1194,404,393,2024-05-31,2024-06-16,1576.51,Closed,Repair description for property 404,Structural,47,Flat,18.0,,Plumbing,171.86,2021-11-14,2021-11-26,1
1195,404,393,2024-02-08,2024-12-08,1672.38,Closed,Repair description for property 404,Plumbing,47,Flat,18.0,,Plumbing,131.31,2022-07-17,2022-09-15,1
1196,404,393,2024-12-18,,,Open,Repair description for property 404,Structural,47,Flat,18.0,,Plumbing,114.3,2020-07-19,2020-08-15,1
