request_id,tenantid,propertyid,patch_id,request_type,description,request_date,status,resolution_date,property_age_years,propertytype,blockid,simulated_request_type
807,263,369,3,Plumbing,Repair description for property 369,2021-06-12,Closed,2024-01-05,71,House,22.0,Heating
808,263,369,3,Other,Repair description for property 369,2021-09-01,Closed,2024-09-24,71,House,22.0,Damp
809,264,97,2,Structural,Repair description for property 97,2022-08-23,In Progress,,78,Flat,5.0,Damp
810,264,97,2,Plumbing,Repair description for property 97,2021-05-08,Closed,2024-07-12,78,Flat,5.0,Structural
811,264,97,2,Electrical,Repair description for property 97,2020-07-16,Closed,2024-06-27,78,Flat,5.0,Heating
812,264,97,2,Structural,Repair description for property 97,2021-09-01,Closed,2024-03-20,78,Flat,5.0,Heating
813,264,97,2,Plumbing,Repair description for property 97,2021-07-30,Closed,2025-03-03,78,Flat,5.0,Heating
814,265,144,8,Other,Repair description for property 144,2022-04-21,Closed,2024-06-17,103,Flat,9.0,Electrical
815,265,144,8,Structural,Repair description for property 144,2022-05-02,Open,,103,Flat,9.0,Roofing
816,265,144,8,Plumbing,Repair description for property 144,2021-05-31,Closed,2024-01-09,103,Flat,9.0,Electrical
817,266,240,8,Appliance,Repair description for property 240,2021-05-28,Closed,2024-03-19,74,Block of Flats,21.0,Roofing
818,266,240,8,Structural,Repair description for property 240,2020-01-22,Open,,74,Block of Flats,21.0,Heating
819,266,240,8,Plumbing,Repair description for property 240,2020-04-21,Closed,2024-01-11,74,Block of Flats,21.0,Heating
820,267,443,1,Other,Repair description for property 443,2020-02-26,Closed,2024-11-04,73,Flat,,Electrical
821,267,443,1,Plumbing,Repair description for property 443,2020-03-06,Closed,2025-04-01,73,Flat,,Electrical
822,267,443,1,Other,Repair description for property 443,2022-04-21,Closed,2024-06-11,73,Flat,,Roofing
823,267,443,1,Plumbing,Repair description for property 443,2020-04-07,Open,,73,Flat,,Damp
824,268,98,4,Electrical,Repair description for property 98,2020-05-23,Open,,23,House,15.0,Plumbing
825,269,408,8,Structural,Repair description for property 408,2022-05-29,In Progress,,74,Flat,21.0,Electrical
826,269,408,8,Electrical,Repair description for property 408,2021-03-10,Closed,2024-03-27,74,Flat,21.0,Electrical
827,269,408,8,Electrical,Repair description for property 408,2021-09-28,Open,,74,Flat,21.0,Structural
828,269,408,8,Plumbing,Repair description for property 408,2021-11-09,Open,,74,Flat,21.0,Electrical
829,269,408,8,Electrical,Repair description for property 408,2020-03-26,Open,,74,Flat,21.0,Structural
830,270,123,2,Appliance,Repair description for property 123,2021-08-10,Closed,2025-07-02,23,Flat,15.0,Windows
831,271,184,3,Appliance,Repair description for property 184,2020-12-09,Open,,49,House,11.0,Structural
832,271,184,3,Appliance,Repair description for property 184,2022-07-24,Open,,49,House,11.0,Structural
833,272,203,7,Structural,Repair description for property 203,2020-10-20,Closed,2024-06-18,66,Flat,1.0,Structural
834,272,203,7,Plumbing,Repair description for property 203,2022-08-13,Open,,66,Flat,1.0,Roofing
835,273,247,1,Electrical,Repair description for property 247,2021-07-24,Closed,2024-03-12,29,House,20.0,Heating
836,274,306,5,Appliance,Repair description for property 306,2021-10-11,Closed,2024-08-27,47,Flat,18.0,Plumbing
837,274,306,5,Structural,Repair description for property 306,2021-09-02,Closed,2024-06-19,47,Flat,18.0,Plumbing
838,275,299,5,Structural,Repair description for property 299,2021-12-04,Closed,2024-06-29,74,Block of Flats,21.0,Roofing
839,275,299,5,Plumbing,Repair description for property 299,2020-08-30,Open,,74,Block of Flats,21.0,Structural
840,276,352,1,Appliance,Repair description for property 352,2022-04-10,Closed,2024-07-13,71,House,22.0,Structural
841,277,387,3,Plumbing,Repair description for property 387,2021-07-14,In Progress,,71,Flat,22.0,Heating
842,278,396,4,Other,Repair description for property 396,2022-08-17,Closed,2024-10-16,47,Block of Flats,18.0,Plumbing
843,279,285,2,Structural,Repair description for property 285,2020-02-01,Closed,2024-07-06,47,House,19.0,Roofing
844,280,126,8,Other,Repair description for property 126,2021-01-25,Closed,2024-09-15,15,Flat,2.0,Plumbing
845,280,126,8,Structural,Repair description for property 126,2020-10-03,Closed,2024-11-27,15,Flat,2.0,Electrical
846,280,126,8,Appliance,Repair description for property 126,2021-06-15,Closed,2024-08-16,15,Flat,2.0,Electrical
847,280,126,8,Appliance,Repair description for property 126,2020-06-02,In Progress,,15,Flat,2.0,General
848,281,303,3,Appliance,Repair description for property 303,2021-01-17,In Progress,,29,House,20.0,Heating
849,281,303,3,Appliance,Repair description for property 303,2020-03-08,In Progress,,29,House,20.0,Windows
850,282,224,4,Electrical,Repair description for property 224,2022-05-27,Closed,2024-08-20,25,Flat,17.0,General
851,282,224,4,Plumbing,Repair description for property 224,2022-06-02,Closed,2024-12-17,25,Flat,17.0,General
852,283,419,8,Appliance,Repair description for property 419,2020-08-01,Closed,2024-11-07,71,Flat,22.0,Roofing
853,283,419,8,Other,Repair description for property 419,2021-10-16,Closed,2024-06-09,71,Flat,22.0,Damp
854,283,419,8,Appliance,Repair description for property 419,2021-01-10,Closed,2024-10-23,71,Flat,22.0,Roofing
855,283,419,8,Plumbing,Repair description for property 419,2022-01-13,Closed,2024-08-17,71,Flat,22.0,Electrical
856,284,220,7,Other,Repair description for property 220,2020-07-31,Closed,2025-01-14,15,House,2.0,Plumbing
857,284,220,7,Electrical,Repair description for property 220,2020-03-19,Closed,2024-10-18,15,House,2.0,Plumbing
858,284,220,7,Structural,Repair description for property 220,2021-12-26,Closed,2024-07-08,15,House,2.0,General
859,285,130,4,Electrical,Repair description for property 130,2021-09-19,Closed,2024-02-04,47,Flat,16.0,Plumbing
860,285,130,4,Electrical,Repair description for property 130,2021-08-26,Closed,2024-06-24,47,Flat,16.0,Plumbing
861,285,130,4,Appliance,Repair description for property 130,2022-02-20,Closed,2024-06-09,47,Flat,16.0,Plumbing
862,286,421,2,Structural,Repair description for property 421,2022-07-11,Closed,2024-08-08,47,Flat,19.0,Windows
863,286,421,2,Structural,Repair description for property 421,2021-01-15,In Progress,,47,Flat,19.0,Structural
864,286,421,2,Electrical,Repair description for property 421,2021-11-10,Closed,2024-06-13,47,Flat,19.0,Heating
865,287,290,8,Other,Repair description for property 290,2020-02-27,Open,,47,Flat,18.0,Plumbing
866,287,290,8,Other,Repair description for property 290,2022-03-06,Closed,2024-05-17,47,Flat,18.0,Plumbing
867,288,445,4,Electrical,Repair description for property 445,2020-01-26,Closed,2025-03-18,73,House,,Heating
868,288,445,4,Other,Repair description for property 445,2022-05-30,Closed,2024-04-30,73,House,,Structural
869,288,445,4,Structural,Repair description for property 445,2021-03-22,Closed,2024-10-26,73,House,,Electrical
870,288,445,4,Appliance,Repair description for property 445,2020-03-06,Closed,2024-03-27,73,House,,Damp
871,289,377,4,Other,Repair description for property 377,2022-07-09,Closed,2024-11-15,71,Block of Flats,22.0,Roofing
872,289,377,4,Structural,Repair description for property 377,2022-01-29,Closed,2024-07-20,71,Block of Flats,22.0,Structural
873,290,292,3,Electrical,Repair description for property 292,2020-09-10,Closed,2024-07-10,29,House,20.0,Heating
874,290,292,3,Electrical,Repair description for property 292,2022-06-17,Closed,2024-07-05,29,House,20.0,General
875,290,292,3,Electrical,Repair description for property 292,2022-08-25,In Progress,,29,House,20.0,Plumbing
876,290,292,3,Structural,Repair description for property 292,2020-02-13,Closed,2024-09-14,29,House,20.0,Plumbing
877,291,356,7,Appliance,Repair description for property 356,2020-04-06,Closed,2024-11-15,29,Flat,20.0,Plumbing
878,291,356,7,Electrical,Repair description for property 356,2021-07-07,Closed,2025-11-02,29,Flat,20.0,Windows
879,291,356,7,Appliance,Repair description for property 356,2020-08-14,Closed,2024-07-31,29,Flat,20.0,Heating
880,292,295,2,Structural,Repair description for property 295,2022-02-12,In Progress,,71,House,22.0,Structural
881,292,295,2,Structural,Repair description for property 295,2021-11-09,In Progress,,71,House,22.0,Electrical
882,292,295,2,Plumbing,Repair description for property 295,2021-03-11,Closed,2024-12-16,71,House,22.0,Damp
883,293,397,8,Appliance,Repair description for property 397,2022-03-01,Closed,2024-09-24,71,Flat,22.0,Structural
884,294,341,3,Electrical,Repair description for property 341,2021-08-23,Closed,2025-06-03,29,Flat,20.0,Windows
885,294,341,3,Structural,Repair description for property 341,2021-01-13,Closed,2024-07-10,29,Flat,20.0,Plumbing
886,294,341,3,Other,Repair description for property 341,2020-06-26,Closed,2024-03-10,29,Flat,20.0,General
887,294,341,3,Appliance,Repair description for property 341,2021-03-02,Open,,29,Flat,20.0,Heating
888,294,341,3,Electrical,Repair description for property 341,2022-07-03,Open,,29,Flat,20.0,Heating
889,295,113,8,Structural,Repair description for property 113,2021-12-09,Closed,2024-06-27,57,Flat,3.0,Heating
890,296,180,3,Appliance,Repair description for property 180,2020-11-02,Closed,2024-09-17,8,House,6.0,General
891,296,180,3,Appliance,Repair description for property 180,2022-02-17,Closed,2024-08-22,8,House,6.0,General
892,296,180,3,Electrical,Repair description for property 180,2021-05-18,Closed,2024-04-04,8,House,6.0,General
893,297,308,2,Electrical,Repair description for property 308,2020-09-24,Closed,2025-06-01,47,Flat,18.0,Plumbing
894,297,308,2,Plumbing,Repair description for property 308,2021-08-08,Closed,2024-11-18,47,Flat,18.0,Plumbing
895,297,308,2,Appliance,Repair description for property 308,2020-01-08,Open,,47,Flat,18.0,Plumbing
896,297,308,2,Electrical,Repair description for property 308,2022-07-08,Closed,2025-02-03,47,Flat,18.0,Plumbing
897,298,433,5,Appliance,Repair description for property 433,2021-05-22,Closed,2024-06-28,73,Flat,,Roofing
898,298,433,5,Appliance,Repair description for property 433,2021-04-20,Closed,2025-02-27,73,Flat,,Structural
899,299,488,4,Electrical,Repair description for property 488,2020-10-23,Closed,2025-11-02,73,Flat,,Electrical
900,299,488,4,Other,Repair description for property 488,2020-06-12,Closed,2024-05-16,73,Flat,,Damp
901,299,488,4,Electrical,Repair description for property 488,2021-04-29,Closed,2024-09-18,73,Flat,,Roofing
902,299,488,4,Other,Repair description for property 488,2021-08-19,Closed,2025-10-01,73,Flat,,Roofing
903,299,488,4,Electrical,Repair description for property 488,2020-03-12,Closed,2024-10-17,73,Flat,,Heating
904,300,482,6,Structural,Repair description for property 482,2021-07-20,Closed,2024-04-28,73,Flat,,Heating
905,300,482,6,Appliance,Repair description for property 482,2022-06-23,Closed,2024-08-19,73,Flat,,Electrical
906,301,423,6,Electrical,Repair description for property 423,2021-07-12,Closed,2024-04-24,47,Flat,19.0,Structural
907,301,423,6,Electrical,Repair description for property 423,2022-06-29,Closed,2025-01-26,47,Flat,19.0,Roofing
908,301,423,6,Electrical,Repair description for property 423,2022-08-01,In Progress,,47,Flat,19.0,Roofing
909,301,423,6,Appliance,Repair description for property 423,2020-08-25,In Progress,,47,Flat,19.0,Structural
910,301,423,6,Structural,Repair description for property 423,2020-04-13,Closed,2025-07-02,47,Flat,19.0,Structural
911,302,234,4,Electrical,Repair description for property 234,2020-07-28,Closed,2024-11-06,29,Flat,20.0,Plumbing
912,302,234,4,Structural,Repair description for property 234,2021-07-07,Closed,2024-03-10,29,Flat,20.0,Plumbing
913,303,312,7,Appliance,Repair description for property 312,2022-04-07,Closed,2024-08-16,47,Flat,19.0,Windows
914,303,312,7,Electrical,Repair description for property 312,2021-04-12,Closed,2024-10-06,47,Flat,19.0,Plumbing
915,303,312,7,Plumbing,Repair description for property 312,2021-03-29,Closed,2025-02-16,47,Flat,19.0,Roofing
916,303,312,7,Plumbing,Repair description for property 312,2020-09-24,Closed,2024-04-16,47,Flat,19.0,Plumbing
917,304,165,2,Plumbing,Repair description for property 165,2021-01-20,Closed,2024-02-08,23,House,15.0,General
918,304,165,2,Appliance,Repair description for property 165,2022-02-13,Closed,2025-02-20,23,House,15.0,General
919,304,165,2,Structural,Repair description for property 165,2022-04-27,Closed,2024-03-09,23,House,15.0,Windows
920,305,137,1,Electrical,Repair description for property 137,2021-01-21,Closed,2025-05-01,51,Flat,4.0,Structural
921,306,198,4,Appliance,Repair description for property 198,2022-05-26,Open,,24,Block of Flats,14.0,Windows
922,307,259,8,Other,Repair description for property 259,2020-09-15,Closed,2025-03-15,47,Block of Flats,19.0,Heating
923,307,259,8,Other,Repair description for property 259,2020-10-09,Closed,2024-03-17,47,Block of Flats,19.0,Windows
924,308,233,4,Electrical,Repair description for property 233,2021-09-17,Open,,29,House,20.0,Windows
925,308,233,4,Appliance,Repair description for property 233,2022-05-24,Closed,2025-06-02,29,House,20.0,General
926,308,233,4,Electrical,Repair description for property 233,2020-02-09,In Progress,,29,House,20.0,Windows
927,308,233,4,Structural,Repair description for property 233,2021-04-30,Closed,2025-02-22,29,House,20.0,General
928,309,116,4,Structural,Repair description for property 116,2022-07-17,Closed,2024-05-07,80,House,10.0,Structural
929,309,116,4,Plumbing,Repair description for property 116,2020-08-07,Closed,2024-07-12,80,House,10.0,Heating
930,309,116,4,Other,Repair description for property 116,2020-05-08,In Progress,,80,House,10.0,Structural
931,310,121,8,Structural,Repair description for property 121,2021-06-03,Open,,15,Block of Flats,2.0,Plumbing
932,310,121,8,Appliance,Repair description for property 121,2021-09-04,Closed,2024-05-09,15,Block of Flats,2.0,General
933,310,121,8,Other,Repair description for property 121,2022-07-16,Closed,2024-06-15,15,Block of Flats,2.0,General
934,310,121,8,Appliance,Repair description for property 121,2022-06-10,Closed,2024-06-19,15,Block of Flats,2.0,Plumbing
935,311,350,7,Structural,Repair description for property 350,2021-11-18,Closed,2024-05-20,74,Block of Flats,21.0,Heating
936,311,350,7,Other,Repair description for property 350,2021-09-10,In Progress,,74,Block of Flats,21.0,Electrical
937,312,225,2,Other,Repair description for property 225,2021-09-04,Open,,23,Flat,15.0,Windows
938,312,225,2,Structural,Repair description for property 225,2020-09-16,In Progress,,23,Flat,15.0,Heating
939,312,225,2,Electrical,Repair description for property 225,2022-09-16,Closed,2024-04-27,23,Flat,15.0,Plumbing
940,312,225,2,Electrical,Repair description for property 225,2022-08-23,Closed,2025-07-03,23,Flat,15.0,Plumbing
941,313,403,3,Other,Repair description for property 403,2020-12-31,Closed,2024-02-10,47,Flat,18.0,Plumbing
942,313,403,3,Appliance,Repair description for property 403,2022-01-27,Open,,47,Flat,18.0,Plumbing
943,313,403,3,Other,Repair description for property 403,2022-02-25,Open,,47,Flat,18.0,Plumbing
944,313,403,3,Structural,Repair description for property 403,2021-06-27,Closed,2024-05-28,47,Flat,18.0,Plumbing
945,313,403,3,Structural,Repair description for property 403,2021-10-10,Closed,2024-05-27,47,Flat,18.0,Plumbing
946,314,398,6,Other,Repair description for property 398,2021-06-07,Closed,2025-01-25,47,House,19.0,Roofing
947,314,398,6,Other,Repair description for property 398,2022-06-25,Closed,2024-04-09,47,House,19.0,Windows
948,314,398,6,Electrical,Repair description for property 398,2022-03-24,Open,,47,House,19.0,Roofing
949,314,398,6,Electrical,Repair description for property 398,2022-06-05,Closed,2024-10-04,47,House,19.0,Heating
950,315,128,1,Electrical,Repair description for property 128,2020-01-16,In Progress,,8,Block of Flats,6.0,General
951,316,286,3,Appliance,Repair description for property 286,2020-05-08,Open,,47,Flat,19.0,Structural
952,317,412,8,Electrical,Repair description for property 412,2021-07-28,Closed,2024-11-15,71,Flat,22.0,Heating
953,317,412,8,Electrical,Repair description for property 412,2020-04-18,Closed,2025-02-24,71,Flat,22.0,Damp
954,317,412,8,Plumbing,Repair description for property 412,2022-06-05,Closed,2024-03-24,71,Flat,22.0,Electrical
955,318,108,4,Structural,Repair description for property 108,2021-06-16,Closed,2024-08-28,49,Flat,11.0,Structural
956,318,108,4,Other,Repair description for property 108,2021-10-31,Closed,2024-11-09,49,Flat,11.0,Structural
957,318,108,4,Appliance,Repair description for property 108,2020-09-25,Open,,49,Flat,11.0,Structural
958,318,108,4,Appliance,Repair description for property 108,2020-06-10,Closed,2025-02-22,49,Flat,11.0,Structural
959,319,371,4,Other,Repair description for property 371,2020-09-16,In Progress,,29,House,20.0,Windows
960,319,371,4,Plumbing,Repair description for property 371,2022-07-12,In Progress,,29,House,20.0,Plumbing
961,319,371,4,Plumbing,Repair description for property 371,2020-04-11,Closed,2024-01-09,29,House,20.0,Heating
962,319,371,4,Plumbing,Repair description for property 371,2021-05-20,Closed,2024-01-07,29,House,20.0,General
963,320,326,6,Other,Repair description for property 326,2022-01-04,Open,,47,Flat,19.0,Heating
964,320,326,6,Appliance,Repair description for property 326,2021-07-24,Closed,2024-11-07,47,Flat,19.0,Windows
965,320,326,6,Electrical,Repair description for property 326,2020-09-03,Closed,2024-12-11,47,Flat,19.0,Heating
966,320,326,6,Other,Repair description for property 326,2021-10-01,Open,,47,Flat,19.0,Structural
967,321,134,5,Other,Repair description for property 134,2022-03-05,Closed,2025-06-02,103,Flat,9.0,Roofing
968,321,134,5,Structural,Repair description for property 134,2022-04-16,Open,,103,Flat,9.0,Damp
969,321,134,5,Appliance,Repair description for property 134,2021-06-20,Closed,2024-05-20,103,Flat,9.0,Structural
970,321,134,5,Structural,Repair description for property 134,2020-05-10,Open,,103,Flat,9.0,Electrical
971,322,453,6,Plumbing,Repair description for property 453,2020-12-18,Closed,2024-02-10,73,Flat,,Structural
972,322,453,6,Electrical,Repair description for property 453,2020-07-14,Closed,2024-11-25,73,Flat,,Structural
973,322,453,6,Other,Repair description for property 453,2022-03-03,Closed,2024-08-24,73,Flat,,Structural
974,322,453,6,Plumbing,Repair description for property 453,2022-07-04,Closed,2024-04-07,73,Flat,,Heating
975,322,453,6,Other,Repair description for property 453,2022-07-18,Closed,2025-11-01,73,Flat,,Heating
976,323,45,4,Appliance,Repair description for property 45,2021-10-27,Closed,2025-02-26,15,House,8.0,Plumbing
977,323,45,4,Other,Repair description for property 45,2021-01-16,In Progress,,15,House,8.0,General
978,323,45,4,Other,Repair description for property 45,2021-10-06,Closed,2025-05-01,15,House,8.0,Electrical
979,323,45,4,Structural,Repair description for property 45,2020-08-14,Closed,2024-07-03,15,House,8.0,Electrical
980,323,45,4,Electrical,Repair description for property 45,2021-12-01,Closed,2024-07-28,15,House,8.0,Plumbing
981,324,461,2,Electrical,Repair description for property 461,2021-04-20,Closed,2025-05-03,73,House,,Damp
982,325,66,2,Other,Repair description for property 66,2021-04-21,In Progress,,24,House,14.0,Windows
983,325,66,2,Other,Repair description for property 66,2020-09-21,Closed,2024-10-11,24,House,14.0,Plumbing
984,325,66,2,Electrical,Repair description for property 66,2021-01-06,Closed,2024-01-08,24,House,14.0,Plumbing
985,325,66,2,Structural,Repair description for property 66,2021-04-30,Closed,2024-10-19,24,House,14.0,Heating
986,326,284,7,Other,Repair description for property 284,2021-03-09,Open,,74,Flat,21.0,Heating
987,327,86,3,Electrical,Repair description for property 86,2021-10-07,Closed,2024-05-13,25,Flat,17.0,Heating
988,327,86,3,Electrical,Repair description for property 86,2020-07-29,In Progress,,25,Flat,17.0,Plumbing
989,327,86,3,Plumbing,Repair description for property 86,2021-07-25,Closed,2024-08-12,25,Flat,17.0,Windows
990,328,243,4,Plumbing,Repair description for property 243,2022-07-28,Closed,2024-02-09,71,House,22.0,Heating
991,328,243,4,Plumbing,Repair description for property 243,2021-01-11,Closed,2025-11-01,71,House,22.0,Heating
992,329,187,2,Other,Repair description for property 187,2021-01-29,Open,,15,Flat,8.0,Electrical
993,329,187,2,Structural,Repair description for property 187,2021-03-25,Closed,2024-12-29,15,Flat,8.0,Plumbing
994,329,187,2,Plumbing,Repair description for property 187,2022-07-31,In Progress,,15,Flat,8.0,Electrical
995,329,187,2,Plumbing,Repair description for property 187,2020-12-29,Closed,2024-07-31,15,Flat,8.0,General
996,330,384,5,Appliance,Repair description for property 384,2022-05-25,In Progress,,74,Flat,21.0,Structural
997,330,384,5,Electrical,Repair description for property 384,2021-04-01,Closed,2024-08-08,74,Flat,21.0,Electrical
998,331,160,4,Electrical,Repair description for property 160,2021-12-25,In Progress,,66,House,1.0,Damp
999,331,160,4,Plumbing,Repair description for property 160,2021-12-28,Closed,2024-05-11,66,House,1.0,Heating
1000,331,160,4,Plumbing,Repair description for property 160,2020-08-13,Closed,2024-03-08,66,House,1.0,Electrical
1001,331,160,4,Plumbing,Repair description for property 160,2022-09-08,Open,,66,House,1.0,Electrical
1002,332,13,3,Structural,Repair description for property 13,2020-05-10,Closed,2024-10-22,25,Flat,17.0,Heating
1003,332,13,3,Structural,Repair description for property 13,2021-08-10,In Progress,,25,Flat,17.0,General
1004,332,13,3,Other,Repair description for property 13,2021-04-20,Closed,2024-07-14,25,Flat,17.0,General
1005,333,36,5,Electrical,Repair description for property 36,2022-03-08,Closed,2024-05-04,37,Flat,13.0,Plumbing
1006,333,36,5,Structural,Repair description for property 36,2022-09-12,Closed,2024-07-24,37,Flat,13.0,Plumbing
1007,333,36,5,Structural,Repair description for property 36,2020-10-03,Closed,2024-06-20,37,Flat,13.0,Plumbing
1008,333,36,5,Structural,Repair description for property 36,2020-06-04,Open,,37,Flat,13.0,Windows
1009,333,36,5,Structural,Repair description for property 36,2022-01-29,Open,,37,Flat,13.0,Heating
1010,334,29,8,Structural,Repair description for property 29,2020-08-05,In Progress,,15,Flat,8.0,Electrical
1011,334,29,8,Other,Repair description for property 29,2020-07-08,Closed,2024-05-11,15,Flat,8.0,Plumbing
1012,334,29,8,Electrical,Repair description for property 29,2021-02-20,In Progress,,15,Flat,8.0,Electrical
1013,335,171,8,Appliance,Repair description for property 171,2022-09-07,Closed,2024-10-03,51,Flat,4.0,Heating
1014,335,171,8,Structural,Repair description for property 171,2021-11-05,Closed,2024-09-05,51,Flat,4.0,Plumbing
1015,335,171,8,Structural,Repair description for property 171,2021-11-22,Closed,2024-04-26,51,Flat,4.0,Structural
1016,336,143,4,Electrical,Repair description for property 143,2021-06-29,In Progress,,80,House,12.0,Roofing
1017,336,143,4,Appliance,Repair description for property 143,2020-02-10,Closed,2024-08-19,80,House,12.0,Roofing
1018,337,399,8,Plumbing,Repair description for property 399,2020-11-02,Closed,2024-09-25,47,Flat,18.0,Plumbing
1019,337,399,8,Plumbing,Repair description for property 399,2022-07-31,In Progress,,47,Flat,18.0,Plumbing
1020,337,399,8,Appliance,Repair description for property 399,2020-12-03,Closed,2025-02-22,47,Flat,18.0,Plumbing
1021,337,399,8,Other,Repair description for property 399,2020-11-09,In Progress,,47,Flat,18.0,Plumbing
1022,337,399,8,Appliance,Repair description for property 399,2020-03-15,Closed,2024-05-21,47,Flat,18.0,Plumbing
1023,338,343,3,Plumbing,Repair description for property 343,2022-08-10,Closed,2024-12-05,47,Block of Flats,19.0,Plumbing
1024,338,343,3,Plumbing,Repair description for property 343,2020-10-05,Closed,2024-12-29,47,Block of Flats,19.0,Plumbing
1025,338,343,3,Plumbing,Repair description for property 343,2020-06-24,In Progress,,47,Block of Flats,19.0,Plumbing
1026,338,343,3,Appliance,Repair description for property 343,2022-06-14,Closed,2024-05-27,47,Block of Flats,19.0,Plumbing
1027,339,222,3,Plumbing,Repair description for property 222,2021-10-23,Open,,51,House,4.0,Heating
1028,339,222,3,Structural,Repair description for property 222,2020-09-29,Closed,2025-01-20,51,House,4.0,Windows
1029,340,96,6,Structural,Repair description for property 96,2022-04-16,Closed,2024-11-15,15,Flat,8.0,General
1030,340,96,6,Other,Repair description for property 96,2021-09-11,Closed,2024-05-28,15,Flat,8.0,General
1031,340,96,6,Appliance,Repair description for property 96,2021-10-12,Closed,2024-11-05,15,Flat,8.0,Electrical
1032,340,96,6,Plumbing,Repair description for property 96,2022-05-11,Closed,2024-11-15,15,Flat,8.0,Electrical
1033,341,52,6,Appliance,Repair description for property 52,2022-02-21,In Progress,,23,Flat,15.0,Windows
1034,341,52,6,Electrical,Repair description for property 52,2022-05-08,Closed,2025-01-22,23,Flat,15.0,Plumbing
1035,341,52,6,Electrical,Repair description for property 52,2022-07-19,Closed,2024-04-08,23,Flat,15.0,General
1036,341,52,6,Appliance,Repair description for property 52,2020-10-15,Closed,2024-10-14,23,Flat,15.0,General
1037,341,52,6,Appliance,Repair description for property 52,2021-12-24,In Progress,,23,Flat,15.0,Windows
1038,342,241,2,Appliance,Repair description for property 241,2022-06-11,Closed,2024-03-11,29,House,20.0,Heating
1039,342,241,2,Other,Repair description for property 241,2020-09-28,Closed,2024-08-13,29,House,20.0,Plumbing
1040,343,485,5,Appliance,Repair description for property 485,2022-07-18,Closed,2025-02-24,73,House,,Structural
1041,343,485,5,Structural,Repair description for property 485,2020-03-06,In Progress,,73,House,,Structural
1042,343,485,5,Appliance,Repair description for property 485,2021-04-27,Closed,2025-08-03,73,House,,Electrical
1043,343,485,5,Other,Repair description for property 485,2022-07-24,Closed,2024-04-27,73,House,,Electrical
1044,344,379,2,Electrical,Repair description for property 379,2020-09-04,Open,,71,Flat,22.0,Heating
1045,344,379,2,Structural,Repair description for property 379,2020-06-04,Closed,2024-09-28,71,Flat,22.0,Structural
1046,344,379,2,Plumbing,Repair description for property 379,2020-02-16,Closed,2024-11-29,71,Flat,22.0,Damp
1047,344,379,2,Plumbing,Repair description for property 379,2022-07-23,Open,,71,Flat,22.0,Roofing
1048,345,179,1,Plumbing,Repair description for property 179,2021-03-29,Closed,2025-02-27,25,House,17.0,Plumbing
1049,345,179,1,Plumbing,Repair description for property 179,2020-07-19,Closed,2024-05-07,25,House,17.0,Heating
1050,345,179,1,Structural,Repair description for property 179,2021-10-21,Closed,2024-07-26,25,House,17.0,General
1051,345,179,1,Other,Repair description for property 179,2020-05-03,Closed,2024-04-07,25,House,17.0,Plumbing
1052,346,42,7,Appliance,Repair description for property 42,2020-01-01,Open,,66,Flat,1.0,Structural
1053,346,42,7,Electrical,Repair description for property 42,2022-08-25,Closed,2024-01-09,66,Flat,1.0,Electrical
1054,346,42,7,Plumbing,Repair description for property 42,2022-01-28,Closed,2025-01-28,66,Flat,1.0,Damp
1055,346,42,7,Electrical,Repair description for property 42,2022-05-04,In Progress,,66,Flat,1.0,Electrical
1056,346,42,7,Electrical,Repair description for property 42,2021-10-01,Closed,2024-10-13,66,Flat,1.0,Damp
1057,347,499,1,Plumbing,Repair description for property 499,2020-07-09,Closed,2024-08-18,73,Flat,,Electrical
1058,347,499,1,Electrical,Repair description for property 499,2021-08-01,Closed,2024-06-05,73,Flat,,Electrical
1059,348,422,2,Electrical,Repair description for property 422,2021-05-30,Closed,2024-05-06,71,Flat,22.0,Electrical
1060,348,422,2,Other,Repair description for property 422,2021-03-17,Open,,71,Flat,22.0,Damp
1061,348,422,2,Electrical,Repair description for property 422,2022-07-09,Closed,2024-03-24,71,Flat,22.0,Damp
1062,349,207,8,Electrical,Repair description for property 207,2022-03-25,In Progress,,49,Block of Flats,11.0,Structural
1063,349,207,8,Plumbing,Repair description for property 207,2022-03-16,Closed,2024-12-16,49,Block of Flats,11.0,Structural
1064,349,207,8,Other,Repair description for property 207,2020-05-22,In Progress,,49,Block of Flats,11.0,Structural
1065,349,207,8,Electrical,Repair description for property 207,2020-07-09,Closed,2025-03-17,49,Block of Flats,11.0,Structural
1066,349,207,8,Electrical,Repair description for property 207,2021-06-16,Closed,2024-08-12,49,Block of Flats,11.0,Structural
1067,350,283,6,Appliance,Repair description for property 283,2020-08-14,Closed,2024-08-31,47,Flat,18.0,Plumbing
1068,350,283,6,Electrical,Repair description for property 283,2020-11-08,Open,,47,Flat,18.0,Plumbing
1069,350,283,6,Appliance,Repair description for property 283,2021-09-20,Closed,2024-07-04,47,Flat,18.0,Plumbing
1070,350,283,6,Appliance,Repair description for property 283,2022-08-06,Closed,2025-03-01,47,Flat,18.0,Plumbing
1071,350,283,6,Other,Repair description for property 283,2020-10-28,In Progress,,47,Flat,18.0,Plumbing
1072,351,255,1,Other,Repair description for property 255,2021-10-15,In Progress,,71,Flat,22.0,Electrical
1073,351,255,1,Structural,Repair description for property 255,2022-09-22,In Progress,,71,Flat,22.0,Damp
1074,351,255,1,Other,Repair description for property 255,2021-04-04,Open,,71,Flat,22.0,Heating
